院校,科类,批次,院校专业组代码,专业组,风险等级,专业代码,专业名称,专业类,大类,风险说明
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,04,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,05,建筑消防技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,20,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,28,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,29,烹饪工艺与营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,31,食品营养与健康,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡南洋职业技术学院,历史,专科批,195701,无锡南洋职业技术学院01,中危混合组,32,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
西藏职业技术学院,物理,专科批,650402,西藏职业技术学院02,整体偏冷组,02,道路与桥梁工程技术(北校区),土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
哈尔滨北方航空职业技术学院,物理,专科批,848202,哈尔滨北方航空职业技术学院02,中危混合组,05,无人机测绘技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
建东职业技术学院,历史,专科批,196501,建东职业技术学院01,中危混合组,01,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
建东职业技术学院,历史,专科批,196501,建东职业技术学院01,中危混合组,02,工业设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,历史,专科批,198501,明达职业技术学院01,中危混合组,07,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,历史,专科批,198501,明达职业技术学院01,中危混合组,11,宠物养护与驯导,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,历史,专科批,198501,明达职业技术学院01,中危混合组,18,环境艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,历史,专科批,198501,明达职业技术学院01,中危混合组,19,广告艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,历史,专科批,198501,明达职业技术学院01,中危混合组,22,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金山职业技术学院,物理,专科批,199102,金山职业技术学院02,中危混合组,26,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金山职业技术学院,物理,专科批,199102,金山职业技术学院02,中危混合组,27,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金山职业技术学院,物理,专科批,199102,金山职业技术学院02,中危混合组,48,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金山职业技术学院,物理,专科批,199102,金山职业技术学院02,中危混合组,49,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,01,建筑装饰工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,02,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,03,建设工程管理,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,04,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,29,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,30,社区康复,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
宿迁泽达职业技术学院,历史,专科批,199701,宿迁泽达职业技术学院01,中危混合组,31,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
丽江文化旅游学院,物理,专科批,887105,丽江文化旅游学院05,中危混合组,25,现代农业经济管理,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
丽江文化旅游学院,物理,专科批,887105,丽江文化旅游学院05,中危混合组,28,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
巴中职业技术学院,历史,专科批,879601,巴中职业技术学院01,未标风险,03,无人机测绘技术,资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,01,现代农业技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,02,畜牧兽医,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,06,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,07,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,08,智慧旅游技术应用,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,10,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
阿勒泰职业技术学院,物理,专科批,753601,阿勒泰职业技术学院01,中危混合组,16,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,30,宠物养护与驯导,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,31,动物营养与饲料,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,32,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,33,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,34,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,48,时尚表演与传播,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,50,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,51,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,52,烹饪工艺与营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,57,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
炎黄职业技术学院,物理,专科批,198202,炎黄职业技术学院02,中危混合组,58,数字时尚设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,物理,专科批,198502,明达职业技术学院02,中危混合组,37,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,物理,专科批,198502,明达职业技术学院02,中危混合组,41,宠物养护与驯导,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,物理,专科批,198502,明达职业技术学院02,中危混合组,48,环境艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,物理,专科批,198502,明达职业技术学院02,中危混合组,49,广告艺术设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
明达职业技术学院,物理,专科批,198502,明达职业技术学院02,中危混合组,52,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金肯职业技术学院,历史,专科批,195201,金肯职业技术学院01,中危混合组,01,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金肯职业技术学院,历史,专科批,195201,金肯职业技术学院01,中危混合组,02,消防救援技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金肯职业技术学院,历史,专科批,195201,金肯职业技术学院01,中危混合组,03,建筑消防技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金肯职业技术学院,历史,专科批,195201,金肯职业技术学院01,中危混合组,04,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
金肯职业技术学院,历史,专科批,195201,金肯职业技术学院01,中危混合组,22,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,01,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,02,餐饮智能管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,03,西式烹饪工艺,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,04,烹饪工艺与营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,11,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,19,现代家政服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,22,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,23,建设工程管理,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州中瑞酒店职业学院,历史,专科批,198901,扬州中瑞酒店职业学院01,中危混合组,24,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
珠海艺术职业学院,物理,专科批,865802,珠海艺术职业学院02,中危混合组,05,宝玉石鉴定与加工,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚理工职业学院,历史,专科批,875501,三亚理工职业学院01,中危混合组,01,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚理工职业学院,历史,专科批,875501,三亚理工职业学院01,中危混合组,02,会展策划与管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚理工职业学院,历史,专科批,875501,三亚理工职业学院01,中危混合组,03,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚理工职业学院,历史,专科批,875501,三亚理工职业学院01,中危混合组,05,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚护理职业学院,历史,专科批,875801,三亚护理职业学院01,未标风险,02,现代家政服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
三亚护理职业学院,历史,专科批,875801,三亚护理职业学院01,未标风险,03,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
三亚护理职业学院,历史,专科批,875802,三亚护理职业学院02,中危混合组,04,职业健康安全技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚护理职业学院,历史,专科批,875802,三亚护理职业学院02,中危混合组,05,食品营养与健康,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
泰山科技学院,历史,专科批,822302,泰山科技学院02,中危混合组,06,现代文秘,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
西藏职业技术学院,历史,专科批,650401,西藏职业技术学院01,整体偏冷组,01,现代农业经济管理(西校区),农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
陕西旅游烹饪职业学院,物理,专科批,891902,陕西旅游烹饪职业学院02,中危混合组,07,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
陕西旅游烹饪职业学院,物理,专科批,891902,陕西旅游烹饪职业学院02,中危混合组,08,烹饪工艺与营养,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
重庆科技职业学院,历史,专科批,882601,重庆科技职业学院01,中危混合组,02,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
重庆科技职业学院,历史,专科批,882601,重庆科技职业学院01,中危混合组,03,应急救援技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚航空旅游职业学院,历史,专科批,875401,三亚航空旅游职业学院01,大杂组,01,"飞机电子设备维修(报考该专业有色觉等要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
三亚航空旅游职业学院,历史,专科批,875401,三亚航空旅游职业学院01,大杂组,04,"民航安全技术管理(报考该专业有色觉要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
三亚航空旅游职业学院,历史,专科批,875401,三亚航空旅游职业学院01,大杂组,06,"空中乘务(报考该专业有色觉等要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
遂宁职业学院,物理,专科批,878402,遂宁职业学院02,中危混合组,03,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
遂宁职业学院,历史,专科批,878401,遂宁职业学院01,中危混合组,01,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
山东文化产业职业学院,历史,专科批,824301,山东文化产业职业学院01,整体偏冷组,01,数字时尚设计,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
山东文化产业职业学院,历史,专科批,824301,山东文化产业职业学院01,整体偏冷组,02,会展策划与管理,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
珠海艺术职业学院,历史,专科批,865801,珠海艺术职业学院01,中危混合组,01,宝玉石鉴定与加工,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
和君职业学院,历史,专科批,819201,和君职业学院01,中危混合组,01,"舞台艺术设计与制作(第一学期在校本部学习,第二学期起在会昌戏剧小镇学习)(报考该专业有色觉要求,具体请查阅院校招生章程)",文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚中瑞酒店管理职业学院,历史,专科批,875901,三亚中瑞酒店管理职业学院01,中危混合组,01,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚中瑞酒店管理职业学院,历史,专科批,875901,三亚中瑞酒店管理职业学院01,中危混合组,02,西式烹饪工艺,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚中瑞酒店管理职业学院,历史,专科批,875901,三亚中瑞酒店管理职业学院01,中危混合组,03,旅游管理(旅游电商运营方向),旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚中瑞酒店管理职业学院,历史,专科批,875901,三亚中瑞酒店管理职业学院01,中危混合组,04,旅游管理(数智文旅体验策划方向),旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚中瑞酒店管理职业学院,历史,专科批,875901,三亚中瑞酒店管理职业学院01,中危混合组,05,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚城市职业学院,物理,专科批,875602,三亚城市职业学院02,中危混合组,06,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚城市职业学院,物理,专科批,875602,三亚城市职业学院02,中危混合组,07,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
三亚城市职业学院,物理,专科批,875602,三亚城市职业学院02,中危混合组,08,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
泉州纺织服装职业学院,物理,专科批,814902,泉州纺织服装职业学院02,整体偏冷组,02,服装与服饰设计,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
上海思博职业技术学院,历史,专科批,802201,上海思博职业技术学院01,整体偏冷组,01,无人机测绘技术,资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
上海闵行职业技术学院,历史,专科批,217201,上海闵行职业技术学院01,中危混合组,01,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
丽江文化旅游学院,历史,专科批,887102,丽江文化旅游学院02,整体偏冷组,08,会展策划与管理,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
北京艺术传媒职业学院,历史,专科批,828701,北京艺术传媒职业学院01,整体偏冷组,01,动漫制作技术,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
民政职业大学,物理,专科批,317605,民政职业大学05,未标风险,22,社区管理与服务,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
民政职业大学,物理,专科批,317605,民政职业大学05,未标风险,24,婚庆服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
民政职业大学,物理,专科批,317605,民政职业大学05,未标风险,25,现代殡葬技术与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
民政职业大学,物理,专科批,317605,民政职业大学05,未标风险,26,殡葬设备维护技术,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
吉林交通职业技术学院,历史,专科批,421701,吉林交通职业技术学院01,中危混合组,01,工程造价(校本部),土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
长春医药职业学院,物理,专科批,845201,长春医药职业学院01,整体偏冷组,01,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
南充科技职业学院,历史,专科批,878801,南充科技职业学院01,整体偏冷组,01,宠物医疗技术,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
四川交通职业技术大学,物理,专科批,612502,四川交通职业技术大学02,中危混合组,05,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
四川交通职业技术大学,历史,专科批,612501,四川交通职业技术大学01,中危混合组,01,建筑工程技术(温江校区),土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
四川华新现代职业学院,物理,专科批,619202,四川华新现代职业学院02,整体偏冷组,02,动漫制作技术,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
四川华新现代职业学院,历史,专科批,619201,四川华新现代职业学院01,整体偏冷组,01,动漫制作技术,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
四川国际标榜职业学院,物理,专科批,878501,四川国际标榜职业学院01,中危混合组,02,宠物医疗技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
四川工商学院,物理,专科批,876603,四川工商学院03,未标风险,06,无人机测绘技术(成都校区),资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
四川工商学院,历史,专科批,876601,四川工商学院01,未标风险,02,无人机测绘技术(成都校区),资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
天府新区航空旅游职业学院,物理,专科批,877702,天府新区航空旅游职业学院02,中危混合组,04,会展策划与管理(天府校区),旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
天府新区航空旅游职业学院,历史,专科批,877701,天府新区航空旅游职业学院01,中危混合组,02,会展策划与管理(天府校区),旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
德阳农业科技职业学院,物理,专科批,877902,德阳农业科技职业学院02,未标风险,04,无人机测绘技术,资源环境安全类,资源环境与安全大类,专科就业或接受度需谨慎核对
德阳农业科技职业学院,历史,专科批,877901,德阳农业科技职业学院01,未标风险,02,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
绵阳飞行职业学院,物理,专科批,879002,绵阳飞行职业学院02,中危混合组,10,社区康复,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
绵阳飞行职业学院,历史,专科批,879001,绵阳飞行职业学院01,中危混合组,05,社区康复,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
天津石油职业技术学院,物理,专科批,323202,天津石油职业技术学院02,整体偏冷组,02,应用化工技术(滨海校区),生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
天津石油职业技术学院,历史,专科批,323201,天津石油职业技术学院01,整体偏冷组,01,应用化工技术(滨海校区),生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
蚌埠经济技术职业学院,物理,专科批,811402,蚌埠经济技术职业学院02,中危混合组,03,动物医学,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
蚌埠经济技术职业学院,历史,专科批,811401,蚌埠经济技术职业学院01,中危混合组,01,动物医学,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
东营职业学院,物理,专科批,263902,东营职业学院02,整体偏冷组,02,现代农业技术,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
东营职业学院,历史,专科批,263901,东营职业学院01,整体偏冷组,01,旅游管理,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
山东畜牧兽医职业学院,物理,专科批,263601,山东畜牧兽医职业学院01,整体偏冷组,01,宠物养护与驯导,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
山东艺术设计职业学院,历史,专科批,825401,山东艺术设计职业学院01,中危混合组,05,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
日照康养职业学院,物理,专科批,824801,日照康养职业学院01,中危混合组,01,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
日照康养职业学院,物理,专科批,824801,日照康养职业学院01,中危混合组,02,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
曲阜远东职业技术学院,物理,专科批,824402,曲阜远东职业技术学院02,整体偏冷组,02,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
曲阜远东职业技术学院,历史,专科批,824401,曲阜远东职业技术学院01,整体偏冷组,01,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
枣庄职业学院,历史,专科批,267901,枣庄职业学院01,整体偏冷组,01,分析检验技术,生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,物理,专科批,825002,青岛求实职业技术学院02,未标风险,05,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,物理,专科批,825002,青岛求实职业技术学院02,未标风险,07,畜牧兽医,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,物理,专科批,825002,青岛求实职业技术学院02,未标风险,08,宠物医疗技术,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,历史,专科批,825001,青岛求实职业技术学院01,未标风险,01,动物医学,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,历史,专科批,825001,青岛求实职业技术学院01,未标风险,03,畜牧兽医,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
青岛求实职业技术学院,历史,专科批,825001,青岛求实职业技术学院01,未标风险,04,宠物医疗技术,农林牧渔类,农林牧渔大类,专科就业或接受度需谨慎核对
