院校,科类,批次,院校专业组代码,专业组,风险等级,专业代码,专业名称,专业类,大类,风险说明
湖南国防工业职业技术学院,物理,提前专科批,536704,湖南国防工业职业技术学院04,未标风险,10,汽车制造与试验技术(只招男生)(陆军),机械设计制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖南国防工业职业技术学院,物理,提前专科批,536704,湖南国防工业职业技术学院04,未标风险,11,无人机应用技术(只招男生)(陆军),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,01,航海技术(水面舰艇人员合格)(只招男生)(陆军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,02,船舶电子电气技术(水面舰艇人员合格)(只招男生)(陆军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,03,轮机工程技术(水面舰艇人员合格)(只招男生)(陆军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,04,轮机工程技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,05,港口机械与智能控制(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,06,航海技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,07,轮机工程技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏海事职业技术学院,历史,提前专科批,115001,江苏海事职业技术学院01,未标风险,08,船舶电子电气技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
潍坊科技学院,物理,提前专科批,821305,潍坊科技学院05,未标风险,12,电气自动化技术(只招男生)(火箭军),电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
潍坊科技学院,物理,提前专科批,821305,潍坊科技学院05,未标风险,13,计算机网络技术(只招男生)(63650部队),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖南高速铁路职业技术学院,物理,专科批,533302,湖南高速铁路职业技术学院02,中危混合组,06,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,物理,专科批,213406,上海旅游高等专科学校06,中危混合组,19,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,物理,专科批,213406,上海旅游高等专科学校06,中危混合组,20,智慧旅游技术应用,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,物理,专科批,213406,上海旅游高等专科学校06,中危混合组,21,会展策划与管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,物理,专科批,213406,上海旅游高等专科学校06,中危混合组,24,全媒体广告策划与营销,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,物理,专科批,213408,上海旅游高等专科学校08,未标风险,27,"空中乘务(报考该专业有色觉等要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海旅游高等专科学校,物理,专科批,213409,上海旅游高等专科学校09,整体偏冷组,28,旅游日语(只招英语或日语考生),旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
浙江建设职业技术学院,物理,提前专科批,226001,浙江建设职业技术学院01,未标风险,01,建筑工程技术(只招男生)(绍兴上虞校区)(火箭军),土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
浙江建设职业技术学院,物理,提前专科批,226001,浙江建设职业技术学院01,未标风险,02,给排水工程技术(只招男生)(绍兴上虞校区)(火箭军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
山东交通职业学院,物理,提前专科批,261601,山东交通职业学院01,未标风险,01,航海技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
山东交通职业学院,物理,提前专科批,261601,山东交通职业学院01,未标风险,02,轮机工程技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
山东交通职业学院,物理,提前专科批,261601,山东交通职业学院01,未标风险,03,船舶电子电气技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海现代化工职业学院,物理,专科批,217002,上海现代化工职业学院02,中危混合组,04,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海现代化工职业学院,物理,专科批,217002,上海现代化工职业学院02,中危混合组,05,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,24,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,25,食品质量与安全,食品药品类,食品药品与粮食大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,28,生物制药技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,31,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,34,建筑装饰工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,45,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,49,安全技术与管理,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工程职业技术学院,物理,专科批,125202,常州工程职业技术学院02,中危混合组,52,道路与桥梁工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡科技职业学院,物理,专科批,121304,无锡科技职业学院04,中危混合组,32,安全技术与管理,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡科技职业学院,物理,专科批,121304,无锡科技职业学院04,中危混合组,43,社区管理与服务,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
重庆水利电力职业技术学院,物理,专科批,623702,重庆水利电力职业技术学院02,未标风险,03,水利水电建筑工程,土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
苏州幼儿师范高等专科学校,物理,专科批,129003,苏州幼儿师范高等专科学校03,整体偏冷组,11,音乐教育(与苏州科技大学分段培养项目)(师范),文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
苏州幼儿师范高等专科学校,物理,专科批,129004,苏州幼儿师范高等专科学校04,中危混合组,13,社区康复,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州幼儿师范高等专科学校,物理,专科批,129004,苏州幼儿师范高等专科学校04,中危混合组,14,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州幼儿师范高等专科学校,物理,专科批,129004,苏州幼儿师范高等专科学校04,中危混合组,18,"学前教育(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",教育体育类,教育与体育大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
苏州幼儿师范高等专科学校,物理,专科批,129004,苏州幼儿师范高等专科学校04,中危混合组,19,"特殊教育(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
苏州幼儿师范高等专科学校,物理,专科批,129004,苏州幼儿师范高等专科学校04,中危混合组,20,音乐教育(师范),文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
常州工业职业技术学院,历史,专科批,125301,常州工业职业技术学院01,中危混合组,19,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,01,旅游管理,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,03,酒店管理与数字化运营,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,05,会展策划与管理,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,06,烹饪工艺与营养,食品药品类,食品药品与粮食大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,08,西式烹饪工艺,食品药品类,食品药品与粮食大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213401,上海旅游高等专科学校01,大杂组,10,全媒体广告策划与营销,文化艺术类,文化艺术大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213402,上海旅游高等专科学校02,整体偏冷组,11,旅游日语(只招英语或日语考生),旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
上海旅游高等专科学校,历史,专科批,213405,上海旅游高等专科学校05,未标风险,15,"空中乘务(报考该专业有色觉等要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南通职业大学,历史,专科批,131001,南通职业大学01,中危混合组,12,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,历史,专科批,131001,南通职业大学01,中危混合组,23,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,历史,专科批,131001,南通职业大学01,中危混合组,24,服装设计与工艺,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,历史,专科批,131001,南通职业大学01,中危混合组,26,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,历史,专科批,131002,南通职业大学02,中危混合组,27,"安全技术与管理(在南通职业大学学习三年,考核合格者可转入南通理工学院学习两年,毕业后颁发南通理工学院本科文凭)",资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,01,"护理(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,02,"口腔卫生保健(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,03,"中医康复技术(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,04,"康复治疗技术(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,05,"中医养生保健(报考该专业有色觉要求,具体请查阅院校招生章程)",护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,06,"药学(报考该专业有色觉要求,具体请查阅院校招生章程)",药学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,07,"中药学(报考该专业有色觉要求,具体请查阅院校招生章程)",药学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,10,生物制药技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,12,现代农业技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,16,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,17,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123301,徐州生物工程职业技术学院01,中危混合组,18,生态环境修复技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州生物工程职业技术学院,历史,专科批,123302,徐州生物工程职业技术学院02,中危混合组,24,环境工程技术(与徐州工程学院分段培养项目)(泉山校区),资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
厦门海洋职业技术学院,物理,专科批,241701,厦门海洋职业技术学院01,未标风险,01,水产养殖技术(翔安校区),农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏航运职业技术学院,历史,专科批,131101,江苏航运职业技术学院01,大杂组,03,"船舶电子电气技术(报考该专业有色觉要求,具体请查阅院校招生章程)",航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
扬州工业职业技术学院,物理,专科批,139203,扬州工业职业技术学院03,整体偏冷组,28,分析检验技术(与常州大学分段培养项目),生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
扬州工业职业技术学院,物理,专科批,139204,扬州工业职业技术学院04,中危混合组,30,石油化工技术(与徐州工程学院分段培养项目),生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州工业职业技术学院,物理,专科批,139205,扬州工业职业技术学院05,中危混合组,32,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州工业职业技术学院,物理,专科批,139205,扬州工业职业技术学院05,中危混合组,33,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州工业职业技术学院,物理,专科批,139205,扬州工业职业技术学院05,中危混合组,34,石油化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州工业职业技术学院,物理,专科批,139205,扬州工业职业技术学院05,中危混合组,35,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
扬州工业职业技术学院,物理,专科批,139205,扬州工业职业技术学院05,中危混合组,37,建筑消防技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
武汉航海职业技术学院,物理,提前专科批,523303,武汉航海职业技术学院03,未标风险,07,"航海技术(报考该专业有色觉等要求,具体请查阅院校招生章程)",航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉航海职业技术学院,物理,提前专科批,523303,武汉航海职业技术学院03,未标风险,08,"轮机工程技术(报考该专业有色觉等要求,具体请查阅院校招生章程)",航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
河南交通职业技术学院,物理,提前专科批,516601,河南交通职业技术学院01,未标风险,01,电子信息工程技术(只招男生)(郑东校区)(陆军),电子信息类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
河南交通职业技术学院,物理,提前专科批,516601,河南交通职业技术学院01,未标风险,02,汽车检测与维修技术(只招男生)(航海校区)(陆军),汽车制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
河南交通职业技术学院,物理,提前专科批,516601,河南交通职业技术学院01,未标风险,03,汽车检测与维修技术(只招男生)(航海校区)(空军),汽车制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉交通职业学院,历史,提前专科批,523601,武汉交通职业学院01,未标风险,01,机电一体化技术(只招男生)(陆军),电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉交通职业学院,历史,提前专科批,523601,武汉交通职业学院01,未标风险,02,现代物流管理(只招男生)(联勤保障部队),财经商贸类,财经商贸大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉交通职业学院,历史,提前专科批,523602,武汉交通职业学院02,未标风险,03,航海技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
浙江交通职业技术学院,物理,提前专科批,224701,浙江交通职业技术学院01,未标风险,01,轮机工程技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
浙江交通职业技术学院,物理,提前专科批,224701,浙江交通职业技术学院01,未标风险,02,智能控制技术(水面舰艇人员合格)(只招男生)(海军),电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
浙江交通职业技术学院,物理,提前专科批,224701,浙江交通职业技术学院01,未标风险,03,航海技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
浙江交通职业技术学院,物理,提前专科批,224701,浙江交通职业技术学院01,未标风险,04,轮机工程技术(水面舰艇人员合格)(只招男生)(陆军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海中侨职业技术大学,物理,专科批,802905,上海中侨职业技术大学05,中危混合组,27,生物制药技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
新疆能源铁道职业技术大学,物理,专科批,753903,新疆能源铁道职业技术大学03,中危混合组,13,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州工业职业技术学院,历史,专科批,123101,徐州工业职业技术学院01,中危混合组,11,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州工业职业技术学院,历史,专科批,123101,徐州工业职业技术学院01,中危混合组,13,生物制药技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州工业职业技术学院,历史,专科批,123101,徐州工业职业技术学院01,中危混合组,21,建筑装饰工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州工业职业技术学院,历史,专科批,123101,徐州工业职业技术学院01,中危混合组,23,无人机测绘技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
徐州工业职业技术学院,历史,专科批,123101,徐州工业职业技术学院01,中危混合组,24,智慧建筑运维管理,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏航运职业技术学院,历史,提前专科批,131101,江苏航运职业技术学院01,大杂组,01,"航海技术(报考该专业有色觉要求,具体请查阅院校招生章程)",航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏航运职业技术学院,历史,提前专科批,131101,江苏航运职业技术学院01,大杂组,02,"轮机工程技术(报考该专业有色觉要求,具体请查阅院校招生章程)",航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
泰山职业技术学院,物理,提前专科批,271703,泰山职业技术学院03,未标风险,03,机电一体化技术(水面舰艇人员合格)(只招男生)(海军),电气自动化类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
泰山职业技术学院,物理,提前专科批,271704,泰山职业技术学院04,未标风险,04,计算机应用技术(只招男生)(军事航天部队),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南通卫生健康职业学院,历史,专科批,131601,南通卫生健康职业学院01,中危混合组,13,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,01,化妆品技术(崇川校区),生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,03,服装设计与工艺(崇川校区),文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,17,智慧健康养老服务与管理(崇川校区),公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,18,"建筑室内设计(第一学年在海门校区学习,第二、三学年在崇川校区学习)",土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,19,"现代家用纺织品设计(第一学年在海门校区学习,第二、三学年在崇川校区学习)",文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,21,无人机测绘技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,22,建筑工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,23,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏工程职业技术学院,历史,专科批,131201,江苏工程职业技术学院01,中危混合组,24,道路与桥梁工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
威海职业学院,物理,提前专科批,268603,威海职业学院03,未标风险,06,轮机工程技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
威海职业学院,物理,提前专科批,268604,威海职业学院04,未标风险,07,计算机应用技术(只招男生)(武警部队),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖北交通职业技术学院,物理,提前专科批,524605,湖北交通职业技术学院05,未标风险,08,汽车检测与维修技术(只招男生)(空军),汽车制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖北交通职业技术学院,物理,提前专科批,524605,湖北交通职业技术学院05,未标风险,09,智能工程机械运用技术(只招男生)(空军),机械设计制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖北交通职业技术学院,物理,提前专科批,524606,湖北交通职业技术学院06,未标风险,10,船舶电子电气技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉航海职业技术学院,物理,专科批,523302,武汉航海职业技术学院02,未标风险,05,"民航运输服务(报考该专业有色觉等要求,具体请查阅院校招生章程)",航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
重庆水利电力职业技术学院,历史,专科批,623701,重庆水利电力职业技术学院01,未标风险,01,水利水电建筑工程,土木建筑类,土木建筑大类,专科就业或接受度需谨慎核对
湖南汽车工程职业大学,物理,提前专科批,536202,湖南汽车工程职业大学02,未标风险,03,汽车检测与维修技术[陆战队员(特种作战部队条件兵)合格](只招男生)(海军),汽车制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
湖南汽车工程职业大学,物理,提前专科批,536202,湖南汽车工程职业大学02,未标风险,04,计算机网络技术(只招男生)(火箭军),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
苏州健雄职业技术学院,物理,专科批,127905,苏州健雄职业技术学院05,中危混合组,34,分析检验技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州健雄职业技术学院,物理,专科批,127905,苏州健雄职业技术学院05,中危混合组,44,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
苏州健雄职业技术学院,物理,专科批,127905,苏州健雄职业技术学院05,中危混合组,47,人力资源管理,公共管理服务类,公共管理与服务大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
武汉船舶职业技术学院,物理,提前专科批,522703,武汉船舶职业技术学院03,未标风险,13,轮机工程技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
武汉船舶职业技术学院,物理,提前专科批,522703,武汉船舶职业技术学院03,未标风险,14,船舶电子电气技术(水面舰艇人员合格)(只招男生)(武警部队),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
南通职业大学,物理,专科批,131003,南通职业大学03,中危混合组,42,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
