sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
1005,9930,110509+73,物理,本科批,河海大学,110509,73,"土木工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)(中外合作办学)",33,594,39621,589,39110,594,36407,same-row only
