院校,科类,专业组,院校专业组代码,专业代码,专业名称,原专业类,原专业大类,目录专业,新专业类,新专业大类,匹配方式
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,28,新能源汽车技术,汽车制造类,装备制造大类,新能源汽车技术,汽车制造类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,29,汽车制造与试验技术,机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,30,机械制造及自动化,电气自动化类,装备制造大类,机械制造及自动化,机械设计制造类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,31,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,32,现代农业装备应用技术,农林牧渔类,农林牧渔大类,现代农业装备应用技术,农业类,农林牧渔大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,33,电气自动化技术,电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,34,设施农业与装备,农林牧渔类,农林牧渔大类,设施农业与装备,农业类,农林牧渔大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,35,智慧农业技术与装备,农林牧渔类,农林牧渔大类,智慧农业技术与装备,农业类,农林牧渔大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,36,无人机应用技术,航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,37,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,38,云计算技术应用,计算机类,电子与信息大类,云计算技术应用,计算机类,电子与信息大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,39,数字媒体技术,计算机类,电子与信息大类,数字媒体技术,计算机类,电子与信息大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,40,人工智能数据工程技术,计算机类,电子与信息大类,人工智能数据工程技术,计算机类,电子与信息大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院03,141103,41,智能机器人技术,其他专业类,其他,智能机器人技术,自动化类,装备制造大类,exact
江苏农林职业技术学院,历史,江苏农林职业技术学院04,141104,42,园林工程技术(中外合作办学),土木建筑类,土木建筑大类,园林工程技术,建筑设计类,土木建筑大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,05,石油化工技术(西固西校区),生物化工类,生物与化工大类,石油化工技术,化工技术类,生物与化工大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,06,石油炼制技术(西固西校区),其他专业类,其他,石油炼制技术,化工技术类,生物与化工大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,07,精细化工技术(西固西校区),生物化工类,生物与化工大类,精细化工技术,化工技术类,生物与化工大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,08,化工装备技术(西固东校区),生物化工类,生物与化工大类,化工装备技术,化工技术类,生物与化工大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,09,电气自动化技术(西固东校区),电气自动化类,装备制造大类,电气自动化技术,自动化类,装备制造大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,10,计算机应用技术(过程控制)(兰州新区校区),计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,11,发电厂及电力系统(兰州新区校区),能源动力与材料类,能源动力与材料大类,发电厂及电力系统,电力技术类,能源动力与材料大类,exact
兰州石化职业技术大学,物理,兰州石化职业技术大学04,722204,12,热能动力工程技术(兰州新区校区),能源动力与材料类,能源动力与材料大类,热能动力工程技术,热能与发电工程类,能源动力与材料大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,05,高速铁路施工与维护,铁道运输类,交通运输大类,高速铁路施工与维护,铁道运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,06,铁道交通运营管理(北宁校区),铁道运输类,交通运输大类,铁道交通运营管理,铁道运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,07,集装箱运输管理(北宁校区),其他专业类,其他,集装箱运输管理,水上运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,08,铁道信号自动控制,铁道运输类,交通运输大类,铁道信号自动控制,铁道运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,09,铁道机车运用与维护,铁道运输类,交通运输大类,铁道机车运用与维护,铁道运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,10,动车组检修技术,铁道运输类,交通运输大类,动车组检修技术,铁道运输类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,11,智能建造技术,其他专业类,其他,智能建造技术,土建施工类,土木建筑大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,12,城市轨道车辆应用技术(南校区),铁道运输类,交通运输大类,城市轨道车辆应用技术,城市轨道交通类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,13,城市轨道交通运营管理(南校区),铁道运输类,交通运输大类,城市轨道交通运营管理,城市轨道交通类,交通运输大类,exact
天津铁道职业技术学院,物理,天津铁道职业技术学院02,323802,14,铁道机车车辆制造与维护,铁道运输类,交通运输大类,铁道机车车辆制造与维护,轨道装备类,装备制造大类,exact
四川水利职业技术学院,物理,四川水利职业技术学院02,619002,03,水产养殖技术,农林牧渔类,农林牧渔大类,水产养殖技术,渔业类,农林牧渔大类,exact
四川水利职业技术学院,物理,四川水利职业技术学院02,619002,04,机电一体化技术,电气自动化类,装备制造大类,机电一体化技术,自动化类,装备制造大类,exact
湖南工业职业技术学院,物理,湖南工业职业技术学院02,531902,03,机械装备制造技术,机械设计制造类,装备制造大类,机械装备制造技术,机械设计制造类,装备制造大类,exact
湖南工业职业技术学院,物理,湖南工业职业技术学院02,531902,04,工业机器人技术,电气自动化类,装备制造大类,工业机器人技术,自动化类,装备制造大类,exact
湖南国防工业职业技术学院,历史,湖南国防工业职业技术学院01,536701,01,应用电子技术(只招男生)(火箭军),电子信息类,电子与信息大类,应用电子技术,电子信息类,电子与信息大类,exact
湖南国防工业职业技术学院,历史,湖南国防工业职业技术学院01,536701,02,机械设计与制造(只招男生)(陆军),机械设计制造类,装备制造大类,机械设计与制造,机械设计制造类,装备制造大类,exact
湖南国防工业职业技术学院,历史,湖南国防工业职业技术学院01,536701,03,汽车制造与试验技术(只招男生)(陆军),机械设计制造类,装备制造大类,汽车制造与试验技术,汽车制造类,装备制造大类,exact
湖南国防工业职业技术学院,历史,湖南国防工业职业技术学院01,536701,04,无人机应用技术(只招男生)(陆军),航空运输类,交通运输大类,无人机应用技术,航空装备类,装备制造大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,01,护理,护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,02,助产,护理医学类,医药卫生大类,助产,护理类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,03,医学美容技术,其他专业类,其他,医学美容技术,医学技术类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,04,老年保健与管理,其他专业类,其他,老年保健与管理,健康管理与促进类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,05,预防医学,其他专业类,其他,预防医学,公共卫生与卫生管理类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,06,医学检验技术,护理医学类,医药卫生大类,医学检验技术,医学技术类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,07,医学影像技术,护理医学类,医药卫生大类,医学影像技术,医学技术类,医药卫生大类,exact
江苏护理职业学院,历史,江苏护理职业学院01,135301,08,口腔医学技术,护理医学类,医药卫生大类,口腔医学技术,医学技术类,医药卫生大类,exact
