sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
4126,12612,140133+B2,物理,本科批,江苏大学,140133,B2,"新能源科学与工程(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚新南威尔士大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",30,533,115116,546,84718,543,82963,same-row only
4127,12613,140133+B3,物理,本科批,江苏大学,140133,B3,"车辆工程(中美学分互认联合培养项目)(第三至第七学期赴美国北亚利桑那大学学习,赴美学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,514,142069,542,89636,539,86937,same-row only
4128,12614,140133+B4,物理,本科批,江苏大学,140133,B4,"材料科学与工程(中英学分互认联合培养项目)(第三、四学年赴英国拉夫堡大学学习,赴英学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年或两年半攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)",20,512,144773,,,,,same-row only
4129,1460,140201+01,历史,本科批,江苏科技大学,140201,01,英语(只招英语考生)(镇江校区),63,562,18006,550,17924,542,20768,same-row only
4130,1461,140201+02,历史,本科批,江苏科技大学,140201,02,俄语(只招英语或俄语考生)(镇江校区),4,562,18006,550,17924,543,20329,same-row only
4131,1462,140201+03,历史,本科批,江苏科技大学,140201,03,公共事业管理(镇江校区),30,562,18006,551,17539,543,20329,same-row only
4132,1463,140201+04,历史,本科批,江苏科技大学,140201,04,会计学(镇江校区),28,570,14851,557,15275,547,18776,same-row only
4133,1464,140201+05,历史,本科批,江苏科技大学,140201,05,物流管理(镇江校区),2,570,14851,556,15654,546,19168,same-row only
4134,1466,140202+06,历史,本科批,江苏科技大学,140202,06,工商管理(张家港校区),65,560,18814,546,19544,536,23287,same-row only
4135,1467,140202+07,历史,本科批,江苏科技大学,140202,07,国际经济与贸易(张家港校区),65,559,19225,545,19984,536,23287,same-row only
4136,1469,140203+08,历史,本科批,江苏科技大学,140203,08,"工商管理(与澳大利亚乐卓博大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",70,550,23248,529,26806,521,29997,same-row only
4137,12617,140204+09,物理,本科批,江苏科技大学,140204,09,管理科学与工程类(信息管理与信息系统、大数据管理与应用)(镇江校区),45,558,81014,557,71600,556,70201,same-row only
4138,12618,140204+10,物理,本科批,江苏科技大学,140204,10,英语(只招英语考生)(镇江校区),5,564,73285,554,75080,559,67392,same-row only
4139,12619,140204+11,物理,本科批,江苏科技大学,140204,11,俄语(只招英语或俄语考生)(镇江校区),2,556,83618,553,76276,,,same-row only
4140,12620,140204+12,物理,本科批,江苏科技大学,140204,12,工程管理(镇江校区),38,556,83618,552,77481,556,70201,same-row only
4141,12621,140204+13,物理,本科批,江苏科技大学,140204,13,金融工程(镇江校区),33,556,83618,552,77481,560,66452,same-row only
4142,12622,140204+14,物理,本科批,江苏科技大学,140204,14,工业工程(镇江校区),22,568,68339,561,67048,556,70201,same-row only
4143,12623,140204+15,物理,本科批,江苏科技大学,140204,15,公共事业管理(镇江校区),4,557,82293,556,72744,,,same-row only
4144,12624,140204+16,物理,本科批,江苏科技大学,140204,16,会计学(镇江校区),4,569,67134,573,54264,573,54146,same-row only
4145,12625,140204+17,物理,本科批,江苏科技大学,140204,17,物流管理(镇江校区),15,556,83618,552,77481,557,69274,same-row only
4146,12627,140205+18,物理,本科批,江苏科技大学,140205,18,"工商管理(与澳大利亚乐卓博大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",17,546,96974,535,98547,532,94094,same-row only
4147,12629,140206+19,物理,本科批,江苏科技大学,140206,19,"大数据管理与应用(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚阿德莱德大学学习,赴澳学费另算)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中外大学制订的联合培养方案赴国外合作大学学习两年攻读学位。项目学生中方学费同其他普通专业学生,外方学费由外方另行收取。本项目不招收无出国意愿的考生)(高校中外学分互认联合培养项目)(镇江校区)",40,,,,,,,same-row only
4148,12631,140207+20,物理,本科批,江苏科技大学,140207,20,工商管理(张家港校区),15,558,81014,555,73919,552,74112,same-row only
4149,12632,140207+21,物理,本科批,江苏科技大学,140207,21,国际经济与贸易(张家港校区),15,557,82293,554,75080,552,74112,same-row only
4150,12634,140208+22,物理,本科批,江苏科技大学,140208,22,船舶与海洋工程(镇江校区),146,582,51946,573,54264,571,56021,same-row only
4151,12635,140208+23,物理,本科批,江苏科技大学,140208,23,海洋工程与技术(镇江校区),27,581,52997,573,54264,571,56021,same-row only
4152,12636,140208+24,物理,本科批,江苏科技大学,140208,24,电子信息类(电子信息工程、电子信息科学与技术、通信工程)(镇江校区),320,577,57592,570,57399,569,57929,same-row only
4153,12637,140208+25,物理,本科批,江苏科技大学,140208,25,水声工程(镇江校区),36,580,54120,570,57399,569,57929,same-row only
4154,12638,140208+26,物理,本科批,江苏科技大学,140208,26,海洋信息工程(镇江校区),46,576,58765,570,57399,569,57929,same-row only
4155,12639,140208+27,物理,本科批,江苏科技大学,140208,27,机械类(机械设计制造及其自动化、机械电子工程、智能制造工程)(镇江校区),191,577,57592,569,58418,564,62693,same-row only
4156,12640,140208+28,物理,本科批,江苏科技大学,140208,28,电气工程及其自动化(镇江校区),116,582,51946,576,51191,575,52350,same-row only
4157,12641,140208+29,物理,本科批,江苏科技大学,140208,29,自动化(镇江校区),112,580,54120,573,54264,572,55138,same-row only
4158,12643,140209+30,物理,本科批,江苏科技大学,140209,30,计算机科学与技术(镇江校区),155,577,57592,569,58418,574,53221,same-row only
4159,12644,140209+31,物理,本科批,江苏科技大学,140209,31,信息安全(镇江校区),74,574,61030,569,58418,574,53221,same-row only
4160,12645,140209+32,物理,本科批,江苏科技大学,140209,32,人工智能(镇江校区),85,574,61030,568,59523,571,56021,same-row only
4161,12646,140209+33,物理,本科批,江苏科技大学,140209,33,软件工程(镇江校区),93,575,59906,569,58418,573,54146,same-row only
4162,12647,140209+34,物理,本科批,江苏科技大学,140209,34,智能感知工程(镇江校区),41,574,61030,567,60585,559,67392,same-row only
4163,12648,140209+35,物理,本科批,江苏科技大学,140209,35,光电信息科学与工程(镇江校区),64,574,61030,568,59523,568,58808,same-row only
4164,12649,140209+36,物理,本科批,江苏科技大学,140209,36,能源动力类(能源与动力工程、新能源科学与工程)(镇江校区),111,575,59906,570,57399,566,60725,same-row only
4165,12651,140210+37,物理,本科批,江苏科技大学,140210,37,信息与计算科学(镇江校区),40,564,73285,553,76276,566,60725,same-row only
4166,12652,140210+38,物理,本科批,江苏科技大学,140210,38,工程力学(镇江校区),32,561,77094,543,88415,556,70201,same-row only
4167,12653,140210+39,物理,本科批,江苏科技大学,140210,39,港口航道与海岸工程(镇江校区),29,561,77094,543,88415,556,70201,same-row only
4168,12654,140210+40,物理,本科批,江苏科技大学,140210,40,工业设计(镇江校区),18,561,77094,540,92181,556,70201,same-row only
4169,12655,140210+41,物理,本科批,江苏科技大学,140210,41,应用物理学(镇江校区),31,561,77094,542,89636,557,69274,same-row only
4170,12656,140210+42,物理,本科批,江苏科技大学,140210,42,轮机工程(镇江校区),72,563,74583,545,86000,541,84968,same-row only
4171,12657,140210+43,物理,本科批,江苏科技大学,140210,43,数据科学(镇江校区),48,,,,,,,same-row only
4172,12659,140211+44,物理,本科批,江苏科技大学,140211,44,焊接技术与工程(镇江校区),83,565,72123,542,89636,556,70201,same-row only
4173,12660,140211+45,物理,本科批,江苏科技大学,140211,45,金属材料工程(镇江校区),47,560,78397,542,89636,556,70201,same-row only
4174,12661,140211+46,物理,本科批,江苏科技大学,140211,46,高分子材料与工程(镇江校区),43,559,79712,542,89636,556,70201,same-row only
4175,12662,140211+47,物理,本科批,江苏科技大学,140211,47,食品科学与工程类(食品质量与安全、食品科学与工程)(镇江校区),88,556,83618,540,92181,545,80935,same-row only
4176,12663,140211+48,物理,本科批,江苏科技大学,140211,48,粮食工程(镇江校区),22,556,83618,540,92181,545,80935,same-row only
4177,12664,140211+49,物理,本科批,江苏科技大学,140211,49,新能源材料与器件(镇江校区),43,565,72123,556,72744,561,65452,same-row only
4178,12665,140211+50,物理,本科批,江苏科技大学,140211,50,能源化学工程(镇江校区),39,559,79712,549,81094,541,84968,same-row only
4179,12666,140211+51,物理,本科批,江苏科技大学,140211,51,材料成型及控制工程(镇江校区),31,561,77094,549,81094,552,74112,same-row only
4180,12667,140211+52,物理,本科批,江苏科技大学,140211,52,电子封装技术(镇江校区),30,568,68339,559,69270,562,64501,same-row only
4181,12668,140211+53,物理,本科批,江苏科技大学,140211,53,应用化学(镇江校区),21,557,82293,546,84718,547,78999,same-row only
4182,12669,140211+54,物理,本科批,江苏科技大学,140211,54,生物工程(镇江校区),31,556,83618,542,89636,559,67392,same-row only
4183,12670,140211+55,物理,本科批,江苏科技大学,140211,55,生物技术(镇江校区),24,556,83618,541,90894,547,78999,same-row only
4184,12671,140211+56,物理,本科批,江苏科技大学,140211,56,环境工程(镇江校区),20,556,83618,542,89636,542,83978,same-row only
4185,12673,140212+57,物理,本科批,江苏科技大学,140212,57,机器人工程(张家港校区),110,565,72123,560,68149,555,71148,same-row only
4186,12674,140212+58,物理,本科批,江苏科技大学,140212,58,软件工程(张家港校区),160,564,73285,562,65950,557,69274,same-row only
4187,12675,140212+59,物理,本科批,江苏科技大学,140212,59,新能源汽车工程(张家港校区),110,562,75838,559,69270,555,71148,same-row only
4188,12676,140212+60,物理,本科批,江苏科技大学,140212,60,冶金工程(张家港校区),200,556,83618,554,75080,531,95098,same-row only
4189,12677,140212+61,物理,本科批,江苏科技大学,140212,61,智能装备与系统(张家港校区),210,559,79712,557,71600,554,72168,same-row only
4190,12678,140212+62,物理,本科批,江苏科技大学,140212,62,机械工程(张家港校区),130,561,77094,557,71600,,,same-row only
4191,12679,140212+63,物理,本科批,江苏科技大学,140212,63,增材制造工程(张家港校区),180,557,82293,554,75080,,,same-row only
4192,12681,140213+64,物理,本科批,江苏科技大学,140213,64,"船舶与海洋工程(与乌克兰马卡洛夫国立造船大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",35,568,68339,551,78656,543,82963,same-row only
4193,12683,140214+65,物理,本科批,江苏科技大学,140214,65,"光电信息科学与工程(以下专业与俄罗斯国家研究型莫尔多瓦国立大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",70,,,,,,,same-row only
4194,12684,140214+66,物理,本科批,江苏科技大学,140214,66,"电子信息科学与技术(以下专业与俄罗斯国家研究型莫尔多瓦国立大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",70,,,,,,,same-row only
4195,12685,140214+67,物理,本科批,江苏科技大学,140214,67,"能源与动力工程(以下专业与俄罗斯国家研究型莫尔多瓦国立大学合作办学,四年均在江苏科技大学学习)(中外合作办学)(镇江校区)",70,,,,,,,same-row only
4196,1472,142101+01,历史,本科批,泰州学院,142101,01,汉语言文学(师范),84,540,27905,527,27733,526,27627,same-row only
4197,1473,142101+02,历史,本科批,泰州学院,142101,02,知识产权,25,539,28409,527,27733,522,29523,same-row only
4198,1474,142101+03,历史,本科批,泰州学院,142101,03,网络与新媒体,25,534,30733,520,30978,516,32408,same-row only
4199,1475,142101+04,历史,本科批,泰州学院,142101,04,秘书学,48,533,31201,520,30978,514,33398,same-row only
4200,1476,142101+05,历史,本科批,泰州学院,142101,05,英语(只招英语考生)(师范),15,535,30302,520,30978,513,33879,same-row only
4201,1477,142101+06,历史,本科批,泰州学院,142101,06,商务英语(只招英语考生),25,533,31201,519,31429,512,34383,same-row only
4202,1478,142101+07,历史,本科批,泰州学院,142101,07,物流管理,12,534,30733,519,31429,512,34383,same-row only
