school,subject,batch,groupCode,groupName,majorCode,majorName,majorClass,riskCategory,plan26,reason
南通理工学院,物理,本科批,192803,南通理工学院03,40,安全工程,安全科学与工程类,低接受度远缘方向,93,二梯队宽口径主体组中夹入低接受度远缘方向
南通理工学院,物理,本科批,192803,南通理工学院03,42,化工安全工程,化工与制药类,低接受度远缘方向,80,二梯队宽口径主体组中夹入低接受度远缘方向
复旦大学,物理,提前本科批,210105,复旦大学05,21,生物科学类,生物科学类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
复旦大学,物理,提前本科批,210105,复旦大学05,22,高分子材料与工程,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
复旦大学,物理,提前本科批,210105,复旦大学05,23,环境科学,环境科学与工程类,低接受度远缘方向,5,二梯队宽口径主体组中夹入低接受度远缘方向
复旦大学,物理,提前本科批,210105,复旦大学05,28,工科试验班,工科试验班类,材料化工生化类,8,二梯队宽口径主体组中夹入材料化工生化类
复旦大学,物理,提前本科批,210105,复旦大学05,29,工科试验班,工科试验班类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
上海交通大学,物理,提前本科批,210304,上海交通大学04,08,工科试验班类,工科试验班类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
上海交通大学,物理,本科批,210306,上海交通大学06,20,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
上海交通大学,物理,本科批,210306,上海交通大学06,21,生物科学类,生物科学类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
华东理工大学,物理,提前本科批,210402,华东理工大学02,11,化学工程与工艺,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
华东理工大学,物理,提前本科批,210402,华东理工大学02,12,资源循环科学与工程,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
华东理工大学,物理,提前本科批,210402,华东理工大学02,14,生物工程,生物工程类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
华东理工大学,物理,提前本科批,210402,华东理工大学02,15,食品科学与工程,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
华东理工大学,物理,提前本科批,210402,华东理工大学02,16,高分子材料与工程,材料类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
