school,subject,batch,groupCode,groupName,majorCode,majorName,majorClass,riskCategory,plan26,reason
大连海洋大学,物理,本科批,413701,大连海洋大学01,02,港口航道与海岸工程,水利类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
大连海洋大学,物理,本科批,413701,大连海洋大学01,03,水生动物医学,水产类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
大连海洋大学,物理,本科批,413701,大连海洋大学01,04,生物育种技术,植物生产类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
大连交通大学,物理,本科批,413904,大连交通大学04,10,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
大连交通大学,物理,本科批,413904,大连交通大学04,11,能源化学工程,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
大连交通大学,物理,本科批,413904,大连交通大学04,14,土木工程,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
大连交通大学,物理,本科批,413904,大连交通大学04,15,环境工程,环境科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
大连交通大学,物理,本科批,413904,大连交通大学04,16,安全工程,安全科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
辽宁工程技术大学,物理,本科批,416101,辽宁工程技术大学01,01,测绘工程,测绘类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
辽宁工程技术大学,物理,本科批,416101,辽宁工程技术大学01,06,金属材料工程,材料类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
大连理工大学(盘锦校区),物理,本科批,416203,大连理工大学(盘锦校区)03,09,应用化学,化学类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
大连理工大学(盘锦校区),物理,本科批,416203,大连理工大学(盘锦校区)03,11,环境生态工程,环境科学与工程类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
辽宁科技大学,物理,本科批,417104,辽宁科技大学04,05,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
辽宁科技大学,物理,本科批,417104,辽宁科技大学04,07,无机非金属材料工程,材料类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
辽宁科技大学,物理,本科批,417104,辽宁科技大学04,08,冶金工程,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
辽宁石油化工大学,物理,本科批,418101,辽宁石油化工大学01,03,高分子材料与工程,材料类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
辽宁石油化工大学,物理,本科批,418101,辽宁石油化工大学01,05,海洋油气工程,矿业类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
辽宁石油化工大学,物理,本科批,418101,辽宁石油化工大学01,06,化学工程与工艺,化工与制药类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
辽宁石油化工大学,物理,本科批,418101,辽宁石油化工大学01,07,油气储运工程,矿业类,测绘地质类,1,二梯队宽口径主体组中夹入测绘地质类
吉林大学,物理,本科批,420117,吉林大学17,50,材料类,材料类,材料化工生化类,8,二梯队宽口径主体组中夹入材料化工生化类
吉林大学,物理,本科批,420117,吉林大学17,56,环境科学与工程类,环境科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
吉林大学,物理,本科批,420117,吉林大学17,57,食品科学与工程类,食品科学与工程类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
东北师范大学,物理,本科批,420210,东北师范大学10,12,物理学类,物理学类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
长春理工大学,物理,本科批,420804,长春理工大学04,28,材料化学,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春理工大学,物理,本科批,420804,长春理工大学04,29,功能材料,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春理工大学,物理,本科批,420804,长春理工大学04,30,新能源材料与器件,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春理工大学,物理,本科批,420804,长春理工大学04,32,应用化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春理工大学,物理,本科批,420804,长春理工大学04,33,化学工程与工艺,化工与制药类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
长春工程学院,物理,本科批,420906,长春工程学院06,15,宝石及材料工艺学,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春工程学院,物理,本科批,420906,长春工程学院06,17,测绘工程,测绘类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
长春工程学院,物理,本科批,420906,长春工程学院06,18,焊接技术与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
长春工程学院,物理,本科批,420906,长春工程学院06,21,安全工程,安全科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
长春工程学院,物理,本科批,420906,长春工程学院06,22,水利水电工程,水利类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
吉林工程技术师范学院,物理,本科批,421203,吉林工程技术师范学院03,09,化学工程与工业生物工程,化工与制药类,材料化工生化类,5,二梯队宽口径主体组中夹入材料化工生化类
吉林工程技术师范学院,物理,本科批,421203,吉林工程技术师范学院03,10,食品科学与工程,食品科学与工程类,低接受度远缘方向,5,二梯队宽口径主体组中夹入低接受度远缘方向
吉林农业科技学院,物理,本科批,422502,吉林农业科技学院02,06,水利水电工程,水利类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
吉林医药学院,物理,本科批,422803,吉林医药学院03,04,生物技术,生物科学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林医药学院,物理,本科批,422803,吉林医药学院03,06,食品质量与安全,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
通化师范学院,物理,本科批,423303,通化师范学院03,06,化学,化学类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,03,化学工程与工艺,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,04,油气储运工程,矿业类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
吉林化工大学,物理,本科批,423502,吉林化工大学02,05,应用化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,12,化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,13,制药工程,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,14,环境工程,环境科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
吉林化工大学,物理,本科批,423502,吉林化工大学02,15,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,16,高分子材料与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
吉林化工大学,物理,本科批,423502,吉林化工大学02,17,食品科学与工程,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
吉林工商学院,物理,本科批,423703,吉林工商学院03,16,食品科学与工程,食品科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
吉林工商学院,物理,本科批,423703,吉林工商学院03,17,粮食工程,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
吉林工商学院,物理,本科批,423703,吉林工商学院03,18,生物工程,生物工程类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
白城师范学院,物理,本科批,424107,白城师范学院07,08,生物科学,生物科学类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
白城师范学院,物理,本科批,424107,白城师范学院07,10,应用化学,化学类,材料化工生化类,5,二梯队宽口径主体组中夹入材料化工生化类
白城师范学院,物理,本科批,424107,白城师范学院07,11,生物技术,生物科学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
白城师范学院,物理,本科批,424107,白城师范学院07,13,道路桥梁与渡河工程,土木类,土木建筑类,3,二梯队宽口径主体组中夹入土木建筑类
白城师范学院,物理,本科批,424107,白城师范学院07,14,智能建造与智慧交通,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
哈尔滨工程大学,物理,本科批,430205,哈尔滨工程大学05,14,核工程与核技术,核工程类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨工程大学,物理,本科批,430221,哈尔滨工程大学21,38,材料物理,材料类,材料化工生化类,9,二梯队宽口径主体组中夹入材料化工生化类
东北林业大学,物理,本科批,430304,东北林业大学04,15,生物科学类,生物科学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
东北林业大学,物理,本科批,430304,东北林业大学04,16,合成生物学,生物工程类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工程学院,物理,本科批,430603,黑龙江工程学院03,06,测绘工程,测绘类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
黑龙江工程学院,物理,本科批,430603,黑龙江工程学院03,08,材料科学与工程,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工程学院,物理,本科批,430603,黑龙江工程学院03,09,复合材料与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工程学院,物理,本科批,430603,黑龙江工程学院03,10,功能材料,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工程学院,物理,本科批,430603,黑龙江工程学院03,12,土木类,土木类,土木建筑类,3,二梯队宽口径主体组中夹入土木建筑类
哈尔滨商业大学,物理,本科批,430704,哈尔滨商业大学04,23,包装工程,轻工类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
哈尔滨理工大学,物理,本科批,430805,哈尔滨理工大学05,20,金属材料工程,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨理工大学,物理,本科批,430805,哈尔滨理工大学05,21,高分子材料与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨理工大学,物理,本科批,430805,哈尔滨理工大学05,23,新能源材料与器件,材料类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨理工大学,物理,本科批,430805,哈尔滨理工大学05,24,材料化学,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨理工大学,物理,本科批,430805,哈尔滨理工大学05,26,化学工程与工艺,化工与制药类,材料化工生化类,6,二梯队宽口径主体组中夹入材料化工生化类
黑龙江科技大学,物理,本科批,431004,黑龙江科技大学04,18,测绘工程,测绘类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
黑龙江科技大学,物理,本科批,431004,黑龙江科技大学04,19,环境工程,环境科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
东北石油大学,物理,本科批,432102,东北石油大学02,05,化学工程与工艺,化工与制药类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
东北石油大学,物理,本科批,432102,东北石油大学02,06,环境工程,环境科学与工程类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
东北石油大学,物理,本科批,432102,东北石油大学02,08,石油工程,矿业类,测绘地质类,1,二梯队宽口径主体组中夹入测绘地质类
东北石油大学,物理,本科批,432102,东北石油大学02,09,油气储运工程,矿业类,测绘地质类,1,二梯队宽口径主体组中夹入测绘地质类
东北石油大学,物理,本科批,432102,东北石油大学02,10,资源勘查工程,地质类,测绘地质类,1,二梯队宽口径主体组中夹入测绘地质类
东北石油大学,物理,本科批,432102,东北石油大学02,14,土木工程,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
哈尔滨学院,物理,本科批,432305,哈尔滨学院05,10,建筑电气与智能化,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
哈尔滨学院,物理,本科批,432305,哈尔滨学院05,11,智能建造,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
哈尔滨学院,物理,本科批,432305,哈尔滨学院05,12,城市地下空间工程,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
哈尔滨学院,物理,本科批,432305,哈尔滨学院05,17,化学,化学类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
哈尔滨学院,物理,本科批,432305,哈尔滨学院05,18,精细化工,化工与制药类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
齐齐哈尔大学,物理,本科批,433205,齐齐哈尔大学05,14,高分子材料与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
齐齐哈尔大学,物理,本科批,433205,齐齐哈尔大学05,16,纺织工程,纺织类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
黑龙江工业学院,物理,本科批,434101,黑龙江工业学院01,07,食品质量与安全,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
黑龙江工业学院,物理,本科批,434101,黑龙江工业学院01,08,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工业学院,物理,本科批,434101,黑龙江工业学院01,09,能源化学工程,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
黑龙江工业学院,物理,本科批,434101,黑龙江工业学院01,10,矿物加工工程,矿业类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
黑龙江八一农垦大学,物理,本科批,435204,黑龙江八一农垦大学04,06,建筑环境与能源应用工程,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
延边大学,物理,本科批,437104,延边大学04,09,环境科学,环境科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
郑州大学,物理,本科批,510107,郑州大学07,17,材料类,材料类,材料化工生化类,5,二梯队宽口径主体组中夹入材料化工生化类
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,01,水利水电工程,水利类,低接受度远缘方向,5,二梯队宽口径主体组中夹入低接受度远缘方向
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,02,港口航道与海岸工程,水利类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,03,水务工程,水利类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,05,土木工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,09,建筑环境与能源应用工程,土木类,土木建筑类,5,二梯队宽口径主体组中夹入土木建筑类
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,10,给排水科学与工程,土木类,土木建筑类,5,二梯队宽口径主体组中夹入土木建筑类
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,11,生态修复学,自然保护与环境生态类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
华北水利水电大学,物理,本科批,510201,华北水利水电大学01,14,人文地理与城乡规划,地理科学类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
河南工业大学,物理,本科批,510407,河南工业大学07,41,道路桥梁与渡河工程,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
河南工业大学,物理,本科批,510407,河南工业大学07,43,建筑环境与能源应用工程,土木类,土木建筑类,1,二梯队宽口径主体组中夹入土木建筑类
河南工业大学,物理,本科批,510407,河南工业大学07,45,土木工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
河南工业大学,物理,本科批,510407,河南工业大学07,48,智能建造,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,15,食品科学与工程,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,16,食品质量与安全,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,17,食品营养与健康,食品科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,18,生物工程,生物工程类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,19,生物技术,生物科学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,20,食品科学与工程,食品科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,21,烟草,植物生产类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,22,香料香精技术与工程,轻工类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,23,应用化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,24,化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,25,化妆品技术与工程,轻工类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,36,建筑环境与能源应用工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
郑州轻工业大学,物理,本科批,510602,郑州轻工业大学02,37,安全工程,安全科学与工程类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
河南工程学院,物理,本科批,512204,河南工程学院04,16,化学工程与工艺,化工与制药类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
河南工程学院,物理,本科批,512204,河南工程学院04,17,纺织工程,纺织类,低接受度远缘方向,14,二梯队宽口径主体组中夹入低接受度远缘方向
河南工程学院,物理,本科批,512204,河南工程学院04,18,非织造材料与工程,纺织类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
河南工程学院,物理,本科批,512204,河南工程学院04,19,轻化工程,轻工类,低接受度远缘方向,6,二梯队宽口径主体组中夹入低接受度远缘方向
河南工程学院,物理,本科批,512204,河南工程学院04,20,高分子材料与工程,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
河南工程学院,物理,本科批,512204,河南工程学院04,21,新能源材料与器件,材料类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
周口师范学院,物理,本科批,512503,周口师范学院03,11,材料化学,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
周口师范学院,物理,本科批,512503,周口师范学院03,13,化学,化学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
周口师范学院,物理,本科批,512503,周口师范学院03,17,生物制药,生物工程类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,08,高分子材料与工程,材料类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,19,建筑环境与能源应用工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,20,给排水科学与工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,21,智能建造,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,23,环境工程,环境科学与工程类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,24,能源化学工程,化工与制药类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
洛阳理工学院,物理,本科批,513102,洛阳理工学院02,25,应用化学,化学类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
河南科技大学,物理,本科批,513205,河南科技大学05,10,材料类,材料类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
河南科技大学,物理,本科批,513205,河南科技大学05,12,建筑环境与能源应用工程,土木类,土木建筑类,4,二梯队宽口径主体组中夹入土木建筑类
河南理工大学,物理,本科批,515105,河南理工大学05,11,土木工程,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
河南理工大学,物理,本科批,515105,河南理工大学05,12,土木工程,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
河南理工大学,物理,本科批,515107,河南理工大学07,16,安全工程,安全科学与工程类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
河南师范大学,物理,本科批,515302,河南师范大学02,03,生态学,生物科学类,低接受度远缘方向,5,二梯队宽口径主体组中夹入低接受度远缘方向
河南师范大学,物理,本科批,515302,河南师范大学02,04,水产养殖学,水产类,低接受度远缘方向,5,二梯队宽口径主体组中夹入低接受度远缘方向
河南师范大学,物理,本科批,515302,河南师范大学02,07,智能材料与结构,材料类,材料化工生化类,5,二梯队宽口径主体组中夹入材料化工生化类
安阳工学院,物理,本科批,516103,安阳工学院03,06,城乡规划,建筑类,土木建筑类,3,二梯队宽口径主体组中夹入土木建筑类
新乡学院,物理,本科批,517304,新乡学院04,07,制药工程,化工与制药类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
新乡学院,物理,本科批,517304,新乡学院04,10,生物技术,生物科学类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
新乡学院,物理,本科批,517304,新乡学院04,11,食品科学与工程,食品科学与工程类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
新乡学院,物理,本科批,517304,新乡学院04,12,酿酒工程,食品科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
新乡学院,物理,本科批,517304,新乡学院04,14,化学工程与工艺,化工与制药类,材料化工生化类,4,二梯队宽口径主体组中夹入材料化工生化类
新乡学院,物理,本科批,517304,新乡学院04,16,智能建造,土木类,土木建筑类,3,二梯队宽口径主体组中夹入土木建筑类
商丘师范学院,物理,本科批,519804,商丘师范学院04,26,化学,化学类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
商丘师范学院,物理,本科批,519804,商丘师范学院04,27,材料科学与工程,材料类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
商丘师范学院,物理,本科批,519804,商丘师范学院04,28,材料科学与工程,材料类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
商丘师范学院,物理,本科批,519804,商丘师范学院04,29,新能源材料与器件,材料类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
商丘师范学院,物理,本科批,519804,商丘师范学院04,31,生物科学,生物科学类,材料化工生化类,2,二梯队宽口径主体组中夹入材料化工生化类
商丘师范学院,物理,本科批,519804,商丘师范学院04,32,动物科学,动物生产类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
商丘师范学院,物理,本科批,519804,商丘师范学院04,33,测绘工程,测绘类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
商丘师范学院,物理,本科批,519804,商丘师范学院04,36,建筑电气与智能化,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
商丘师范学院,物理,本科批,519804,商丘师范学院04,37,智能建造,土木类,土木建筑类,2,二梯队宽口径主体组中夹入土木建筑类
武汉大学,物理,本科批,520108,武汉大学08,24,地球物理学,地球物理学类,测绘地质类,4,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,27,理科试验班,理科试验班类,测绘地质类,4,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,33,物理学类,物理学类,材料化工生化类,8,二梯队宽口径主体组中夹入材料化工生化类
武汉大学,物理,本科批,520111,武汉大学11,34,化学类,化学类,材料化工生化类,6,二梯队宽口径主体组中夹入材料化工生化类
武汉大学,物理,本科批,520111,武汉大学11,35,智慧城市与空间规划,交叉学科类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,36,地球物理学,地球物理学类,测绘地质类,2,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,38,智慧水利,水利类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
武汉大学,物理,本科批,520111,武汉大学11,50,遥感科学与技术,测绘类,测绘地质类,8,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,51,导航工程,测绘类,测绘地质类,4,二梯队宽口径主体组中夹入测绘地质类
武汉大学,物理,本科批,520111,武汉大学11,52,时空信息工程,测绘类,测绘地质类,5,二梯队宽口径主体组中夹入测绘地质类
华中科技大学,物理,本科批,520206,华中科技大学06,29,化学类,化学类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
华中科技大学,物理,本科批,520206,华中科技大学06,33,材料类,材料类,材料化工生化类,5,二梯队宽口径主体组中夹入材料化工生化类
华中农业大学,物理,提前本科批,520402,华中农业大学02,06,植物保护,植物生产类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,提前本科批,520402,华中农业大学02,09,食品科学与工程类,食品科学与工程类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,11,生物科学类,生物科学类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
华中农业大学,物理,本科批,520404,华中农业大学04,12,生物工程,生物工程类,材料化工生化类,3,二梯队宽口径主体组中夹入材料化工生化类
华中农业大学,物理,本科批,520404,华中农业大学04,13,合成生物学,生物工程类,材料化工生化类,1,二梯队宽口径主体组中夹入材料化工生化类
华中农业大学,物理,本科批,520404,华中农业大学04,14,农学,植物生产类,低接受度远缘方向,4,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,15,植物保护,植物生产类,低接受度远缘方向,6,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,16,智慧农业,植物生产类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,17,动物科学,动物生产类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,18,动物医学,动物医学类,低接受度远缘方向,2,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,19,兽医公共卫生,动物医学类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,20,环境工程,环境科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,21,环境科学,环境科学与工程类,低接受度远缘方向,1,二梯队宽口径主体组中夹入低接受度远缘方向
华中农业大学,物理,本科批,520404,华中农业大学04,22,环境生态工程,环境科学与工程类,低接受度远缘方向,3,二梯队宽口径主体组中夹入低接受度远缘方向
