current_key,legacy_key,status,confidence,group25,group26,common_count,add_count,remove_count,in_count,out_count,advice
物理|本科批|陆军工程大学|陆军工程大学09,物理|普通批|陆军工程大学|陆军工程大学09,高度延续,高,陆军工程大学09,陆军工程大学09,2,0,0,0,0,常规核对
物理|本科批|陆军工程大学|陆军工程大学10,物理|普通批|陆军工程大学|陆军工程大学10,高度延续,高,陆军工程大学10,陆军工程大学10,5,0,0,0,0,常规核对
物理|本科批|海军军医大学|海军军医大学04,物理|普通批|海军军医大学|海军军医大学04,高度延续,高,海军军医大学04,海军军医大学04,4,0,0,0,0,常规核对
物理|本科批|海军军医大学|海军军医大学05,物理|普通批|海军军医大学|海军军医大学05,高度延续,高,海军军医大学05,海军军医大学05,3,0,0,0,0,常规核对
物理|本科批|海军军医大学|海军军医大学06,物理|普通批|海军军医大学|海军军医大学06,高度延续,高,海军军医大学06,海军军医大学06,1,0,0,0,0,常规核对
历史|本科批|中国人民公安大学|中国人民公安大学04,历史|普通批|中国人民公安大学|中国人民公安大学04,26新增组/无25承接,无,,中国人民公安大学04,0,1,0,0,0,重点核对
物理|本科批|中国人民公安大学|中国人民公安大学11,物理|普通批|中国人民公安大学|中国人民公安大学11,疑似对应/待核对,中低,中国人民公安大学10,中国人民公安大学11,0,1,1,0,0,重点核对
物理|本科批|中国人民警察大学|中国人民警察大学08,物理|普通批|中国人民警察大学|中国人民警察大学08,高度延续,高,中国人民警察大学12,中国人民警察大学08,1,0,0,0,0,常规核对
物理|本科批|中国人民警察大学|中国人民警察大学09,物理|普通批|中国人民警察大学|中国人民警察大学09,高度延续,高,中国人民警察大学13,中国人民警察大学09,4,1,1,0,0,重点核对
物理|本科批|中国人民警察大学|中国人民警察大学10,物理|普通批|中国人民警察大学|中国人民警察大学10,高度延续,高,中国人民警察大学14,中国人民警察大学10,1,0,0,0,0,常规核对
历史|本科批|中国民用航空飞行学院|中国民用航空飞行学院01,历史|普通批|中国民用航空飞行学院|中国民用航空飞行学院01,延续调整,中高,中国民用航空飞行学院01,中国民用航空飞行学院01,2,3,0,0,0,常规核对
物理|本科批|中国民用航空飞行学院|中国民用航空飞行学院03,物理|普通批|中国民用航空飞行学院|中国民用航空飞行学院03,延续调整,中高,中国民用航空飞行学院04,中国民用航空飞行学院03,5,3,1,0,0,重点核对
物理|本科批|中国民用航空飞行学院|中国民用航空飞行学院04,物理|普通批|中国民用航空飞行学院|中国民用航空飞行学院04,延续调整,中高,中国民用航空飞行学院05,中国民用航空飞行学院04,9,15,9,0,0,重点核对
历史|本科批|南京大学|南京大学03,历史|普通批|南京大学|南京大学03,疑似对应/待核对,中低,南京大学03,南京大学03,2,5,5,0,0,重点核对
物理|本科批|南京大学|南京大学08,物理|普通批|南京大学|南京大学08,26新增组/无25承接,低,,南京大学08,0,1,0,1,0,重点核对
物理|本科批|南京大学|南京大学09,物理|普通批|南京大学|南京大学09,26新增组/无25承接,低,,南京大学09,0,2,0,1,0,重点核对
物理|本科批|南京大学|南京大学10,物理|普通批|南京大学|南京大学10,26新增组/无25承接,低,,南京大学10,0,5,0,3,0,重点核对
物理|本科批|南京大学|南京大学11,物理|普通批|南京大学|南京大学11,26新增组/无25承接,低,,南京大学11,3,14,0,10,0,重点核对
物理|本科批|南京大学|南京大学12,物理|普通批|南京大学|南京大学12,26新增组/无25承接,低,,南京大学12,0,3,0,3,0,重点核对
物理|本科批|南京大学|南京大学13,物理|普通批|南京大学|南京大学13,高度延续,高,南京大学08,南京大学13,3,0,0,0,0,常规核对
物理|本科批|南京大学|南京大学14,物理|普通批|南京大学|南京大学14,高度延续,高,南京大学09,南京大学14,1,0,0,0,0,常规核对
历史|本科批|东南大学|东南大学05,历史|普通批|东南大学|东南大学05,高度延续,高,东南大学03,东南大学05,2,0,0,0,0,常规核对
物理|本科批|东南大学|东南大学10,物理|普通批|东南大学|东南大学10,26新增组/无25承接,低,,东南大学10,0,1,0,1,0,重点核对
物理|本科批|东南大学|东南大学11,物理|普通批|东南大学|东南大学11,延续调整,中低,东南大学06,东南大学11,6,6,10,1,4,重点核对
物理|本科批|东南大学|东南大学12,物理|普通批|东南大学|东南大学12,26新增组/无25承接,低,,东南大学12,2,5,0,5,0,重点核对
物理|本科批|东南大学|东南大学13,物理|普通批|东南大学|东南大学13,延续调整,中高,东南大学07,东南大学13,1,2,2,0,0,重点核对
物理|本科批|东南大学|东南大学14,物理|普通批|东南大学|东南大学14,高度延续,高,东南大学08,东南大学14,3,2,2,0,0,重点核对
物理|本科批|东南大学|东南大学15,物理|普通批|东南大学|东南大学15,26新增组/无25承接,无,,东南大学15,0,3,0,0,0,重点核对
历史|本科批|南京航空航天大学|南京航空航天大学01,历史|普通批|南京航空航天大学|南京航空航天大学01,高度延续,高,南京航空航天大学01,南京航空航天大学01,10,0,0,0,0,常规核对
物理|本科批|南京航空航天大学|南京航空航天大学05,物理|普通批|南京航空航天大学|南京航空航天大学05,疑似对应/待核对,中低,南京航空航天大学04,南京航空航天大学05,0,1,1,1,1,重点核对
物理|本科批|南京航空航天大学|南京航空航天大学06,物理|普通批|南京航空航天大学|南京航空航天大学06,延续调整,中低,南京航空航天大学05,南京航空航天大学06,4,4,1,4,1,重点核对
物理|本科批|南京航空航天大学|南京航空航天大学07,物理|普通批|南京航空航天大学|南京航空航天大学07,延续调整,中高,南京航空航天大学06,南京航空航天大学07,24,17,8,2,4,重点核对
物理|本科批|南京航空航天大学|南京航空航天大学08,物理|普通批|南京航空航天大学|南京航空航天大学08,高度延续,高,南京航空航天大学08,南京航空航天大学08,1,0,0,0,0,常规核对
物理|本科批|南京航空航天大学|南京航空航天大学09,物理|普通批|南京航空航天大学|南京航空航天大学09,延续调整,中高,南京航空航天大学07,南京航空航天大学09,1,0,1,0,1,重点核对
物理|本科批|南京航空航天大学|南京航空航天大学10,物理|普通批|南京航空航天大学|南京航空航天大学10,延续调整,中高,南京航空航天大学07,南京航空航天大学10,1,0,1,0,1,重点核对
物理|本科批|南京航空航天大学|南京航空航天大学11,物理|普通批|南京航空航天大学|南京航空航天大学11,26新增组/无25承接,低,,南京航空航天大学11,0,2,0,1,0,重点核对
历史|本科批|南京理工大学|南京理工大学01,历史|普通批|南京理工大学|南京理工大学01,延续调整,中高,南京理工大学01,南京理工大学01,4,2,1,0,0,常规核对
物理|本科批|南京理工大学|南京理工大学03,物理|普通批|南京理工大学|南京理工大学03,疑似对应/待核对,低,南京理工大学03,南京理工大学03,0,5,10,4,5,重点核对
物理|本科批|南京理工大学|南京理工大学04,物理|普通批|南京理工大学|南京理工大学04,26新增组/无25承接,低,,南京理工大学04,0,27,0,12,0,重点核对
物理|本科批|南京理工大学|南京理工大学05,物理|普通批|南京理工大学|南京理工大学05,疑似对应/待核对,中低,南京理工大学05,南京理工大学05,0,2,2,0,1,重点核对
物理|本科批|南京理工大学|南京理工大学06,物理|普通批|南京理工大学|南京理工大学06,高度延续,高,南京理工大学06,南京理工大学06,1,0,0,0,0,常规核对
历史|本科批|河海大学|河海大学01,历史|普通批|河海大学|河海大学01,延续调整,中高,河海大学01,河海大学01,4,5,5,0,0,重点核对
历史|本科批|河海大学|河海大学02,历史|普通批|河海大学|河海大学02,延续调整,中高,河海大学02,河海大学02,1,0,1,0,0,常规核对
历史|本科批|河海大学|河海大学03,历史|普通批|河海大学|河海大学03,高度延续,高,河海大学03,河海大学03,2,0,0,0,0,常规核对
物理|本科批|河海大学|河海大学05,物理|普通批|河海大学|河海大学05,26新增组/无25承接,低,,河海大学05,0,2,0,1,0,重点核对
物理|本科批|河海大学|河海大学06,物理|普通批|河海大学|河海大学06,延续调整,中高,河海大学05,河海大学06,10,7,10,1,1,重点核对
物理|本科批|河海大学|河海大学07,物理|普通批|河海大学|河海大学07,25小组并入26大组,中低,河海大学06,河海大学07,1,4,0,4,0,重点核对
物理|本科批|河海大学|河海大学08,物理|普通批|河海大学|河海大学08,高度延续,高,河海大学07,河海大学08,11,1,0,0,0,常规核对
物理|本科批|河海大学|河海大学09,物理|普通批|河海大学|河海大学09,疑似对应/待核对,中低,河海大学08,河海大学09,0,2,2,2,2,重点核对
物理|本科批|河海大学|河海大学10,物理|普通批|河海大学|河海大学10,延续调整,中高,河海大学09,河海大学10,3,2,0,0,0,常规核对
历史|本科批|南京信息工程大学|南京信息工程大学01,历史|普通批|南京信息工程大学|南京信息工程大学01,高度延续,高,南京信息工程大学02,南京信息工程大学01,1,0,0,0,0,常规核对
历史|本科批|南京信息工程大学|南京信息工程大学02,历史|普通批|南京信息工程大学|南京信息工程大学02,疑似对应/待核对,低,南京信息工程大学01,南京信息工程大学02,2,1,14,0,11,重点核对
历史|本科批|南京信息工程大学|南京信息工程大学03,历史|普通批|南京信息工程大学|南京信息工程大学03,由25大组拆分形成,中低,南京信息工程大学01,南京信息工程大学03,4,1,12,0,9,重点核对
历史|本科批|南京信息工程大学|南京信息工程大学04,历史|普通批|南京信息工程大学|南京信息工程大学04,疑似对应/待核对,低,南京信息工程大学01,南京信息工程大学04,2,1,14,0,11,重点核对
历史|本科批|南京信息工程大学|南京信息工程大学05,历史|普通批|南京信息工程大学|南京信息工程大学05,由25大组拆分形成,低,南京信息工程大学01,南京信息工程大学05,1,0,15,0,13,重点核对
历史|本科批|南京信息工程大学|南京信息工程大学06,历史|普通批|南京信息工程大学|南京信息工程大学06,高度延续,高,南京信息工程大学03,南京信息工程大学06,1,0,0,0,0,常规核对
物理|本科批|南京信息工程大学|南京信息工程大学17,物理|普通批|南京信息工程大学|南京信息工程大学17,疑似对应/待核对,中低,南京信息工程大学08,南京信息工程大学17,0,1,1,1,1,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学18,物理|普通批|南京信息工程大学|南京信息工程大学18,疑似对应/待核对,中低,南京信息工程大学09,南京信息工程大学18,0,1,1,1,1,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学19,物理|普通批|南京信息工程大学|南京信息工程大学19,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学19,3,0,42,0,34,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学20,物理|普通批|南京信息工程大学|南京信息工程大学20,26新增组/无25承接,低,,南京信息工程大学20,0,3,0,3,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学21,物理|普通批|南京信息工程大学|南京信息工程大学21,26新增组/无25承接,低,,南京信息工程大学21,2,4,0,4,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学22,物理|普通批|南京信息工程大学|南京信息工程大学22,26新增组/无25承接,低,,南京信息工程大学22,0,3,0,2,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学23,物理|普通批|南京信息工程大学|南京信息工程大学23,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学23,1,1,44,1,36,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学24,物理|普通批|南京信息工程大学|南京信息工程大学24,26新增组/无25承接,低,,南京信息工程大学24,3,6,0,5,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学25,物理|普通批|南京信息工程大学|南京信息工程大学25,26新增组/无25承接,低,,南京信息工程大学25,4,6,0,6,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学26,物理|普通批|南京信息工程大学|南京信息工程大学26,疑似对应/待核对,低,南京信息工程大学04,南京信息工程大学26,2,5,2,5,2,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学27,物理|普通批|南京信息工程大学|南京信息工程大学27,26新增组/无25承接,低,,南京信息工程大学27,1,2,0,2,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学28,物理|普通批|南京信息工程大学|南京信息工程大学28,26新增组/无25承接,低,,南京信息工程大学28,3,7,0,7,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学29,物理|普通批|南京信息工程大学|南京信息工程大学29,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学29,1,1,44,1,35,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学30,物理|普通批|南京信息工程大学|南京信息工程大学30,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学30,4,1,41,1,33,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学31,物理|普通批|南京信息工程大学|南京信息工程大学31,26新增组/无25承接,低,,南京信息工程大学31,2,4,0,4,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学32,物理|普通批|南京信息工程大学|南京信息工程大学32,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学32,2,0,43,0,35,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学33,物理|普通批|南京信息工程大学|南京信息工程大学33,26新增组/无25承接,低,,南京信息工程大学33,0,1,0,1,0,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学34,物理|普通批|南京信息工程大学|南京信息工程大学34,由25大组拆分形成,低,南京信息工程大学11,南京信息工程大学34,3,0,42,0,34,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学35,物理|普通批|南京信息工程大学|南京信息工程大学35,疑似对应/待核对,中低,南京信息工程大学13,南京信息工程大学35,6,2,8,2,5,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学36,物理|普通批|南京信息工程大学|南京信息工程大学36,疑似对应/待核对,低,南京信息工程大学13,南京信息工程大学36,3,2,11,1,7,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学37,物理|普通批|南京信息工程大学|南京信息工程大学37,高度延续,高,南京信息工程大学14,南京信息工程大学37,4,0,2,0,2,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学38,物理|普通批|南京信息工程大学|南京信息工程大学38,由25大组拆分形成,中低,南京信息工程大学14,南京信息工程大学38,1,0,5,0,5,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学39,物理|普通批|南京信息工程大学|南京信息工程大学39,由25大组拆分形成,中低,南京信息工程大学14,南京信息工程大学39,1,0,5,0,5,重点核对
物理|本科批|南京信息工程大学|南京信息工程大学40,物理|普通批|南京信息工程大学|南京信息工程大学40,高度延续,高,南京信息工程大学15,南京信息工程大学40,5,0,0,0,0,常规核对
历史|本科批|南京农业大学|南京农业大学02,历史|普通批|南京农业大学|南京农业大学02,延续调整,中高,南京农业大学01,南京农业大学02,7,4,5,0,0,重点核对
历史|本科批|南京农业大学|南京农业大学03,历史|普通批|南京农业大学|南京农业大学03,26新增组/无25承接,无,,南京农业大学03,0,1,0,0,0,重点核对
物理|本科批|南京农业大学|南京农业大学08,物理|普通批|南京农业大学|南京农业大学08,26新增组/无25承接,低,,南京农业大学08,0,6,0,3,0,重点核对
物理|本科批|南京农业大学|南京农业大学09,物理|普通批|南京农业大学|南京农业大学09,高度延续,高,南京农业大学04,南京农业大学09,8,3,4,0,1,重点核对
物理|本科批|南京农业大学|南京农业大学10,物理|普通批|南京农业大学|南京农业大学10,延续调整,中高,南京农业大学05,南京农业大学10,5,6,6,0,0,重点核对
物理|本科批|南京农业大学|南京农业大学11,物理|普通批|南京农业大学|南京农业大学11,疑似对应/待核对,中低,南京农业大学03,南京农业大学11,2,5,7,0,0,重点核对
物理|本科批|南京农业大学|南京农业大学12,物理|普通批|南京农业大学|南京农业大学12,疑似对应/待核对,中低,南京农业大学06,南京农业大学12,0,1,1,0,1,重点核对
物理|本科批|南京农业大学|南京农业大学13,物理|普通批|南京农业大学|南京农业大学13,26新增组/无25承接,低,,南京农业大学13,0,3,0,2,0,重点核对
历史|本科批|南京师范大学|南京师范大学06,历史|普通批|南京师范大学|南京师范大学06,26新增组/无25承接,低,,南京师范大学06,0,2,0,2,0,重点核对
历史|本科批|南京师范大学|南京师范大学07,历史|普通批|南京师范大学|南京师范大学07,26新增组/无25承接,低,,南京师范大学07,0,4,0,3,0,重点核对
历史|本科批|南京师范大学|南京师范大学08,历史|普通批|南京师范大学|南京师范大学08,延续调整,中高,南京师范大学08,南京师范大学08,11,5,10,2,2,重点核对
历史|本科批|南京师范大学|南京师范大学09,历史|普通批|南京师范大学|南京师范大学09,高度延续,高,南京师范大学09,南京师范大学09,1,0,0,0,0,常规核对
历史|本科批|南京师范大学|南京师范大学10,历史|普通批|南京师范大学|南京师范大学10,高度延续,高,南京师范大学10,南京师范大学10,2,0,0,0,0,常规核对
历史|本科批|南京师范大学|南京师范大学11,历史|普通批|南京师范大学|南京师范大学11,延续调整,中高,南京师范大学11,南京师范大学11,1,1,0,1,0,重点核对
历史|本科批|南京师范大学|南京师范大学12,历史|普通批|南京师范大学|南京师范大学12,疑似对应/待核对,低,南京师范大学12,南京师范大学12,0,3,1,0,0,重点核对
物理|本科批|南京师范大学|南京师范大学18,物理|普通批|南京师范大学|南京师范大学18,疑似对应/待核对,中低,南京师范大学20,南京师范大学18,0,1,1,1,1,重点核对
物理|本科批|南京师范大学|南京师范大学19,物理|普通批|南京师范大学|南京师范大学19,26新增组/无25承接,低,,南京师范大学19,0,2,0,2,0,重点核对
物理|本科批|南京师范大学|南京师范大学20,物理|普通批|南京师范大学|南京师范大学20,26新增组/无25承接,低,,南京师范大学20,0,1,0,1,0,重点核对
物理|本科批|南京师范大学|南京师范大学21,物理|普通批|南京师范大学|南京师范大学21,疑似对应/待核对,中低,南京师范大学21,南京师范大学21,0,1,1,0,1,重点核对
物理|本科批|南京师范大学|南京师范大学22,物理|普通批|南京师范大学|南京师范大学22,疑似对应/待核对,中低,南京师范大学22,南京师范大学22,0,1,1,0,1,重点核对
物理|本科批|南京师范大学|南京师范大学23,物理|普通批|南京师范大学|南京师范大学23,高度延续,高,南京师范大学23,南京师范大学23,1,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学24,物理|普通批|南京师范大学|南京师范大学24,高度延续,高,南京师范大学24,南京师范大学24,1,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学25,物理|普通批|南京师范大学|南京师范大学25,延续调整,中高,南京师范大学25,南京师范大学25,4,5,1,5,0,重点核对
物理|本科批|南京师范大学|南京师范大学26,物理|普通批|南京师范大学|南京师范大学26,高度延续,高,南京师范大学27,南京师范大学26,1,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学27,物理|普通批|南京师范大学|南京师范大学27,高度延续,高,南京师范大学28,南京师范大学27,2,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学28,物理|普通批|南京师范大学|南京师范大学28,延续调整,中高,南京师范大学29,南京师范大学28,3,3,0,3,0,重点核对
物理|本科批|南京师范大学|南京师范大学29,物理|普通批|南京师范大学|南京师范大学29,高度延续,高,南京师范大学30,南京师范大学29,4,1,1,1,1,重点核对
物理|本科批|南京师范大学|南京师范大学30,物理|普通批|南京师范大学|南京师范大学30,26新增组/无25承接,低,,南京师范大学30,0,4,0,4,0,重点核对
物理|本科批|南京师范大学|南京师范大学31,物理|普通批|南京师范大学|南京师范大学31,疑似对应/待核对,中低,南京师范大学31,南京师范大学31,2,7,6,7,4,重点核对
物理|本科批|南京师范大学|南京师范大学32,物理|普通批|南京师范大学|南京师范大学32,疑似对应/待核对,中低,南京师范大学32,南京师范大学32,0,2,2,1,1,重点核对
物理|本科批|南京师范大学|南京师范大学33,物理|普通批|南京师范大学|南京师范大学33,高度延续,高,南京师范大学33,南京师范大学33,1,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学34,物理|普通批|南京师范大学|南京师范大学34,疑似对应/待核对,中低,南京师范大学34,南京师范大学34,0,1,1,1,1,重点核对
物理|本科批|南京师范大学|南京师范大学35,物理|普通批|南京师范大学|南京师范大学35,高度延续,高,南京师范大学35,南京师范大学35,1,0,0,0,0,常规核对
物理|本科批|南京师范大学|南京师范大学36,物理|普通批|南京师范大学|南京师范大学36,疑似对应/待核对,低,南京师范大学36,南京师范大学36,0,3,1,2,0,重点核对
历史|本科批|中国药科大学|中国药科大学01,历史|普通批|中国药科大学|中国药科大学01,疑似对应/待核对,中低,中国药科大学01,中国药科大学01,0,2,2,0,0,重点核对
物理|本科批|中国药科大学|中国药科大学03,物理|普通批|中国药科大学|中国药科大学03,高度延续,高,中国药科大学02,中国药科大学03,7,1,0,1,0,重点核对
物理|本科批|中国药科大学|中国药科大学04,物理|普通批|中国药科大学|中国药科大学04,高度延续,高,中国药科大学03,中国药科大学04,1,0,0,0,0,常规核对
物理|本科批|中国药科大学|中国药科大学05,物理|普通批|中国药科大学|中国药科大学05,高度延续,高,中国药科大学04,中国药科大学05,6,1,1,0,1,重点核对
物理|本科批|中国药科大学|中国药科大学06,物理|普通批|中国药科大学|中国药科大学06,高度延续,高,中国药科大学05,中国药科大学06,1,0,0,0,0,常规核对
物理|本科批|中国药科大学|中国药科大学07,物理|普通批|中国药科大学|中国药科大学07,高度延续,高,中国药科大学06,中国药科大学07,1,0,0,0,0,常规核对
历史|本科批|南京工业大学|南京工业大学02,历史|普通批|南京工业大学|南京工业大学02,高度延续,高,南京工业大学02,南京工业大学02,11,0,1,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学05,物理|普通批|南京工业大学|南京工业大学05,高度延续,高,南京工业大学05,南京工业大学05,8,1,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学06,物理|普通批|南京工业大学|南京工业大学06,高度延续,高,南京工业大学06,南京工业大学06,6,0,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学07,物理|普通批|南京工业大学|南京工业大学07,高度延续,高,南京工业大学08,南京工业大学07,7,1,1,1,1,重点核对
物理|本科批|南京工业大学|南京工业大学08,物理|普通批|南京工业大学|南京工业大学08,高度延续,高,南京工业大学07,南京工业大学08,7,1,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学09,物理|普通批|南京工业大学|南京工业大学09,高度延续,高,南京工业大学09,南京工业大学09,6,1,1,0,0,重点核对
物理|本科批|南京工业大学|南京工业大学10,物理|普通批|南京工业大学|南京工业大学10,高度延续,高,南京工业大学11,南京工业大学10,7,1,2,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学11,物理|普通批|南京工业大学|南京工业大学11,高度延续,高,南京工业大学10,南京工业大学11,7,0,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学12,物理|普通批|南京工业大学|南京工业大学12,高度延续,高,南京工业大学12,南京工业大学12,8,0,1,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学13,物理|普通批|南京工业大学|南京工业大学13,高度延续,高,南京工业大学13,南京工业大学13,7,1,1,1,0,重点核对
物理|本科批|南京工业大学|南京工业大学14,物理|普通批|南京工业大学|南京工业大学14,高度延续,高,南京工业大学15,南京工业大学14,1,0,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学15,物理|普通批|南京工业大学|南京工业大学15,高度延续,高,南京工业大学16,南京工业大学15,3,0,0,0,0,常规核对
物理|本科批|南京工业大学|南京工业大学16,物理|普通批|南京工业大学|南京工业大学16,疑似对应/待核对,中低,南京工业大学14,南京工业大学16,0,3,3,3,3,重点核对
历史|本科批|南京邮电大学|南京邮电大学02,历史|普通批|南京邮电大学|南京邮电大学02,延续调整,中高,南京邮电大学02,南京邮电大学02,5,4,4,1,0,重点核对
物理|本科批|南京邮电大学|南京邮电大学05,物理|普通批|南京邮电大学|南京邮电大学05,疑似对应/待核对,中低,南京邮电大学05,南京邮电大学05,0,2,2,0,0,重点核对
物理|本科批|南京邮电大学|南京邮电大学06,物理|普通批|南京邮电大学|南京邮电大学06,疑似对应/待核对,低,南京邮电大学08,南京邮电大学06,0,1,2,1,2,重点核对
物理|本科批|南京邮电大学|南京邮电大学07,物理|普通批|南京邮电大学|南京邮电大学07,由25大组拆分形成,中低,南京邮电大学07,南京邮电大学07,7,3,16,1,15,重点核对
物理|本科批|南京邮电大学|南京邮电大学08,物理|普通批|南京邮电大学|南京邮电大学08,由25大组拆分形成,中低,南京邮电大学07,南京邮电大学08,7,2,16,1,16,重点核对
物理|本科批|南京邮电大学|南京邮电大学09,物理|普通批|南京邮电大学|南京邮电大学09,由25大组拆分形成,中低,南京邮电大学07,南京邮电大学09,8,1,15,0,15,重点核对
物理|本科批|南京邮电大学|南京邮电大学10,物理|普通批|南京邮电大学|南京邮电大学10,26新增组/无25承接,低,,南京邮电大学10,0,2,0,1,0,重点核对
历史|本科批|南京医科大学|南京医科大学01,历史|普通批|南京医科大学|南京医科大学01,高度延续,高,南京医科大学01,南京医科大学01,2,0,1,0,1,重点核对
历史|本科批|南京医科大学|南京医科大学02,历史|普通批|南京医科大学|南京医科大学02,由25大组拆分形成,中低,南京医科大学01,南京医科大学02,1,0,2,0,2,重点核对
物理|本科批|南京医科大学|南京医科大学05,物理|普通批|南京医科大学|南京医科大学05,高度延续,高,南京医科大学04,南京医科大学05,2,0,1,0,1,重点核对
物理|本科批|南京医科大学|南京医科大学06,物理|普通批|南京医科大学|南京医科大学06,由25大组拆分形成,中低,南京医科大学04,南京医科大学06,1,0,2,0,2,重点核对
物理|本科批|南京医科大学|南京医科大学07,物理|普通批|南京医科大学|南京医科大学07,由25大组拆分形成,中低,南京医科大学05,南京医科大学07,2,0,9,0,9,重点核对
物理|本科批|南京医科大学|南京医科大学08,物理|普通批|南京医科大学|南京医科大学08,由25大组拆分形成,低,南京医科大学05,南京医科大学08,1,0,10,0,10,重点核对
物理|本科批|南京医科大学|南京医科大学09,物理|普通批|南京医科大学|南京医科大学09,由25大组拆分形成,低,南京医科大学05,南京医科大学09,1,0,10,0,10,重点核对
物理|本科批|南京医科大学|南京医科大学10,物理|普通批|南京医科大学|南京医科大学10,26新增组/无25承接,低,,南京医科大学10,0,1,0,1,0,重点核对
物理|本科批|南京医科大学|南京医科大学11,物理|普通批|南京医科大学|南京医科大学11,疑似对应/待核对,低,南京医科大学05,南京医科大学11,1,2,10,0,9,重点核对
物理|本科批|南京医科大学|南京医科大学12,物理|普通批|南京医科大学|南京医科大学12,由25大组拆分形成,中低,南京医科大学05,南京医科大学12,4,0,7,0,7,重点核对
物理|本科批|南京医科大学|南京医科大学13,物理|普通批|南京医科大学|南京医科大学13,由25大组拆分形成,低,南京医科大学07,南京医科大学13,1,0,10,0,10,重点核对
物理|本科批|南京医科大学|南京医科大学14,物理|普通批|南京医科大学|南京医科大学14,由25大组拆分形成,中低,南京医科大学07,南京医科大学14,2,0,9,0,9,重点核对
物理|本科批|南京医科大学|南京医科大学15,物理|普通批|南京医科大学|南京医科大学15,由25大组拆分形成,低,南京医科大学07,南京医科大学15,1,0,10,0,10,重点核对
物理|本科批|南京医科大学|南京医科大学16,物理|普通批|南京医科大学|南京医科大学16,由25大组拆分形成,中低,南京医科大学06,南京医科大学16,1,0,5,0,5,重点核对
物理|本科批|南京医科大学|南京医科大学17,物理|普通批|南京医科大学|南京医科大学17,由25大组拆分形成,中低,南京医科大学06,南京医科大学17,2,0,4,0,4,重点核对
物理|本科批|南京医科大学|南京医科大学18,物理|普通批|南京医科大学|南京医科大学18,延续调整,中高,南京医科大学06,南京医科大学18,3,0,3,0,3,重点核对
物理|本科批|南京医科大学|南京医科大学19,物理|普通批|南京医科大学|南京医科大学19,延续调整,中高,南京医科大学07,南京医科大学19,6,1,5,1,5,重点核对
物理|本科批|南京医科大学|南京医科大学20,物理|普通批|南京医科大学|南京医科大学20,由25大组拆分形成,中低,南京医科大学02,南京医科大学20,1,0,6,0,6,重点核对
历史|本科批|南京中医药大学|南京中医药大学02,历史|普通批|南京中医药大学|南京中医药大学02,高度延续,高,南京中医药大学02,南京中医药大学02,3,1,0,0,0,常规核对
历史|本科批|南京中医药大学|南京中医药大学03,历史|普通批|南京中医药大学|南京中医药大学03,高度延续,高,南京中医药大学03,南京中医药大学03,2,1,0,0,0,常规核对
历史|本科批|南京中医药大学|南京中医药大学04,历史|普通批|南京中医药大学|南京中医药大学04,高度延续,高,南京中医药大学04,南京中医药大学04,1,0,0,0,0,常规核对
物理|本科批|南京中医药大学|南京中医药大学09,物理|普通批|南京中医药大学|南京中医药大学09,高度延续,高,南京中医药大学09,南京中医药大学09,1,0,0,0,0,常规核对
