身份键(院校专业组代码+专业代码),科类,批次,院校,专业组,专业代码,专业全称,25最低分,25最低位次,Excel行号
184505+23,物理,普通批,江苏大学京江学院,江苏大学京江学院05,23,计算机科学与技术,484,182031,4788
184505+24,物理,普通批,江苏大学京江学院,江苏大学京江学院05,24,通信工程,482,184371,4789
184505+25,物理,普通批,江苏大学京江学院,江苏大学京江学院05,25,食品科学与工程,484,182031,4790
184505+26,物理,普通批,江苏大学京江学院,江苏大学京江学院05,26,统计学,480,186728,4791
184506+27,物理,普通批,江苏大学京江学院,江苏大学京江学院06,27,人工智能,,,4792
184506+28,物理,普通批,江苏大学京江学院,江苏大学京江学院06,28,电气工程及其自动化,483,183222,4793
184506+29,物理,普通批,江苏大学京江学院,江苏大学京江学院06,29,电子信息工程,480,186728,4794
184506+30,物理,普通批,江苏大学京江学院,江苏大学京江学院06,30,材料成型及控制工程,478,189077,4795
184506+31,物理,普通批,江苏大学京江学院,江苏大学京江学院06,31,金属材料工程,478,189077,4796
184507+32,物理,普通批,江苏大学京江学院,江苏大学京江学院07,32,机械设计制造及其自动化,486,179557,4797
184507+33,物理,普通批,江苏大学京江学院,江苏大学京江学院07,33,机械电子工程,485,180772,4798
184507+34,物理,普通批,江苏大学京江学院,江苏大学京江学院07,34,能源与动力工程(动力流体、动力机械),483,183222,4799
184507+35,物理,普通批,江苏大学京江学院,江苏大学京江学院07,35,车辆工程,481,185583,4800
184507+36,物理,普通批,江苏大学京江学院,江苏大学京江学院07,36,汽车服务工程,481,185583,4801
184508+37,物理,普通批,江苏大学京江学院,江苏大学京江学院08,37,护理学,502,158580,4802
184601+01,历史,普通批,南京医科大学康达学院,南京医科大学康达学院01,01,"公共事业管理(卫生事业管理)(报考该专业有色觉要求,具体请查阅院校招生章程)",510,42336,4803
184601+02,历史,普通批,南京医科大学康达学院,南京医科大学康达学院01,02,"医疗保险(报考该专业有色觉要求,具体请查阅院校招生章程)",503,45735,4804
184601+03,历史,普通批,南京医科大学康达学院,南京医科大学康达学院01,03,"健康服务与管理(报考该专业有色觉要求,具体请查阅院校招生章程)",510,42336,4805
184601+04,历史,普通批,南京医科大学康达学院,南京医科大学康达学院01,04,"医疗产品管理(报考该专业有色觉要求,具体请查阅院校招生章程)",505,44713,4806
184601+05,历史,普通批,南京医科大学康达学院,南京医科大学康达学院01,05,英语(只招英语考生),503,45735,4807
184602+06,历史,普通批,南京医科大学康达学院,南京医科大学康达学院02,06,"护理学(报考该专业组有色觉要求,具体请查阅院校招生章程)",493,50537,4808
184603+07,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,07,"预防医学(为南京市六合区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",542,102527,4809
184603+08,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,08,"预防医学(为徐州市邳州市定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",570,65872,4810
184603+09,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,09,"预防医学(为南通市海安市定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",577,57592,4811
184603+10,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,10,"预防医学(为南通市海门区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",,,4812
184603+11,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,11,"临床医学(为连云港市东海县定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",549,92972,4813
184603+12,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,12,"预防医学(为连云港市东海县定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",563,74583,4814
184603+13,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,13,"临床医学(为连云港市灌云县定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",532,116555,4815
184603+14,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,14,"临床医学(为连云港市灌南县定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",550,91584,4816
184603+15,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,15,"临床医学(为连云港市赣榆区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",564,73285,4817
184603+16,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,16,"临床医学(为连云港市海州区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",555,84863,4818
184603+17,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,17,"临床医学(为连云港市连云区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",548,94330,4819
184603+18,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,18,"预防医学(为淮安市洪泽区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",568,68339,4820
184603+19,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,19,"预防医学(为镇江市丹徒区定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",596,37721,4821
184603+20,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,20,"临床医学(为泰州市靖江市定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",561,77094,4822
184603+21,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,21,"预防医学(为泰州市靖江市定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",556,83618,4823
184603+22,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,22,"预防医学(为泰州市泰兴市定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",559,79712,4824
184603+23,物理,提前批,南京医科大学康达学院,南京医科大学康达学院03,23,"预防医学(为宿迁市泗阳县定向培养)(报考该专业组有色觉要求,具体请查阅院校招生章程)(农村订单定向医学生免费培养计划)",568,68339,4825
184604+24,物理,普通批,南京医科大学康达学院,南京医科大学康达学院04,24,"公共事业管理(卫生事业管理)(报考该专业组有色觉要求,具体请查阅院校招生章程)",502,158580,4826
184604+25,物理,普通批,南京医科大学康达学院,南京医科大学康达学院04,25,"医疗保险(报考该专业组有色觉要求,具体请查阅院校招生章程)",499,162613,4827
184604+26,物理,普通批,南京医科大学康达学院,南京医科大学康达学院04,26,"健康服务与管理(报考该专业组有色觉要求,具体请查阅院校招生章程)",501,159920,4828
184604+27,物理,普通批,南京医科大学康达学院,南京医科大学康达学院04,27,"医疗产品管理(报考该专业组有色觉要求,具体请查阅院校招生章程)",501,159920,4829
184605+28,物理,普通批,南京医科大学康达学院,南京医科大学康达学院05,28,"临床医学(报考该专业组有色觉要求,具体请查阅院校招生章程)",540,105342,4830
184606+29,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,29,"预防医学(报考该专业有色觉要求,具体请查阅院校招生章程)",517,137743,4831
184606+30,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,30,"医学影像技术(报考该专业有色觉要求,具体请查阅院校招生章程)",500,161262,4832
184606+31,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,31,"医学检验技术(报考该专业有色觉要求,具体请查阅院校招生章程)",496,166592,4833
184606+32,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,32,"药学(报考该专业有色觉要求,具体请查阅院校招生章程)",493,170583,4834
184606+33,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,33,"制药工程(报考该专业有色觉要求,具体请查阅院校招生章程)",490,174489,4835
184606+34,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,34,"康复治疗学(报考该专业有色觉要求,具体请查阅院校招生章程)",495,167922,4836
184606+35,物理,普通批,南京医科大学康达学院,南京医科大学康达学院06,35,医学信息工程,490,174489,4837
184607+36,物理,普通批,南京医科大学康达学院,南京医科大学康达学院07,36,"护理学(报考该专业组有色觉要求,具体请查阅院校招生章程)",505,154520,4838
184701+01,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,01,国际经济与贸易,518,38489,4839
184701+02,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,02,财务管理,521,37029,4840
184701+03,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,03,审计学,521,37029,4841
184701+04,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,04,人力资源管理,518,38489,4842
184701+05,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,05,法学,523,36050,4843
184701+06,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院01,06,行政管理,518,38489,4844
184702+07,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院02,07,小学教育(师范),523,36050,4845
184702+08,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院02,08,汉语言文学(师范),527,34080,4846
184702+09,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院02,09,历史学(师范),524,35557,4847
184702+10,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院02,10,英语(只招英语考生)(师范),523,36050,4848
184702+11,历史,普通批,南京师范大学泰州学院,南京师范大学泰州学院02,11,英语(只招英语考生),522,36539,4849
184703+12,物理,普通批,南京师范大学泰州学院,南京师范大学泰州学院03,12,国际经济与贸易,496,166592,4850
184703+13,物理,普通批,南京师范大学泰州学院,南京师范大学泰州学院03,13,财务管理,498,163927,4851
