"学校","专业组","专业代码","专业名称","专业类","梯队","桶","严格提示类型"
"怀化学院","怀化学院04","25","制药工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","三梯队"
"湖南科技学院","湖南科技学院03","13","数学与应用数学(师范)","数学类","2","数学/物理","理学基础"
"湖南科技学院","湖南科技学院03","14","物理学(师范)","物理学类","2","数学/物理","理学基础"
"湖南科技学院","湖南科技学院03","17","材料化学","材料类","3","三梯队行业方向","材料"
"湖南科技学院","湖南科技学院03","21","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"湖南科技学院","湖南科技学院03","22","测绘工程","测绘类","4","低热度远缘方向","低热度远缘"
"湖南科技学院","湖南科技学院03","23","食品质量与安全","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"湖南科技学院","湖南科技学院03","27","智慧农业","植物生产类","4","低热度远缘方向","低热度远缘"
"湖南科技学院","湖南科技学院03","28","数学与应用数学","数学类","2","数学/物理","理学基础"
"湖南女子学院","湖南女子学院03","21","旅游地学与规划工程(报考该专业有色觉要求,具体请查阅院校招生章程)","地质类","4","低热度远缘方向","低热度远缘"
"中山大学","中山大学07","22","生物科学类(生物科学、生物技术)(广州校区南校园)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在珠海校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"中山大学","中山大学07","26","海洋科学(拔尖计划)(以下专业除注明外在珠海校区学习)","海洋科学类","4","低热度远缘方向","理学基础"
"华南理工大学","华南理工大学02","06","软物质科学与工程(示范班)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业只招收该校测试合格的考生)","材料类","3","三梯队行业方向","材料"
"华南理工大学","华南理工大学02","13","智能海洋装备(创新班)(以下专业只招收该校测试合格的考生)","海洋工程类","3","三梯队行业方向","三梯队"
"华南理工大学","华南理工大学04","18","工科试验班(智能交通与数字建造)(智慧交通、智能建造、土木工程、水务工程、工程力学、船舶与海洋工程)","工科试验班类","3","三梯队行业方向","理学基础"
"华南理工大学","华南理工大学04","20","工科试验班(生命科学与健康工程)(食品科学与工程、食品质量与安全、生物工程、生物制药、生物技术)(报考该专业有色觉要求,具体请查阅院校招生章程)","工科试验班类","3","三梯队行业方向","三梯队"
"华南理工大学","华南理工大学05","25","工科试验班(理工交叉创新班)(应用化学(拔尖基地班)、应用物理学(严济慈英牙班)、工程力学(创新班))","工科试验班类","2","数学/物理","理学基础"
"华南理工大学","华南理工大学06","31","工科试验班(先进材料)(高分子材料与工程、材料科学与工程、功能材料、生物材料)(报考该专业有色觉要求,具体请查阅院校招生章程)","工科试验班类","3","三梯队行业方向","材料"
"华南农业大学","华南农业大学02","04","食品科学与工程","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"华南农业大学","华南农业大学02","05","海洋科学","海洋科学类","4","低热度远缘方向","理学基础"
"华南农业大学","华南农业大学02","06","材料科学与工程","材料类","3","三梯队行业方向","材料"
"华南农业大学","华南农业大学02","08","动物医学","动物医学类","4","低热度远缘方向","低热度远缘"
"暨南大学","暨南大学05","20","包装工程(绿色智造卓越班)(以下专业除注明外在珠海校区学习)","轻工类","4","低热度远缘方向","低热度远缘"
"暨南大学","暨南大学05","23","新能源科学与工程(以下专业除注明外在珠海校区学习)","能源动力类","3","三梯队行业方向","能动"
"暨南大学","暨南大学06","24","应用物理学(广州石牌校区)(以下专业除注明外在广州番禺校区学习)","物理学类","2","数学/物理","理学基础"
"暨南大学","暨南大学06","25","信息与计算科学(以下专业除注明外在广州番禺校区学习)","数学类","2","数学/物理","理学基础"
"广州航海学院","广州航海学院01","01","航海技术(以下专业在黄埔校区学习,报考该专业组有色觉、视力等要求,具体请查阅院校招生章程并详询院校)","交通运输类","3","三梯队行业方向","三梯队"
"广州航海学院","广州航海学院01","02","轮机工程(以下专业在黄埔校区学习,报考该专业组有色觉、视力等要求,具体请查阅院校招生章程并详询院校)","交通运输类","3","三梯队行业方向","三梯队"
"华南师范大学","华南师范大学02","06","物理学(师范)(以下专业除注明外在广州校区大学城校园学习,报考该专业组有色觉要求,具体请查阅院校招生章程)","物理学类","2","数学/物理","理学基础"
"华南师范大学","华南师范大学02","08","化学(师范)(以下专业除注明外在广州校区大学城校园学习,报考该专业组有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"广州大学","广州大学08","09","环境工程(大学城校区)(报考该专业组有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"汕头大学","汕头大学04","13","数学与应用数学(以下专业除注明外在东海岸校区学习)","数学类","2","数学/物理","理学基础"
"汕头大学","汕头大学04","16","生物科学(创新班)(桑浦山校区)(以下专业除注明外在东海岸校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"汕头大学","汕头大学04","17","生物技术(桑浦山校区)(以下专业除注明外在东海岸校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"汕头大学","汕头大学04","18","土木工程(智慧基建)(以下专业除注明外在东海岸校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","02","应用化学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"广东海洋大学","广东海洋大学02","03","大气科学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","大气科学类","3","三梯队行业方向","理学基础"
"广东海洋大学","广东海洋大学02","04","海洋科学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","海洋科学类","4","低热度远缘方向","理学基础"
"广东海洋大学","广东海洋大学02","05","生物科学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"广东海洋大学","广东海洋大学02","06","能源与动力工程(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","能源动力类","3","三梯队行业方向","能动"
"广东海洋大学","广东海洋大学02","09","建筑环境与能源应用工程(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","土木类","4","低热度远缘方向","能动"
"广东海洋大学","广东海洋大学02","11","船舶与海洋工程(海滨校区)(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","海洋工程类","3","三梯队行业方向","三梯队"
"广东海洋大学","广东海洋大学02","12","园艺(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","植物生产类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","13","动物科学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","动物生产类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","14","水产养殖学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","15","海洋渔业科学与技术(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","16","水生动物医学(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"广东海洋大学","广东海洋大学02","17","生物科学(与广东医科大学联合学士学位培养)(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"广东海洋大学","广东海洋大学02","19","材料科学与工程(阳江校区)(以下专业除注明外在湖光校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"广东海洋大学","广东海洋大学03","21","船舶与海洋工程(中外合作办学)","海洋工程类","3","三梯队行业方向","三梯队"
"广东石油化工学院","广东石油化工学院01","05","智能建造(西城校区)(以下专业除注明外在官渡校区学习,报考该专业组有色觉要求,具体请查阅院校招生章程)","土木类","4","低热度远缘方向","低热度远缘"
"深圳大学","深圳大学04","08","材料科学与工程(丽湖校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在粤海校区学习)","材料类","3","三梯队行业方向","材料"
"深圳大学","深圳大学04","10","数学与应用数学(理工创新实验班)(该校要求报考该专业外语成绩不低于125分)(部分课程英文授课,培养模式详询院校)(以下专业除注明外在粤海校区学习)","数学类","2","数学/物理","理学基础"
"北师香港浸会大学","北师香港浸会大学02","08","食品科学与工程(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"北师香港浸会大学","北师香港浸会大学02","09","环境科学(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"北师香港浸会大学","北师香港浸会大学02","11","数学与应用数学(以下专业在广东省珠海市学习,报考以下专业须查阅院校招生章程,英文授课,非英语语种考生慎重报考)(中外合作办学)","数学类","2","数学/物理","理学基础"
"岭南师范学院","岭南师范学院04","06","新能源汽车工程技术(职业本科)(湖光校区)(报考该专业组有色觉要求,具体请查阅院校招生章程)","汽车制造类","3","三梯队行业方向","能动"
"广东工业大学","广东工业大学02","05","能源动力类(能源与动力工程、新能源科学与工程)(以下专业在大学城校区学习)","能源动力类","3","三梯队行业方向","能动"
"深圳技术大学","深圳技术大学02","08","材料科学与工程","材料类","3","三梯队行业方向","材料"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","05","数学与应用数学(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","数学类","2","数学/物理","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","06","信息与计算科学(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","数学类","2","数学/物理","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","07","数理基础科学(基础数学)(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","数学类","2","数学/物理","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","08","化学(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","化学类","4","低热度远缘方向","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","09","自然地理与资源环境(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","地理科学类","4","低热度远缘方向","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","10","生物科学(俄语教学)(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","生物科学类","4","低热度远缘方向","理学基础"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","12","材料科学与工程(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","材料类","3","三梯队行业方向","材料"
"深圳北理莫斯科大学","深圳北理莫斯科大学03","15","生物科学(英语教学)(报考该专业有色觉要求,详询院校)(以下专业只招收该校测试合格的考生,具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)","生物科学类","4","低热度远缘方向","理学基础"
"广西大学","广西大学02","05","土木工程","土木类","4","低热度远缘方向","低热度远缘"
"南宁师范大学","南宁师范大学05","08","数学与应用数学(师范)(武鸣校区)","数学类","2","数学/物理","理学基础"
"玉林师范学院","玉林师范学院06","12","系统科学与工程(以下专业除注明外在东校区学习)","物理学类","2","数学/物理","理学基础"
"北部湾大学","北部湾大学01","01","航海技术(报考该专业组有视力、色觉等要求,具体请查阅院校招生章程)","交通运输类","3","三梯队行业方向","三梯队"
"北部湾大学","北部湾大学01","02","轮机工程(报考该专业组有视力、色觉等要求,具体请查阅院校招生章程)","交通运输类","3","三梯队行业方向","三梯队"
"广西师范大学","广西师范大学05","15","数学与应用数学(师范)(以下专业除注明外在雁山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","数学类","2","数学/物理","理学基础"
"广西师范大学","广西师范大学05","16","化学(师范)(育才校区)(以下专业除注明外在雁山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"广西师范大学","广西师范大学05","17","制药工程(育才校区)(以下专业除注明外在雁山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","三梯队"
"桂林理工大学","桂林理工大学05","10","环境工程(以下专业在桂林雁山校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"桂林理工大学","桂林理工大学05","11","冶金工程(以下专业在桂林雁山校区学习)","材料类","3","三梯队行业方向","材料"
"桂林理工大学","桂林理工大学05","12","无机非金属材料工程(以下专业在桂林雁山校区学习)","材料类","3","三梯队行业方向","材料"
"桂林理工大学","桂林理工大学05","13","宝石及材料工艺学(以下专业在桂林雁山校区学习)","材料类","3","三梯队行业方向","材料"
"桂林理工大学","桂林理工大学05","14","新能源材料与器件(以下专业在桂林雁山校区学习)","材料类","3","三梯队行业方向","材料"
"桂林理工大学","桂林理工大学05","15","化学工程与工艺(以下专业在桂林雁山校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"桂林理工大学","桂林理工大学05","16","生物工程(以下专业在桂林雁山校区学习)","生物工程类","4","低热度远缘方向","低热度远缘"
"桂林理工大学","桂林理工大学05","17","智能建造(以下专业在桂林雁山校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"桂林理工大学","桂林理工大学05","24","应用物理学(以下专业在桂林雁山校区学习)","物理学类","2","数学/物理","理学基础"
"桂林理工大学","桂林理工大学05","26","信息与计算科学(以下专业在桂林雁山校区学习)","数学类","2","数学/物理","理学基础"
"广西民族师范学院","广西民族师范学院02","06","化学(师范)(报考该专业组部分专业有色觉要求,详询院校)","化学类","4","低热度远缘方向","理学基础"
"广西民族师范学院","广西民族师范学院02","07","制药工程(报考该专业组部分专业有色觉要求,详询院校)","化工与制药类","3","三梯队行业方向","三梯队"
"广西民族师范学院","广西民族师范学院02","08","生物科学(师范)(报考该专业组部分专业有色觉要求,详询院校)","生物科学类","4","低热度远缘方向","理学基础"
"广西民族师范学院","广西民族师范学院02","09","食品科学与工程(报考该专业组部分专业有色觉要求,详询院校)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"广西民族师范学院","广西民族师范学院02","12","数学与应用数学(师范)(报考该专业组部分专业有色觉要求,详询院校)","数学类","2","数学/物理","理学基础"
"广西民族师范学院","广西民族师范学院02","13","物理学(师范)(报考该专业组部分专业有色觉要求,详询院校)","物理学类","2","数学/物理","理学基础"
"贺州学院","贺州学院03","09","食品质量与安全","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"贺州学院","贺州学院03","10","生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)","生物工程类","4","低热度远缘方向","低热度远缘"
"广西科技大学","广西科技大学03","12","土木工程(文昌校区)","土木类","4","低热度远缘方向","低热度远缘"
"广西科技大学","广西科技大学03","13","化学工程与工艺(柳石校区)","化工与制药类","3","三梯队行业方向","理学基础"
"广西科技大学","广西科技大学03","14","纺织工程(柳石校区)","纺织类","4","低热度远缘方向","低热度远缘"
"广西科技大学","广西科技大学03","15","生物工程(柳石校区)","生物工程类","4","低热度远缘方向","低热度远缘"
"广西科技大学","广西科技大学03","16","交通运输(应用本科)(柳东校区)","交通运输类","3","三梯队行业方向","三梯队"
"河池学院","河池学院01","01","应用化学(以下专业在龙江校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"梧州学院","梧州学院03","13","资源循环科学与工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","三梯队"
"梧州学院","梧州学院03","14","制药工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","化工与制药类","3","三梯队行业方向","三梯队"
"梧州学院","梧州学院03","15","茶学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","植物生产类","4","低热度远缘方向","低热度远缘"
"梧州学院","梧州学院03","16","数学与应用数学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","数学类","2","数学/物理","理学基础"
"海南大学","海南大学09","22","数学与应用数学(以下专业除注明外在海甸校区学习)","数学类","2","数学/物理","理学基础"
"海南大学","海南大学09","23","化学(以下专业除注明外在海甸校区学习)","化学类","4","低热度远缘方向","理学基础"
"海南大学","海南大学09","24","化学工程与工艺(以下专业除注明外在海甸校区学习)","化工与制药类","3","三梯队行业方向","理学基础"
"海南大学","海南大学09","27","材料科学与工程(以下专业除注明外在海甸校区学习)","材料类","3","三梯队行业方向","材料"
"海南大学","海南大学09","28","高分子材料与工程(以下专业除注明外在海甸校区学习)","材料类","3","三梯队行业方向","材料"
"海南大学","海南大学09","35","土木工程(以下专业除注明外在海甸校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"海南大学","海南大学09","36","海洋工程与技术(第一、二学年在海甸校区学习,第三学年起在三亚崖州校区学习)(以下专业除注明外在海甸校区学习)","海洋工程类","3","三梯队行业方向","三梯队"
"海南大学","海南大学09","37","环境科学(以下专业除注明外在海甸校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"海南师范大学","海南师范大学13","21","数学与应用数学(师范)(以下专业除注明外在桂林洋校区学习)","数学类","2","数学/物理","理学基础"
"海南热带海洋学院","海南热带海洋学院07","20","物理学(师范)(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","物理学类","2","数学/物理","理学基础"
"海南热带海洋学院","海南热带海洋学院07","21","化学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","22","海洋科学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","23","海洋技术(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","24","海洋资源与环境(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋科学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","25","生物科学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","26","生态学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"海南热带海洋学院","海南热带海洋学院07","33","轮机工程(陆上方向)(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","交通运输类","3","三梯队行业方向","三梯队"
"海南热带海洋学院","海南热带海洋学院07","34","智慧海洋技术(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","海洋工程类","3","三梯队行业方向","三梯队"
"海南热带海洋学院","海南热带海洋学院07","35","环境工程(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","36","食品科学与工程(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","37","食品质量与安全(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","38","食品营养与健康(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","39","园艺(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","植物生产类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","40","水产养殖学(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"海南热带海洋学院","海南热带海洋学院07","41","海洋渔业科学与技术(以下专业在三亚校区学习,报考该专业组部分专业有色觉、视力要求,具体请查阅院校招生章程)","水产类","4","低热度远缘方向","低热度远缘"
"琼台师范学院","琼台师范学院04","06","生物科学(桂林洋校区)(报考该专业组有色觉要求,具体请查阅院校招生章程)","生物科学类","4","低热度远缘方向","理学基础"
"四川大学","四川大学12","24","材料科学与工程(以下专业在江安校区学习,入校后只能在奥克兰学院内转专业。具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","材料类","3","三梯队行业方向","材料"
"四川大学","四川大学14","28","化学类(化学、应用化学)(以下专业在江安校区学习)","化学类","4","低热度远缘方向","理学基础"
"四川大学","四川大学14","29","生物科学类(生物科学、生态学、生物科学(计算生物学双学士学位))(以下专业在江安校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"四川大学","四川大学14","31","高分子材料与工程(以下专业在江安校区学习)","材料类","3","三梯队行业方向","材料"
"四川大学","四川大学14","32","材料类(先进材料与新能源)(材料科学与工程、新能源材料与器件)(以下专业在江安校区学习)","材料类","3","三梯队行业方向","材料"
"四川大学","四川大学14","36","工科试验班(绿色城市与智慧建造)(环境工程、土木工程、工程力学)(以下专业在江安校区学习)","工科试验班类","3","三梯队行业方向","理学基础"
"四川大学","四川大学14","37","工科试验班(先进化工与高端装备类)(化学工程与工艺、制药工程、生物工程、过程装备与控制工程)(以下专业在江安校区学习)","工科试验班类","3","三梯队行业方向","理学基础"
"四川大学","四川大学14","40","工科试验班(先进低碳材料、食品健康与智能设计)(食品科学与工程、生物工程(轻工生物方向)、生物质技术与工程、智能工程与创意设计)(以下专业在江安校区学习)","工科试验班类","3","三梯队行业方向","材料"
"四川大学","四川大学14","44","药学类(药学、临床药学)(以下专业在江安校区学习)","药学类","4","低热度远缘方向","低热度远缘"
"四川大学","四川大学14","45","高分子材料与工程(先进高分子材料工程创新班)(以下专业在江安校区学习)","材料类","3","三梯队行业方向","材料"
"四川大学","四川大学14","46","物理学(拔尖计划)(以下专业在江安校区学习)","物理学类","2","数学/物理","理学基础"
"西南交通大学","西南交通大学04","13","能源动力类(建筑环境与能源应用工程、能源与动力工程)(以下专业在犀浦校区学习)","能源动力类","3","三梯队行业方向","能动"
"西南交通大学","西南交通大学07","23","新能源科学与工程(以下专业在东部国际校区学习)","能源动力类","3","三梯队行业方向","能动"
"西南交通大学","西南交通大学07","24","智能建造(以下专业在东部国际校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"西南交通大学","西南交通大学07","25","智慧交通(以下专业在东部国际校区学习)","交通运输类","3","三梯队行业方向","三梯队"
"西南交通大学","西南交通大学11","38","材料科学与工程(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","材料类","3","三梯队行业方向","材料"
"西南交通大学","西南交通大学11","39","高分子材料与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","材料类","3","三梯队行业方向","材料"
"西南交通大学","西南交通大学11","43","土木工程(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)","土木类","4","低热度远缘方向","低热度远缘"
"西南财经大学","西南财经大学07","39","数学与应用数学(基础学科拔尖实验班)","数学类","2","数学/物理","理学基础"
"西南财经大学","西南财经大学07","43","数学与应用数学(数学+经济学双学士学位)","数学类","2","数学/物理","理学基础"
"成都理工大学","成都理工大学08","15","信息与计算科学(以下专业在宜宾校区学习)","数学类","2","数学/物理","理学基础"
"成都理工大学","成都理工大学08","16","环境科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在宜宾校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"成都理工大学","成都理工大学09","22","行星科学(以下专业在校本部学习)","地球物理学类","2","数学/物理","理学基础"
"成都理工大学","成都理工大学09","23","空间科学与技术(以下专业在校本部学习)","地球物理学类","2","数学/物理","理学基础"
"西华大学","西华大学03","07","化学","化学类","4","低热度远缘方向","理学基础"
"西华大学","西华大学03","08","制药工程","化工与制药类","3","三梯队行业方向","三梯队"
"四川农业大学","四川农业大学02","04","环境科学(以下专业除注明外在成都校区学习)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"四川农业大学","四川农业大学02","05","食品科学与工程(以下专业除注明外在成都校区学习)","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"四川农业大学","四川农业大学02","07","生物工程(雅安校区)(以下专业除注明外在成都校区学习)","生物工程类","4","低热度远缘方向","低热度远缘"
"成都大学","成都大学05","07","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"成都大学","成都大学05","08","食品质量与安全","食品科学与工程类","4","低热度远缘方向","低热度远缘"
"四川轻化工大学","四川轻化工大学02","04","数学与应用数学(师范)","数学类","2","数学/物理","理学基础"
"四川轻化工大学","四川轻化工大学02","08","环境工程","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"西南科技大学","西南科技大学06","12","应用物理学(青义校区)","物理学类","2","数学/物理","理学基础"
"西南科技大学","西南科技大学07","15","应用化学(青义校区)","化学类","4","低热度远缘方向","理学基础"
"西南科技大学","西南科技大学07","16","特种能源技术与工程(青义校区)","兵器类","3","三梯队行业方向","三梯队"
"西南科技大学","西南科技大学07","17","核工程与核技术(青义校区)","核工程类","3","三梯队行业方向","能动"
"西南科技大学","西南科技大学07","18","环境工程(青义校区)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"西南科技大学","西南科技大学07","20","制药工程(青义校区)","化工与制药类","3","三梯队行业方向","三梯队"
"西南科技大学","西南科技大学07","22","建筑环境与能源应用工程(青义校区)","土木类","4","低热度远缘方向","能动"
"四川师范大学","四川师范大学05","08","数学与应用数学(师范)(狮子山校区)(以下专业除注明外在成龙校区学习)","数学类","2","数学/物理","理学基础"
"四川师范大学","四川师范大学05","09","化学(师范)(师子山校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业除注明外在成龙校区学习)","化学类","4","低热度远缘方向","理学基础"
"四川师范大学","四川师范大学05","10","物理学(师范)(以下专业除注明外在成龙校区学习)","物理学类","2","数学/物理","理学基础"
"四川师范大学","四川师范大学05","13","安全工程(智慧安全)(以下专业除注明外在成龙校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"四川师范大学","四川师范大学05","14","安全工程(能源安全)(以下专业除注明外在成龙校区学习)","安全科学与工程类","4","低热度远缘方向","低热度远缘"
"西南石油大学","西南石油大学02","02","石油工程","矿业类","3","三梯队行业方向","三梯队"
"西南石油大学","西南石油大学02","03","油气储运工程(报考该专业有色觉要求,具体请查阅院校招生章程)","矿业类","3","三梯队行业方向","三梯队"
"西南石油大学","西南石油大学02","04","资源勘查工程(报考该专业有色觉要求,具体请查阅院校招生章程)","地质类","4","低热度远缘方向","低热度远缘"
