reason,subject,school,group,code,name,from_group,plan25,score25,rank25,before_score25,before_rank25
cross_25_exact_name,物理,中南大学,中南大学07,29,"工科试验班(生物医药类智慧创新班)(生物信息学、药学、生物医学工程)(“急需人才培养周期缩短路径”改革试点,大类内专业任选;录取有体检要求,具体参见学校章程)",中南大学02,13,637,9279,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学06,58,人工智能(拔尖创新班),南京航空航天大学06,16,646,5633,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学06,55,能源与动力工程(拔尖创新班)(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学06,57,飞行器适航技术(拔尖创新班),南京航空航天大学06,2,645,5985,,
cross_25_unique_signature,物理,南京航空航天大学,南京航空航天大学07,97,应用物理学(应用物理学+机器人工程双学士学位复合型人才培养项目),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学07,71,机器人工程(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,北京科技大学,北京科技大学08,18,"工科试验班类(关键金属提取数智创新班)(冶金工程)(特殊班型,特殊培养政策详见学校本科招生网)",北京科技大学04,8,638,8837,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学03,22,测绘工程(测绘技术、时空信息保障初级技术军官)(只招男生)(体检标准:测绘岗位合格),网络空间部队信息工程大学06,1,635,10262,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学02,17,密码学(密码技术研发初级指挥军官)(只招男生)(体检标准:通用标准合格),网络空间部队信息工程大学03,1,631,12320,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学02,05,水声工程(水下信息感知处理初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),网络空间部队信息工程大学04,2,620,19004,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学02,20,认知安全与技术(网络认知安全初级技术军官)(只招男生)(体检标准:通用标准合格),网络空间部队信息工程大学03,2,631,12320,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学02,04,通信工程(无线感知处理、通信装备设计初级技术军官)(只招男生)(体检标准:通用标准合格),网络空间部队信息工程大学04,1,630,12829,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学04,29,人工智能(智能信息处理、智能装备研发初级技术军官)(只招女生)(体检标准:通用标准合格),网络空间部队信息工程大学03,1,644,6362,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学04,32,信息对抗技术(网络防御初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),网络空间部队信息工程大学03,2,635,10262,,
cross_25_exact_name,物理,网络空间部队信息工程大学,网络空间部队信息工程大学04,27,电子信息工程(电子信息处理与分析初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),网络空间部队信息工程大学03,1,635,10262,,
cross_25_exact_name,物理,信息支援部队工程大学,信息支援部队工程大学01,06,指挥信息系统工程(指挥信息系统建设、运用初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),信息支援部队工程大学01,3,634,10750,,
cross_25_exact_name,物理,信息支援部队工程大学,信息支援部队工程大学01,05,数据科学与大数据技术(数据信息技术与应用初级技术军官)(只招男生)(体检标准:通用标准合格),信息支援部队工程大学02,3,631,12320,,
cross_25_exact_name,物理,信息支援部队工程大学,信息支援部队工程大学01,07,数据链工程(数据链设计、开发与组织管理初级技术军官)(只招男生)(体检标准:通用标准合格),信息支援部队工程大学04,1,650,4363,,
cross_25_exact_name,物理,信息支援部队工程大学,信息支援部队工程大学01,01,智能视觉工程(智能视觉系统构建与管理初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),信息支援部队工程大学01,1,635,10262,,
cross_25_exact_name,物理,信息支援部队工程大学,信息支援部队工程大学03,13,电磁频谱工程(电磁频谱管理初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),信息支援部队工程大学02,2,632,11769,,
cross_25_exact_name,物理,吉林大学,吉林大学17,54,仿生科学与工程(仿生智能机器人特色班),吉林大学07,6,626,15099,,
cross_25_exact_name,物理,中国刑事警察学院,中国刑事警察学院07,15,禁毒学(只招男生)(面向地方公安机关入警就业),中国刑事警察学院08,1,614,23214,,
cross_25_exact_name,物理,中国刑事警察学院,中国刑事警察学院08,19,公安情报学(只招女生)(面向地方公安机关入警就业),中国刑事警察学院07,1,624,16379,,
cross_25_exact_name,物理,兰州大学,兰州大学15,51,大气科学,兰州大学04,4,632,11769,,
cross_25_exact_name,物理,兰州大学,兰州大学16,53,核工程与核技术(核聚变科学与工程方向),兰州大学04,2,637,9279,,
cross_25_exact_name,物理,兰州大学,兰州大学16,55,辐射防护与核安全(核医学物理与技术创新班),兰州大学04,3,634,10750,,
cross_25_exact_name,物理,兰州大学,兰州大学17,58,生物科学(生物医药创新班),兰州大学04,4,632,11769,,
cross_25_exact_name,物理,兰州大学,兰州大学10,23,"数学与应用数学(萃英班)(一年级末组织资格审查,不符合条件的转入普通班学习,具体条件详见学校本科招生网)",兰州大学04,2,639,8362,,
cross_25_exact_name,物理,兰州大学,兰州大学10,24,"物理学(萃英班)(一年级末组织资格审查,不符合条件的转入普通班学习,具体条件详见学校本科招生网)",兰州大学04,2,637,9279,,
cross_25_exact_name,物理,兰州大学,兰州大学11,26,"生物科学(萃英班)(一年级末组织资格审查,不符合条件的转入普通班学习,具体条件详见学校本科招生网)",兰州大学04,4,632,11769,,
cross_25_exact_name,历史,南开大学,南开大学02,02,工商管理类(财务管理、工商管理、市场营销、人力资源管理、会计学、旅游管理、会展经济与管理、体育旅游)(本专业大类内专业任选),南开大学02,4,636,828,,
cross_25_exact_name,物理,华北电力大学(保定),华北电力大学(保定)06,25,机械工程(输电线路工程),华北电力大学(保定)03,8,629,13359,,
cross_25_exact_name,物理,华北电力大学(保定),华北电力大学(保定)04,12,电气工程及其自动化(创新班),华北电力大学(保定)03,17,639,8362,,
cross_25_exact_name,历史,香港中文大学(深圳),香港中文大学(深圳)01,01,人文科学试验班(应用心理学、城市管理)(该专业只招收该校测试合格的考生)(大一结束时学生可在人文社科学院的所有专业内选定主修专业),香港中文大学(深圳)02,2,631,1171,,
cross_25_exact_name,历史,香港中文大学(深圳),香港中文大学(深圳)01,02,经济管理试验班(经济学、金融学、市场营销、会计学、国际商务)(该专业只招收该校测试合格的考生)(大一结束时学生可在经管学院的所有专业内选定主修专业),香港中文大学(深圳)02,3,631,1171,,
cross_25_exact_name,物理,河海大学,河海大学07,55,机械工程(产教融合卓越班)(第二学年起在常州校区学习),河海大学07,30,629,13359,,
cross_25_exact_name,物理,河海大学,河海大学07,58,材料科学与工程(产教融合卓越班)(第二学年起在常州校区学习),河海大学07,15,631,12320,,
cross_25_exact_name,物理,河海大学,河海大学07,56,物联网工程(产教融合卓越班)(第二学年起在常州校区学习),河海大学07,95,628,13915,,
cross_25_exact_name,物理,河海大学,河海大学07,57,自动化(产教融合卓越班)(第二学年起在常州校区学习),河海大学07,90,629,13359,,
cross_25_exact_name,物理,华东理工大学,华东理工大学03,44,高分子材料与工程(中外合作办学)(中奥合作创新班)(只录取有专业志愿的考生),华东理工大学03,5,631,12320,,
cross_25_exact_name,历史,中央财经大学,中央财经大学02,10,经济学类(澄明书院)[经济学(数理经济与数理金融)、金融学(国际金融与公司理财)、财政学(财政理论与政策)],中央财经大学01,2,632,1111,,
cross_25_exact_name,物理,华北电力大学(北京),华北电力大学(北京)04,16,电气工程及其自动化(领军人才班),华北电力大学(北京)03,13,637,9279,,
cross_25_exact_name,物理,海军潜艇学院,海军潜艇学院03,06,无人系统指挥与控制(水下无人初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),海军潜艇学院03,3,618,20349,,
cross_25_exact_name,物理,海军潜艇学院,海军潜艇学院01,04,水下特种工程(水下特种工程初级指挥军官)(只招男生)(体检标准:潜艇岗位合格),海军潜艇学院02,3,594,40639,,
cross_25_exact_name,物理,海军潜艇学院,海军潜艇学院02,05,船舶与海洋工程(潜水初级指挥军官)(只招男生)(体检标准:潜水岗位合格),海军潜艇学院02,3,595,39620,,
cross_25_exact_name,物理,海军工程大学,海军工程大学05,25,通信工程(岸海通信、数据链初级指挥与技术军官)(只招女生)(体检标准:通信导航岗位合格),海军工程大学04,1,630,12829,,
cross_25_exact_name,物理,海军工程大学,海军工程大学01,04,数据科学与大数据技术(信息与数据保障初级技术军官)(只招男生)(体检标准:通用标准合格),海军工程大学06,1,654,3281,,
cross_25_exact_name,物理,海军工程大学,海军工程大学01,09,装备经济管理(装备经济管理初级技术军官)(只招男生)(体检标准:通用标准合格),海军工程大学06,1,632,11769,,
cross_25_exact_name,物理,海军工程大学,海军工程大学02,19,军港勤务工程(舰艇军需保障初级指挥军官)(只招男生)(体检标准:舰艇岗位合格),海军工程大学01,2,621,18319,,
cross_25_exact_name,物理,海军工程大学,海军工程大学02,13,能源与动力工程(舰艇机电初级指挥与技术军官)(只招男生)(体检标准:舰艇岗位合格),海军工程大学02,2,620,19004,,
cross_25_exact_name,物理,首都医科大学,首都医科大学02,08,口腔医学,首都医科大学01,1,637,9279,,
cross_25_exact_name,历史,对外经济贸易大学,对外经济贸易大学02,05,外国语言文学类[商务英语(含与金融学、法学、会计学双学士学位项目)、翻译(含与金融学、法学、会计学双学士学位项目)、英语(含与金融学、法学、会计学双学士学位项目)](只招英语考生),对外经济贸易大学02,2,630,1250,,
cross_25_exact_name,物理,哈尔滨工程大学,哈尔滨工程大学16,32,水声工程(钱学森班)(校本部),哈尔滨工程大学04,3,637,9279,,
cross_25_exact_name,物理,海军军医大学,海军军医大学03,13,护理学(护师)(只招女生)(体检标准:医疗卫生岗位合格),海军军医大学06,1,603,32190,,
cross_25_exact_name,物理,海军军医大学,海军军医大学01,01,公共事业管理(医疗卫勤分队指挥军官)(只招男生)(体检标准:医疗卫生岗位合格),海军军医大学01,1,619,19674,,
cross_25_exact_name,历史,吉林大学,吉林大学02,02,社会学类(社会学、社会工作)(前卫南区),吉林大学02,6,617,2644,,
cross_25_exact_name,物理,天津医科大学,天津医科大学03,06,口腔医学,天津医科大学03,2,634,10750,,
cross_25_exact_name,物理,空军工程大学,空军工程大学04,27,大数据管理与应用(全域数据管理运维初级指挥与技术军官)(只招男生)(体检标准:通信导航岗位合格),空军工程大学02,1,623,17028,,
cross_25_exact_name,物理,空军工程大学,空军工程大学04,25,数据链工程(数据链初级指挥与技术军官)(只招男生)(体检标准:通信导航岗位合格),空军工程大学02,2,626,15099,,
cross_25_exact_name,物理,空军工程大学,空军工程大学04,26,电磁频谱工程(电磁频谱初级指挥与技术军官)(只招男生)(体检标准:通信导航岗位合格),空军工程大学02,1,623,17028,,
cross_25_exact_name,物理,空军工程大学,空军工程大学03,12,军事运输投送(航空运输投送初级指挥军官)(只招男生)(体检标准:通用标准合格),空军工程大学05,3,590,44618,,
cross_25_exact_name,物理,空军工程大学,空军工程大学03,06,智能装备与系统(无人智能算法运维初级技术军官)(只招男生)(体检标准:通用标准合格),空军工程大学03,1,625,15713,,
cross_25_exact_name,物理,中国矿业大学,中国矿业大学05,39,机器人工程(孙越崎特色班),中国矿业大学04,16,622,17706,,
cross_25_exact_name,物理,中国矿业大学,中国矿业大学05,42,电气工程及其自动化(孙越崎特色班),中国矿业大学04,67,631,12320,,
cross_25_exact_name,历史,山东大学,山东大学03,03,社会学类(社会学、社会工作、人类学),山东大学02,2,627,1489,,
cross_25_exact_name,物理,南京邮电大学,南京邮电大学07,32,集成电路设计与集成系统(EDA菁英班),南京邮电大学07,129,614,23214,,
cross_25_exact_name,物理,南京邮电大学,南京邮电大学08,45,物联网工程(鸿蒙菁英班),南京邮电大学07,79,610,26330,,
cross_25_exact_name,物理,南京邮电大学,南京邮电大学09,51,自动化(拔尖创新班),南京邮电大学07,116,612,24769,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学01,11,伪装与防护工程(伪装分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军工程大学02,1,617,21043,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学01,05,侦察情报[侦察兵分队指挥军官(特种作战侦察)](只招男生)(体检标准:通用标准合格),陆军工程大学02,1,613,23947,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学01,06,军事设施工程(工程建筑、维护分队指挥与技术军官)(只招男生)(体检标准:通用标准合格),陆军工程大学02,1,618,20349,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学01,03,无人系统指挥与控制(无人机运用与指挥初级指挥军官)(只招男生)(体检标准:通用标准合格),陆军工程大学02,2,620,19004,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学01,04,无人系统指挥与控制(无人破障初级指挥军官)(只招男生)(体检标准:通用标准合格),陆军工程大学02,2,620,19004,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学05,28,数据科学与大数据技术(数据科学与大数据技术初级技术军官)(只招男生)(体检标准:通信导航岗位合格),陆军工程大学06,2,622,17706,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学06,30,航海技术(卸载转运初级指挥军官)(只招男生)(体检标准:舰艇岗位合格),陆军工程大学08,2,607,28841,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学06,32,轮机工程(船艇机电部门初级指挥军官)(只招男生)(体检标准:舰艇岗位合格),陆军工程大学08,1,611,25515,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学03,15,指挥信息系统工程(指挥信息系统工程初级技术军官)(只招男生)(体检标准:通信导航岗位合格),陆军工程大学03,1,628,13915,,
cross_25_exact_name,物理,陆军工程大学,陆军工程大学08,37,新能源科学与工程(电能保障、能源安全防护初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),陆军工程大学05,2,618,20349,,
cross_25_exact_name,历史,中国海洋大学,中国海洋大学02,02,英语(崂山校区),中国海洋大学02,1,616,2784,,
cross_25_exact_name,历史,中国传媒大学,中国传媒大学04,08,广播电视编导(视听编辑),中国传媒大学05,2,618,2510,,
cross_25_exact_name,物理,联勤保障部队工程大学,联勤保障部队工程大学03,13,智能运输工程(无人运输投送分队指挥军官)(只招男生)(体检标准:通用标准合格),联勤保障部队工程大学04,1,611,25515,,
cross_25_exact_name,物理,联勤保障部队工程大学,联勤保障部队工程大学01,02,军需勤务(军需保障初级指挥军官)(只招男生)(体检标准:通用标准合格),联勤保障部队工程大学01,1,608,27965,,
cross_25_exact_name,物理,联勤保障部队工程大学,联勤保障部队工程大学05,17,军事能源工程(油料保障初级指挥与技术军官)(只招女生)(体检标准:油料岗位合格),联勤保障部队工程大学03,1,607,28841,,
cross_25_exact_name,物理,首都师范大学,首都师范大学02,08,电子信息工程(智能感知与具身系统),首都师范大学02,2,607,28841,,
cross_25_exact_name,物理,武汉理工大学,武汉理工大学05,11,土木类(土木工程、建筑环境与能源应用工程、给排水科学与工程、工程管理),武汉理工大学06,22,617,21043,,
cross_25_exact_name,物理,南京师范大学,南京师范大学25,85,财务管理,南京师范大学14,3,601,33985,,
cross_25_exact_name,物理,南京农业大学,南京农业大学08,39,农业智能装备工程(金善宝实验班),南京农业大学04,2,613,23947,,
cross_25_exact_name,物理,南京农业大学,南京农业大学08,34,生物育种科学(金善宝实验班),南京农业大学05,15,607,28841,,
cross_25_exact_name,物理,中国石油大学(华东),中国石油大学(华东)04,28,"新能源科学与工程(菁英班)(含过程装备与控制工程、能源与动力工程、电气工程及其自动化、新能源科学与工程、储能科学与工程,分流时可在上述专业中自由选择)",中国石油大学(华东)03,2,611,25515,,
cross_25_exact_name,物理,火箭军工程大学,火箭军工程大学01,03,侦测工程(遥测、侦测和信息处理初级指挥军官)(只招男生)(体检标准:导弹岗位合格),火箭军工程大学01,1,610,26330,,
cross_25_exact_name,物理,空军预警学院,空军预警学院01,02,侦察情报(情报分析和技术保障初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),空军预警学院03,1,620,19004,,
cross_25_exact_name,物理,南京师范大学,南京师范大学16,68,自动化,南京师范大学30,44,620,19004,,
cross_25_exact_name,物理,南京师范大学,南京师范大学14,51,光电信息科学与工程,南京师范大学30,26,620,19004,,
cross_25_exact_name,历史,大连海事大学,大连海事大学02,06,法学(东北财经大学会计学联培项目),大连海事大学01,3,611,3605,,
cross_25_exact_name,物理,南京警察学院,南京警察学院08,32,警犬技术(只招女生)(面向地方公安机关入警就业),南京警察学院05,3,580,55261,,
cross_25_exact_name,物理,大连海事大学,大连海事大学09,29,"轮机工程(陆上专业)(报考该专业有色觉要求,具体请查阅院校招生章程)",大连海事大学03,4,607,28841,,
cross_25_exact_name,物理,北京林业大学,北京林业大学12,52,生物科学(中药学复合人才拔尖班),北京林业大学08,1,617,21043,,
cross_25_exact_name,物理,大连海事大学,大连海事大学04,09,管理科学与工程类(信息管理与信息系统、大数据管理与应用、电子商务)(校本部),大连海事大学04,3,595,39620,,
cross_25_exact_name,物理,大连海事大学,大连海事大学05,11,机械类[机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程(海洋智能装备)],大连海事大学06,4,613,23947,,
cross_25_exact_name,物理,大连海事大学,大连海事大学05,10,计算机类(计算机科学与技术、软件工程、数据科学与大数据技术、网络工程、智能科学与技术),大连海事大学06,14,614,23214,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学01,05,火力指挥与控制工程(弹炮结合分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学01,1,606,29638,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学01,06,火力指挥与控制工程(远程火箭炮分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学01,1,606,29638,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学01,19,管理科学(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学02,1,599,35803,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学01,10,雷达工程(防空兵保障分队指挥与技术军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学01,3,601,33985,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学02,23,火力指挥与控制工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学01,1,606,29638,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学02,26,管理科学(装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学02,1,599,35803,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学02,25,管理科学(装甲步兵分队指挥警官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学02,1,599,35803,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学06,30,机械工程(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学04,3,602,33069,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学06,31,电气工程及其自动化(远程火箭炮分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军兵种大学04,1,606,29638,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学07,45,光电信息科学与工程(装甲侦察分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学04,1,605,30492,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学07,42,材料科学与工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学05,1,601,33985,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学07,41,材料科学与工程(海军陆战队装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学05,1,601,33985,,
cross_25_exact_name,物理,陆军兵种大学,陆军兵种大学07,40,车辆工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军兵种大学05,1,603,32190,,
cross_25_exact_name,物理,南京农业大学,南京农业大学06,32,农业智能装备工程,南京农业大学04,2,613,23947,,
cross_25_exact_name,物理,南京农业大学,南京农业大学06,30,农业机械化及其自动化,南京农业大学04,10,614,23214,,
cross_25_exact_name,物理,南京农业大学,南京农业大学06,31,农业电气化,南京农业大学04,8,613,23947,,
cross_25_exact_name,物理,南京农业大学,南京农业大学06,23,"园艺(报考该专业有色觉要求,具体请查阅院校招生章程)",南京农业大学05,3,607,28841,,
cross_25_exact_name,物理,南京农业大学,南京农业大学06,22,环境科学与工程类(环境工程、环境科学、农业资源与环境、生态学),南京农业大学05,5,607,28841,,
cross_25_exact_name,物理,武警工程大学,武警工程大学03,05,应用统计学(执勤分队指挥警官)(只招男生)(体检标准:通用标准合格),武警工程大学03,5,598,36724,,
cross_25_exact_name,物理,武警工程大学,武警工程大学03,13,智能无人系统技术(无人系统初级指挥与技术警官)(只招男生)(体检标准:通用标准合格),武警工程大学03,2,604,31362,,
cross_25_exact_name,物理,武警工程大学,武警工程大学03,12,网络空间安全(执勤分队指挥警官)(只招男生)(体检标准:通用标准合格),武警工程大学04,2,606,29638,,
cross_25_exact_name,物理,武警工程大学,武警工程大学03,08,计算机科学与技术(执勤分队指挥警官)(只招男生)(体检标准:通用标准合格),武警工程大学03,5,603,32190,,
cross_25_exact_name,物理,南京信息工程大学,南京信息工程大学22,44,海洋科学(科教融合拔尖班),南京信息工程大学11,13,597,37720,,
cross_25_exact_name,历史,南京师范大学,南京师范大学04,17,外国语言文学类(俄语、德语、法语、朝鲜语、意大利语、翻译)(只招英语考生),南京师范大学08,18,604,4889,,
cross_25_exact_name,历史,南京师范大学,南京师范大学04,09,经济学,南京师范大学08,17,609,3921,,
cross_25_exact_name,历史,南京师范大学,南京师范大学03,04,历史学类(考古学、文物与博物馆学),南京师范大学08,4,613,3261,,
cross_25_exact_name,历史,南京师范大学,南京师范大学03,03,新闻传播学类(新闻学、广告学、网络与新媒体),南京师范大学08,44,604,4889,,
cross_25_exact_name,历史,苏州大学,苏州大学01,01,新闻学,苏州大学08,39,605,4658,,
cross_25_exact_name,历史,苏州大学,苏州大学02,02,社会学,苏州大学09,25,602,5300,,
cross_25_exact_name,历史,东北财经大学,东北财经大学01,05,会计学(国际会计方向),东北财经大学01,2,610,3741,,
cross_25_exact_name,物理,太原理工大学,太原理工大学05,24,人工智能(试验班),太原理工大学01,2,606,29638,,
cross_25_exact_name,物理,太原理工大学,太原理工大学05,23,电子信息工程(试验班),太原理工大学01,2,601,33985,,
cross_25_exact_name,历史,中央司法警官学院,中央司法警官学院06,15,禁毒学(戒毒方向)(只招女生),中央司法警官学院03,2,589,8707,,
cross_25_exact_name,物理,苏州大学,苏州大学29,59,生物制药,苏州大学36,19,618,20349,,
cross_25_exact_name,物理,苏州大学,苏州大学27,56,城乡规划,苏州大学29,16,601,33985,,
cross_25_exact_name,物理,苏州大学,苏州大学27,55,建筑学,苏州大学29,38,601,33985,,
cross_25_exact_name,物理,苏州大学,苏州大学22,46,化学(师范),苏州大学32,17,613,23947,,
cross_25_exact_name,物理,苏州大学,苏州大学25,50,放射医学,苏州大学35,82,617,21043,,
cross_25_exact_name,物理,南京林业大学,南京林业大学03,24,森林工程,南京林业大学12,4,585,49806,,
cross_25_exact_name,物理,南京林业大学,南京林业大学03,22,给排水科学与工程,南京林业大学12,12,573,63454,,
cross_25_unique_signature,物理,东北林业大学,东北林业大学06,24,"计算机科学与技术(中外合作办学)(海南国际学院)(与澳大利亚悉尼科技大学合作办学)(采取“3+1”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)",东北林业大学04,1,591,43570,,
cross_25_exact_name,物理,中国计量大学,中国计量大学03,08,测控技术与仪器(量新学院),中国计量大学03,5,596,38685,,
cross_25_exact_name,物理,中国计量大学,中国计量大学03,09,自动化(量新学院),中国计量大学03,5,593,41599,,
cross_25_exact_name,物理,郑州警察学院,郑州警察学院10,19,侦查学(只招女生)(面向铁路公安机关入警就业),郑州警察学院05,4,576,59905,,
cross_25_exact_name,物理,郑州警察学院,郑州警察学院11,20,治安学(城轨安全与执法方向)(只招男生)(面向地方公安机关入警就业),郑州警察学院05,4,577,58764,,
cross_25_exact_name,物理,郑州警察学院,郑州警察学院12,21,治安学(城轨安全与执法方向)(只招女生)(面向地方公安机关入警就业),郑州警察学院05,4,577,58764,,
cross_25_exact_name,物理,南京信息工程大学,南京信息工程大学12,23,地理空间信息工程,南京信息工程大学11,23,594,40639,,
cross_25_exact_name,物理,陆军步兵学院,陆军步兵学院03,10,指挥信息系统工程(轻高机、空突步兵分队指挥军官)(只招男生)(体检标准:通用标准合格),陆军步兵学院02,1,597,37720,,
cross_25_exact_name,物理,陆军步兵学院,陆军步兵学院06,13,装甲车辆工程(装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),陆军步兵学院04,10,595,39620,,
cross_25_unique_signature,历史,南京审计大学,南京审计大学03,04,审计学(与中兴华会计师事务所联合培养),南京审计大学02,15,606,4462,,
cross_25_exact_name,历史,浙江财经大学,浙江财经大学01,03,金融学(文华创新学院),浙江财经大学01,1,589,8707,,
cross_25_exact_name,物理,中国石油大学(北京)克拉玛依校区,中国石油大学(北京)克拉玛依校区02,08,石油工程(数智复合人才实验班),中国石油大学(北京)克拉玛依校区02,5,596,38685,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,44,低空技术与工程(常州市天目湖校区)(报考该专业须查阅院校招生章程),南京航空航天大学06,2,645,5985,,
cross_25_unique_signature,物理,南京航空航天大学,南京航空航天大学04,33,信息与计算科学(信息与计算科学+人工智能双学士学位复合型人才培养项目),南京航空航天大学06,6,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,41,信息安全,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,37,信息管理与信息系统,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,16,储能科学与工程(南京市将军路校区),南京航空航天大学06,1,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,48,光电信息材料与器件,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,39,光电信息科学与工程(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,29,增材制造工程,南京航空航天大学06,1,645,5985,,
cross_25_unique_signature,物理,南京航空航天大学,南京航空航天大学04,47,应用物理学(应用物理学+电子信息科学与技术双学士学位复合型人才培养项目),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,34,应用统计学,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,49,微电子科学与工程(集成电路设计),南京航空航天大学06,6,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,43,无人驾驶航空器系统工程(常州市天目湖校区)(报考该专业须查阅院校招生章程),南京航空航天大学06,1,652,3805,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,25,智能制造工程(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,13,智能飞行器技术(南京市将军路校区),南京航空航天大学06,1,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,26,机器人工程(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,23,机械工程(南京市将军路校区),南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,27,材料科学与工程,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,42,物联网工程,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,14,能源与动力工程(大飞机)(南京市将军路校区),南京航空航天大学06,2,645,5985,,
