reason,subject,school,group,code,name,from_group,plan25,score25,rank25,before_score25,before_rank25
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,18,自动化,南京航空航天大学06,16,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,15,车辆工程(智能无人系统)(南京市将军路校区),南京航空航天大学06,1,645,5985,,
cross_25_exact_name,物理,南京航空航天大学,南京航空航天大学04,31,飞行器适航技术,南京航空航天大学06,2,645,5985,,
cross_25_exact_name,物理,西南政法大学,西南政法大学08,20,工商管理类(工商管理、会计学、审计学、电子商务及法律、劳动关系)(两江校区),西南政法大学06,3,601,33985,,
cross_25_exact_name,历史,湖北中医药大学,湖北中医药大学02,12,针灸推拿学(数智国际创新班),湖北中医药大学01,2,588,8976,,
cross_25_exact_name,历史,南京邮电大学,南京邮电大学02,07,财务管理(拔尖创新班)(三牌楼校区),南京邮电大学02,16,591,8106,,
cross_25_exact_name,物理,沈阳药科大学,沈阳药科大学02,13,生物制药(生命基地班),沈阳药科大学01,5,581,54119,,
cross_25_exact_name,物理,江苏大学,江苏大学05,18,医学检验技术,江苏大学24,58,576,59905,,
cross_25_exact_name,物理,江苏大学,江苏大学06,19,制药工程,江苏大学24,4,582,52996,,
cross_25_exact_name,历史,南京邮电大学,南京邮电大学01,02,人力资源管理(三牌楼校区),南京邮电大学02,18,585,9942,,
cross_25_exact_name,历史,南京邮电大学,南京邮电大学01,01,广告学,南京邮电大学02,20,583,10538,,
cross_25_exact_name,物理,南京林业大学,南京林业大学14,91,物联网工程(淮安校区),南京林业大学08,38,604,31362,,
cross_25_exact_name,物理,南京林业大学,南京林业大学15,98,信息与计算科学(淮安校区),南京林业大学08,10,604,31362,,
cross_25_exact_name,物理,南京林业大学,南京林业大学15,95,智能制造工程(淮安校区),南京林业大学09,30,593,41599,,
cross_25_exact_name,物理,南京林业大学,南京林业大学15,96,机器人工程(淮安校区),南京林业大学09,38,593,41599,,
cross_25_exact_name,物理,南京林业大学,南京林业大学15,97,自动化(淮安校区),南京林业大学09,68,595,39620,,
cross_25_exact_name,物理,南京林业大学,南京林业大学05,39,数字经济(淮安校区),南京林业大学05,34,586,48740,,
cross_25_exact_name,历史,南京林业大学,南京林业大学02,16,法学(淮安校区),南京林业大学01,42,591,8106,,
cross_25_exact_name,历史,南京林业大学,南京林业大学02,12,网络与新媒体(淮安校区),南京林业大学01,30,584,10245,,
cross_25_unique_signature,物理,南京审计大学,南京审计大学11,34,审计学(与中兴华会计师事务所联合培养),南京审计大学08,25,608,27965,,
cross_25_exact_name,物理,南京中医药大学,南京中医药大学18,71,药学(在泰州市泰州校区学习),南京中医药大学16,89,573,63454,,
cross_25_exact_name,物理,浙江财经大学,浙江财经大学05,18,经济学(文华创新学院),浙江财经大学03,2,567,70814,,
cross_25_exact_name,历史,郑州警察学院,郑州警察学院02,06,治安学(只招女生)(面向铁路公安机关入警就业),郑州警察学院01,3,573,14117,,
cross_25_exact_name,历史,郑州警察学院,郑州警察学院03,07,治安学(城轨安全与执法方向)(只招男生)(面向地方公安机关入警就业),郑州警察学院01,3,573,14117,,
cross_25_exact_name,历史,郑州警察学院,郑州警察学院04,08,治安学(城轨安全与执法方向)(只招女生)(面向地方公安机关入警就业),郑州警察学院01,3,573,14117,,
cross_25_exact_name,物理,兰州交通大学,兰州交通大学05,47,铁道工程(茅以升班),兰州交通大学03,2,583,51945,,
cross_25_exact_name,物理,兰州交通大学,兰州交通大学06,50,电气工程及其自动化(拔尖人才培养实验班)(校本部),兰州交通大学03,3,590,44618,,
cross_25_exact_name,物理,北京工商大学,北京工商大学02,08,会计学(数字书院实验班),北京工商大学02,5,576,59905,,
cross_25_exact_name,历史,江苏师范大学,江苏师范大学02,08,汉语言文学(敬文书院)(师范),江苏师范大学03,206,575,13339,,
cross_25_exact_name,历史,甘肃政法大学,甘肃政法大学01,09,社会工作,甘肃政法大学01,1,565,17140,,
cross_25_exact_name,物理,南方医科大学,南方医科大学03,19,基础医学(院士创新班),南方医科大学02,2,560,79711,,
cross_25_exact_name,物理,南方医科大学,南方医科大学03,11,预防医学(卓越创新班),南方医科大学02,2,560,79711,,
cross_25_exact_name,物理,南方医科大学,南方医科大学05,22,护理学(卓越班),南方医科大学02,2,555,86192,,
cross_25_exact_name,历史,常州大学,常州大学01,07,金融学(新能源产业数智创新班),常州大学01,64,567,16346,,
cross_25_exact_name,物理,湖北中医药大学,湖北中医药大学06,34,针灸推拿学(数智国际创新班),湖北中医药大学02,2,579,56445,,
cross_25_exact_name,物理,湖北中医药大学,湖北中医药大学09,47,中药学(数智中药创新班),湖北中医药大学03,3,557,83617,,
cross_25_exact_name,物理,湖北中医药大学,湖北中医药大学08,41,护理学(智慧护理远志班),湖北中医药大学03,5,546,98331,,
cross_25_exact_name,历史,江西师范大学,江西师范大学04,17,汉语言文学(师范)(瑶湖校区),江西师范大学05,4,570,15246,,
cross_25_exact_name,物理,湖南中医药大学,湖南中医药大学05,29,"中西医临床医学(慢性病方向)(报考该专业有色觉要求,具体请查阅院校招生章程)",湖南中医药大学04,3,577,58764,,
cross_25_exact_name,物理,湖南中医药大学,湖南中医药大学03,17,中药学(中药种质保护与创制方向),湖南中医药大学03,3,544,101161,,
cross_25_exact_name,物理,湖南中医药大学,湖南中医药大学03,23,护理学(中医智护方向),湖南中医药大学03,2,511,147536,,
cross_25_exact_name,历史,南京工程学院,南京工程学院01,01,市场营销(电力交易创新班),南京工程学院01,34,558,20075,,
cross_25_exact_name,历史,湖南科技大学,湖南科技大学01,11,法学(科技法治班),湖南科技大学01,2,558,20075,,
cross_25_exact_name,物理,西安石油大学,西安石油大学03,16,化学工程与工艺(卓越工程师),西安石油大学03,2,556,84862,,
cross_25_exact_name,物理,西安石油大学,西安石油大学03,15,石油工程(卓越工程师),西安石油大学03,3,577,58764,,
cross_25_exact_name,物理,西安石油大学,西安石油大学04,22,化学工程与工艺(拔尖人才培养),西安石油大学03,2,556,84862,,
cross_25_exact_name,物理,西安石油大学,西安石油大学04,23,测控技术与仪器(拔尖人才培养),西安石油大学04,2,560,79711,,
cross_25_exact_name,物理,西安石油大学,西安石油大学04,20,石油工程(拔尖人才培养),西安石油大学03,3,577,58764,,
cross_25_exact_name,物理,常州大学,常州大学09,48,能源化学工程(低碳能源创新班),常州大学07,148,561,78396,,
cross_25_exact_name,物理,常州大学,常州大学05,24,金融学(新能源产业数智创新班),常州大学04,58,553,88855,,
cross_25_exact_name,物理,常州大学,常州大学14,74,生物工程(合成生物学创新班),常州大学11,91,548,95642,,
cross_25_exact_name,物理,常州大学,常州大学08,43,数据科学与大数据技术(阿里云数智拔尖人才班),常州大学05,132,568,69540,,
cross_25_exact_name,物理,常州大学,常州大学08,44,集成电路设计与集成系统(创新班),常州大学06,120,572,64677,,
cross_25_exact_name,物理,常州大学,常州大学11,60,化学工程与工艺(华罗庚学院拔尖班),常州大学08,216,554,87528,,
cross_25_exact_name,物理,江西师范大学,江西师范大学15,45,数学与应用数学(师范)(瑶湖校区),江西师范大学13,1,580,55261,,
cross_25_exact_name,物理,辽宁石油化工大学,辽宁石油化工大学01,09,自动化(卓越计划班),辽宁石油化工大学01,2,549,94329,,
cross_25_exact_name,历史,吉林警察学院,吉林警察学院01,02,法学(职务犯罪法律实务班)(净月校区)(非公安类招生),吉林警察学院01,8,551,23247,,
cross_25_exact_name,物理,河南理工大学,河南理工大学05,12,土木工程(新能源基础设施实验班),河南理工大学03,2,525,127836,,
cross_25_exact_name,物理,西安工程大学,西安工程大学09,16,纺织工程(未来纺织创新人才班),西安工程大学05,5,540,106680,,
cross_25_exact_name,物理,西安工程大学,西安工程大学13,24,电气工程及其自动化(未来电气创新人才班),西安工程大学09,4,571,65871,,
cross_25_exact_name,物理,北京石油化工学院,北京石油化工学院04,04,化学工程与工艺(卓越工程师班),北京石油化工学院02,2,549,94329,,
cross_25_exact_name,物理,长江大学,长江大学04,27,"石油工程(石油方向与AI智能方向主辅修学位)(第一学年在荆州校区学习,第二学年起在武汉校区学习)",长江大学03,1,578,57591,,
cross_25_exact_name,历史,哈尔滨商业大学,哈尔滨商业大学01,05,法学(国际商事调解方向),哈尔滨商业大学01,2,545,26047,,
cross_25_exact_name,物理,江西农业大学,江西农业大学03,10,教育技术学(AI教育),江西农业大学04,2,538,109484,,
cross_25_exact_name,物理,江西农业大学,江西农业大学07,28,植物保护,江西农业大学05,2,546,98331,,
cross_25_exact_name,物理,苏州工学院,苏州工学院09,61,生物工程(创新班),苏州工学院09,73,525,127836,,
cross_25_exact_name,物理,井冈山大学,井冈山大学05,17,"计算机科学与技术(智能技术)(报考该专业有色觉要求,具体请查阅院校招生章程)",井冈山大学03,6,534,115115,,
cross_25_exact_name,物理,吉林警察学院,吉林警察学院02,05,法学(职务犯罪法律实务班)(非公安类招生),吉林警察学院02,5,530,120767,,
cross_25_exact_name,物理,泰州学院,泰州学院05,44,机械设计制造及其自动化(集萃行本实验班),泰州学院07,100,519,136395,,
cross_25_exact_name,物理,泰州学院,泰州学院05,43,"药学(集萃行本实验班)(报考该专业有色觉要求,具体请查阅院校招生章程)",泰州学院07,80,510,148936,,
cross_25_exact_name,物理,沈阳建筑大学,沈阳建筑大学04,06,电气工程及其自动化(国际本科学术互认课程项目)(主校区),沈阳建筑大学04,1,548,95642,,
cross_25_exact_name,物理,沈阳建筑大学,沈阳建筑大学03,05,工程管理(国际本科学术互认课程项目)(主校区),沈阳建筑大学01,1,543,102526,,
cross_25_exact_name,物理,宿迁学院,宿迁学院05,41,材料科学与工程(集萃创新班),宿迁学院04,71,506,154519,,
cross_25_exact_name,物理,商丘师范学院,商丘师范学院04,28,材料科学与工程(超硬材料),商丘师范学院05,2,504,157259,,
cross_25_exact_name,历史,武汉生物工程学院,武汉生物工程学院01,02,财务管理(智能会计),武汉生物工程学院01,3,498,48630,,
cross_25_exact_name,历史,北京第二外国语学院中瑞酒店管理学院,北京第二外国语学院中瑞酒店管理学院01,02,酒店管理(高端餐饮管理),北京第二外国语学院中瑞酒店管理学院01,2,484,55402,,
cross_25_unique_signature,物理,上海交通大学,上海交通大学04,09,工科试验班类(机械类、海洋工程类、材料科学与工程、航空航天工程、智慧能源工程、可持续能源)(含机械动力类+数学与应用数学、能源与动力工程+化学、船舶与海洋工程+数学与应用数学、材料科学与工程+应用物理学双学士学位),上海交通大学03,33,673,506,,
cross_25_exact_name,物理,上海外国语大学,上海外国语大学07,30,语言学(只招英语考生)(口),上海外国语大学05,2,618,20349,,
cross_25_exact_name,物理,上海大学,上海大学03,06,"材料类[应用化学、冶金工程(含冶金工程+信息管理与信息系统双学士学位)、金属材料工程、无机非金属材料工程、高分子材料与工程、化学工程与工艺、生物工程、生物制药](宝山校区)[高考文化成绩须达特殊类型招生控制线上70分(含),专业分流情况详见院校招生网站](报考该专业有色觉要求,具体请查阅院校招生章程)",上海大学05,6,634,10750,,
cross_25_exact_name,物理,上海财经大学,上海财经大学04,14,"统计学类[统计学(基地班)、经济统计学(金融统计与风险管理)、数据科学](基地班全校选拔,分流时其他类内专业任选)",上海财经大学04,5,643,6732,,
cross_25_exact_name,物理,东北大学,东北大学02,03,经济管理试验班(工业工程、信息管理与信息系统、工商管理、会计学、市场营销、金融学、经济学)(校本部)(该专业部分课程采用英文教材和英语授课),东北大学02,5,625,15713,,
cross_25_exact_name,物理,东北大学,东北大学03,04,工科试验班(矿物加工工程、遥感科学与技术、资源勘查工程、环境工程、安全工程、土木工程)(该专业部分课程采用英文教材和英语授课),东北大学03,4,637,9279,,
cross_25_exact_name,物理,东北大学,东北大学03,05,材料类(材料科学与工程、材料成型及控制工程、材料物理、功能材料),东北大学03,8,635,10262,,
cross_25_exact_name,物理,东华大学,东华大学02,13,"化学类[轻化工程(卓越班)、应用化学](轻化工程含颜色科学与功能实现、绿色染整与生态检测方向;应用化学含精细有机化学品、功能高分子材料、绿色化学工艺及过程方向)(报考该专业有色觉要求,具体请查阅院校招生章程)",东华大学03,8,613,23947,,
cross_25_exact_name,物理,东华大学,东华大学02,11,服装设计与工程(卓越班)(延安路校区),东华大学03,2,613,23947,,
cross_25_exact_name,物理,东华大学,东华大学02,07,机械工程(含机械设计及理论、机械电子工程、机械制造及其自动化方向),东华大学02,13,618,20349,,
cross_25_exact_name,物理,东华大学,东华大学02,15,材料类[高分子材料与工程、无机非金属材料工程、复合材料与工程(卓越班)],东华大学03,8,615,22495,,
cross_25_exact_name,物理,东华大学,东华大学02,12,"生物工程(生物医药方向)(含合成生物学、衰老与重大疾病诊疗方向)(报考该专业有色觉要求,具体请查阅院校招生章程)",东华大学03,3,614,23214,,
cross_25_exact_name,物理,东华大学,东华大学02,06,管理科学与工程类(信息管理与信息系统、电子商务、供应链管理)(延安路校区)(其中信息管理与信息系统、电子商务专业授予工学学士学位),东华大学02,4,618,20349,,
cross_25_exact_name,物理,东南大学,东南大学06,09,经济学类(数智经济与智能管理)(会计学、金融学、经济学、工商管理、国际经济与贸易、物流管理),东南大学07,10,655,3081,,
cross_25_exact_name,物理,东南大学,东南大学07,10,建筑类[建筑学(学制五年)、城乡规划(学制四年)、风景园林(学制四年)],东南大学06,5,657,2618,,
cross_25_exact_name,物理,东南大学,东南大学07,17,生物医学工程类(生物医学工程、智能医学工程、生物信息学、生物科学),东南大学06,4,657,2618,,
cross_25_exact_name,物理,东南大学,东南大学07,16,计算机类(计算机科学与技术、人工智能、网络空间安全、软件工程),东南大学06,45,658,2414,,
cross_25_exact_name,物理,东南大学,东南大学07,15,集成电路设计与集成系统,东南大学06,24,659,2209,,
cross_25_exact_name,物理,东南大学,东南大学08,19,经济学类(数智经济与智能管理)(会计学、金融学、经济学、工商管理、国际经济与贸易、物流管理),东南大学07,10,655,3081,,
cross_25_exact_name,物理,东南大学,东南大学09,20,建筑类[建筑学(学制五年)、城乡规划(学制四年)、风景园林(学制四年)],东南大学06,5,657,2618,,
cross_25_exact_name,物理,东南大学,东南大学09,23,理科试验班(数学与应用数学、信息与计算科学、系统科学与工程、统计学、应用物理学、物理学、工程力学、密码科学与技术),东南大学06,5,657,2618,,
cross_25_exact_name,物理,东南大学,东南大学09,24,理科试验班(数智科学与智慧金融)(信息管理与信息系统、金融工程),东南大学06,5,657,2618,,
cross_25_exact_name,物理,东南大学,东南大学09,22,生物医学工程类(生物医学工程、智能医学工程、生物信息学、生物科学),东南大学06,4,657,2618,,
cross_25_exact_name,历史,中南财经政法大学,中南财经政法大学01,01,工商管理类[工商管理(含商务分析方向、AI应用与管理方向、数智农商管理方向)、市场营销(数智营销方向)、人力资源管理、旅游管理、供应链管理](本专业类内专业任选),中南财经政法大学01,6,611,3605,,
cross_25_exact_name,物理,中国传媒大学,中国传媒大学06,12,计算机科学与技术,中国传媒大学09,3,628,13915,,
cross_25_exact_name,物理,中国地质大学(北京),中国地质大学(北京)02,04,"海洋资源与环境(报考该专业有色觉要求,具体请查阅院校招生章程)",中国地质大学(北京)03,2,599,35803,,
cross_25_exact_name,物理,中国地质大学(武汉),中国地质大学(武汉)02,06,材料类(材料科学与工程、材料化学),中国地质大学(武汉)03,4,604,31362,,
cross_25_exact_name,物理,中国地质大学(武汉),中国地质大学(武汉)02,10,管理科学与工程类(信息管理与信息系统、工程管理),中国地质大学(武汉)03,2,604,31362,,
cross_25_exact_name,物理,中国海洋大学,中国海洋大学07,12,轮机工程(船舶动力系统智慧设计方向)(西海岸校区),中国海洋大学06,3,630,12829,,
cross_25_exact_name,物理,中国海洋大学,中国海洋大学08,13,"海洋技术(崂山校区)(设有海洋技术强基班,入校后可选拔至汪德昭菁英班)",中国海洋大学06,4,632,11769,,
cross_25_exact_name,物理,中国海洋大学,中国海洋大学08,14,港口航道与海岸工程(西海岸校区),中国海洋大学06,3,625,15713,,
cross_25_exact_name,物理,中国石油大学(华东),中国石油大学(华东)02,05,化工与制药类(智能化工)(化工安全工程、化学工程与工艺、能源化学工程)(分流时可自由选择类内专业;入学后可选拔进入智能化工类特色班、能源化工拔尖班、化学拔尖班),中国石油大学(华东)03,6,607,28841,,
cross_25_exact_name,物理,中国矿业大学,中国矿业大学02,14,"公共管理类(行政管理、土地资源管理)(报考该专业有色觉要求,具体请查阅院校招生章程)",中国矿业大学02,4,608,27965,,
cross_25_exact_name,物理,中国矿业大学,中国矿业大学02,12,"工商管理类(会计学、人力资源管理)(报考该专业有色觉要求,具体请查阅院校招生章程)",中国矿业大学02,5,609,27150,,
cross_25_exact_name,物理,中国矿业大学,中国矿业大学02,11,"应急管理(报考该专业有色觉要求,具体请查阅院校招生章程)",中国矿业大学02,7,607,28841,,
