key,M列专业板块,C列简化专业组名,风险等级,亲缘判断,院校专业组代码,完整专业类覆盖
历史|本科批|江南大学|江南大学06,文法教育,马理论组,低,同族,120106,马克思主义理论类
历史|本科批|江南大学|江南大学07,经管商贸,工商管理组,低,同族,120107,工商管理类
物理|提前本科批|江南大学|江南大学08,生环食品、机械能源,生环+机械混合组,中,跨界混合,120108,纺织类、轻工类、机械类
物理|提前本科批|江南大学|江南大学09,医药护理,护理组,中,同族,120109,护理学类
物理|本科批|江南大学|江南大学10,生环食品、带电工科,带电工科组（夹食品工程/生物工程）,中,跨界混合,120110,食品科学与工程类、生物工程类、自动化类、计算机类
物理|本科批|江南大学|江南大学11,生环食品,食品工程组,低,同族,120111,食品科学与工程类
物理|本科批|江南大学|江南大学12,生环食品,食品工程组,低,同族,120112,食品科学与工程类
物理|本科批|江南大学|江南大学13,生环食品,生物工程组,低,同族,120113,生物工程类
物理|本科批|江南大学|江南大学14,生环食品,生物科学组,低,同族,120114,生物科学类
物理|本科批|江南大学|江南大学15,生环食品,生环食品组,低,同族,120115,生物科学类、生物工程类、食品科学与工程类
物理|本科批|江南大学|江南大学16,生环食品,纺织组,中,同族,120116,纺织类
物理|本科批|江南大学|江南大学17,生环食品,轻工组,中,同族,120117,轻工类
物理|本科批|江南大学|江南大学18,化材药,化材药组,低,同族,120118,化工与制药类、材料类、化学类
物理|本科批|江南大学|江南大学19,带电工科,带电工科组,低,同族,120119,自动化类、计算机类、电气类
物理|本科批|江南大学|江南大学20,带电工科,电子信息组,低,同族,120120,电子信息类
物理|本科批|江南大学|江南大学21,生环食品,环境组,中,同族,120121,环境科学与工程类
物理|本科批|江南大学|江南大学22,交通航空、试验班,交通组,低,同族,120122,航空航天类、交叉学科类
物理|本科批|江南大学|江南大学23,理学基础,数学组,低,同族,120123,数学类
物理|本科批|江南大学|江南大学24,带电工科,电子信息组,低,同族,120124,电子信息类
物理|本科批|江南大学|江南大学25,机械能源、生环食品,机械能源组（含轻工）,中,跨界混合,120125,机械类、轻工类
物理|本科批|江南大学|江南大学26,带电工科、机械能源,带电+机械组,低,相近混合,120126,自动化类、机械类
物理|本科批|江南大学|江南大学27,机械能源,机械组,低,同族,120127,机械类
物理|本科批|江南大学|江南大学28,化材药,化材药组,低,同族,120128,化工与制药类、药学类
物理|本科批|江南大学|江南大学29,医药护理,临床组,低,同族,120129,临床医学类
物理|本科批|江南大学|江南大学30,医药护理,临床组,低,同族,120130,临床医学类
物理|本科批|江南大学|江南大学31,带电工科,计算机电子组,低,同族,120131,计算机类、电子信息类
物理|本科批|江南大学|江南大学32,经管商贸,经管商贸组,低,同族,120132,经济学类、管理科学与工程类、工商管理类
物理|本科批|江南大学|江南大学33,文法教育,法学组,低,同族,120133,法学类
物理|本科批|江南大学|江南大学34,经管商贸,工商管理组,低,同族,120134,工商管理类
物理|本科批|江南大学|江南大学35,经管商贸,管工组,低,同族,120135,管理科学与工程类
物理|本科批|江南大学|江南大学36,生环食品,食品工程组,低,同族,120136,食品科学与工程类
历史|本科批|无锡学院|无锡学院01,经管商贸、文法教育,经管+文法组,低,相近混合,120301,工商管理类、经济与贸易类、物流管理与工程类、法学类
物理|本科批|无锡学院|无锡学院02,经管商贸、文法教育,经管+文法组,中,相近混合,120302,金融学类、管理科学与工程类、经济学类、物流管理与工程类、工商管理类、经济与贸易类、法学类
物理|本科批|无锡学院|无锡学院03,带电工科,带电工科组,低,同族,120303,计算机类、电子信息类、自动化类
物理|本科批|无锡学院|无锡学院04,带电工科、理学基础、机械能源,带电+理学+机械组,中,相近混合,120304,计算机类、数学类、电子信息类、统计学类、机械类
物理|本科批|无锡学院|无锡学院05,带电工科、机械能源、交通航空、化材药、生环食品、土建测绘、地矿安全、理学基础,大理工组（夹化学/环境/测绘/安全工程）,高,大杂烩,120305,电气类、自动化类、机械类、仪器类、能源动力类、交通运输类、化学类、环境科学与工程类、测绘类、安全科学与工程类、地理科学类、大气科学类
物理|本科批|无锡学院|无锡学院06,带电工科,计算机电子组,低,同族,120306,计算机类、电子信息类
物理|本科批|无锡职业技术大学|无锡职业技术大学03,机械能源、带电工科,带电+机械组,低,相近混合,121103,机械设计制造类、自动化类、集成电路类、电子信息类、计算机类
历史|本科批|中国矿业大学|中国矿业大学01,经管商贸、文法教育,文法教育组（夹工商管理/公管）,中,相近混合,122101,工商管理类、金融学类、公共管理类、新闻传播学类、中国语言文学类、法学类、外国语言文学类
物理|提前本科批|中国矿业大学|中国矿业大学02,经管商贸,经管商贸组,低,同族,122102,管理科学与工程类、工商管理类、金融学类、公共管理类
物理|提前本科批|中国矿业大学|中国矿业大学03,地矿安全、化材药、土建测绘、经管商贸、生环食品,大理工组（含矿业/安全工程/材料/地质工程等）,高,大杂烩,122103,矿业类、安全科学与工程类、材料类、测绘类、土木类、管理科学与工程类、地质类、化工与制药类、水利类、地球物理学类、环境科学与工程类、建筑类
物理|本科批|中国矿业大学|中国矿业大学04,经管商贸、文法教育,经管+文法组,低,相近混合,122104,管理科学与工程类、工商管理类、公共管理类、新闻传播学类
物理|本科批|中国矿业大学|中国矿业大学05,地矿安全、带电工科、土建测绘、机械能源,大理工组（夹矿业/安全工程/测绘）,高,大杂烩,122105,矿业类、安全科学与工程类、自动化类、测绘类、能源动力类、电气类
物理|本科批|中国矿业大学|中国矿业大学06,带电工科、机械能源、试验班、地矿安全、化材药、理学基础、土建测绘、经管商贸、生环食品,大理工组（夹材料/测绘/土木/化工制药等）,高,大杂烩,122106,电气类、自动化类、电子信息类、机械类、能源动力类、交叉学科类、计算机类、矿业类、安全科学与工程类、材料类、物理学类、数学类、测绘类、地质学类、土木类、管理科学与工程类、力学类、地质类、化工与制药类、水利类、地球物理学类、环境科学与工程类、建筑类
物理|本科批|中国矿业大学|中国矿业大学07,土建测绘,土木组,中,同族,122107,土木类
物理|本科批|中国矿业大学|中国矿业大学08,土建测绘,土木组,中,同族,122108,土木类
历史|提前本科批|江苏师范大学|江苏师范大学01,文法教育、经管商贸,文法教育组（夹工商管理/公管/物流）,中,相近混合,122201,法学类、社会学类、中国语言文学类、历史学类、工商管理类、公共管理类、物流管理与工程类
历史|本科批|江苏师范大学|江苏师范大学02,文法教育,中文组,低,同族,122202,中国语言文学类
历史|本科批|江苏师范大学|江苏师范大学03,文法教育,中文组,低,同族,122203,中国语言文学类
历史|本科批|江苏师范大学|江苏师范大学04,文法教育,法学组,低,同族,122204,法学类
历史|本科批|江苏师范大学|江苏师范大学05,文法教育,外语组,低,同族,122205,外国语言文学类
历史|本科批|江苏师范大学|江苏师范大学06,文法教育,文法教育组,低,同族,122206,教育学类、中国语言文学类、历史学类
历史|本科批|江苏师范大学|江苏师范大学07,文法教育、土建测绘,文法教育组（含建筑）,中,跨界混合,122207,哲学类、社会学类、心理学类、建筑类
历史|本科批|江苏师范大学|江苏师范大学08,经管商贸,经管商贸组,中,同族,122208,经济学类、工商管理类、公共管理类、物流管理与工程类、旅游管理类
历史|本科批|江苏师范大学|江苏师范大学09,文法教育,文新外语组,低,同族,122209,中国语言文学类、新闻传播学类
