school,subject,batch,group,groupCode,code,major,majorClass,discipline,strictCategory,strictTone,sourceTone,plan26,score25,rank25
国防科技大学,物理,提前本科批,国防科技大学06,010206,15,数学与应用数学(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格),数学类,理学,理学/基础类,orange,green,1,649,4364
国防科技大学,物理,提前本科批,国防科技大学06,010206,16,物理学类(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格),物理学类,理学,理学/基础类,orange,green,1,649,4364
国防科技大学,物理,提前本科批,国防科技大学06,010206,20,应用统计学(武器研发试验、技术保障初级技术军官)(只招男生)(体检标准:通用标准合格),统计学类,理学,理学/基础类,orange,green,1,,
国防科技大学,物理,提前本科批,国防科技大学06,010206,21,理论与应用力学(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格),力学类,工学,理学/基础类,orange,green,1,647,4974
国防科技大学,物理,提前本科批,国防科技大学06,010206,24,材料科学与工程(武器研发试验、技术保障初级技术军官)(只招男生)(体检标准:通用标准合格),材料类,工学,材料类,orange,green,1,651,3806
国防科技大学,物理,提前本科批,国防科技大学06,010206,25,纳米材料与技术(新兴高技术初级技术军官)(只招另生)(体检标准:通用标准合格),材料类,工学,材料类,orange,green,1,,
国防科技大学,物理,提前本科批,国防科技大学06,010206,33,导航工程(新兴高技术初级技术军官)(只招男生)(体检标准:通用标准合格),测绘类,工学,远缘低接受度方向,red,orange,1,653,3282
陆军工程大学,物理,提前本科批,陆军工程大学01,010501,06,军事设施工程(工程建筑、维护分队指挥与技术军官)(只招男生)(体检标准:通用标准合格),军事类,军事学,远缘低接受度方向,red,blue,1,618,19675
陆军兵种大学,物理,提前本科批,陆军兵种大学07,011407,41,材料科学与工程(海军陆战队装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),材料类,工学,材料类,orange,green,1,601,33070
陆军兵种大学,物理,提前本科批,陆军兵种大学07,011407,42,材料科学与工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),材料类,工学,材料类,orange,green,1,,
海军工程大学,物理,提前本科批,海军工程大学01,013901,01,物理学(舰艇装备监测诊断、腐蚀防控初级技术军官)(只招男生)(体检标准:通用标准合格),物理学类,理学,理学/基础类,orange,green,1,622,17029
海军工程大学,物理,提前本科批,海军工程大学01,013901,05,辐射防护与核安全(辐射防护与安全初级技术军官)(只招男生)(体检标准:通用标准合格),核工程类,工学,能源动力类,orange,green,1,621,17707
海军工程大学,物理,提前本科批,海军工程大学02,013902,13,能源与动力工程(舰艇机电初级指挥与技术军官)(只招男生)(体检标准:舰艇岗位合格),能源动力类,工学,能源动力类,orange,yellow,2,620,18320
海军工程大学,物理,提前本科批,海军工程大学03,013903,22,核工程与核技术(潜艇核动力初级指挥与技术军官)(只招男生)(体检标准:潜艇岗位合格),核工程类,工学,能源动力类,orange,green,2,616,21044
海军大连舰艇学院,物理,提前本科批,海军大连舰艇学院01,014101,03,导航工程(舰艇航海初级指挥军官)(只招男生)(体检标准:舰艇岗位合格),测绘类,工学,远缘低接受度方向,red,green,2,631,11770
空军工程大学,物理,提前本科批,空军工程大学03,014403,07,飞行器动力工程(航空机械、机电初级技术军官)(只招男生)(体检标准:通用标准合格),航空航天类,工学,能源动力类,orange,green,5,622,17029
军事航天部队航天工程大学,物理,提前本科批,军事航天部队航天工程大学01,014601,02,飞行器动力工程(航天动力初级技术军官)(只招男生)(体检标准:通用标准合格),航空航天类,工学,能源动力类,orange,green,2,,
军事航天部队航天工程大学,物理,提前本科批,军事航天部队航天工程大学02,014602,07,飞行器动力工程(航天动力初级技术军官)(只招女生)(体检标准:通用标准合格),航空航天类,工学,能源动力类,orange,green,1,,
网络空间部队信息工程大学,物理,提前本科批,网络空间部队信息工程大学02,015102,02,数学与应用数学(密码研究初级技术军官)(只招男生)(体检标准:通用标准合格),数学类,理学,理学/基础类,orange,green,1,,
网络空间部队信息工程大学,物理,提前本科批,网络空间部队信息工程大学02,015102,03,量子信息科学(量子计算技术军官)(只招男生)(体检标准:通用标准合格),物理学类,理学,理学/基础类,orange,green,3,637,8838
火箭军工程大学,物理,提前本科批,火箭军工程大学03,015203,15,核工程与核技术(器材装配检测、转载运输初级技术军官)(只招男生)(体检标准:导弹岗位合格),核工程类,工学,能源动力类,orange,green,2,606,28842
武警工程大学,物理,提前本科批,武警工程大学03,015403,05,应用统计学(执勤分队指挥警官)(只招男生)(体检标准:通用标准合格),统计学类,理学,理学/基础类,orange,green,3,598,35804
武警工程大学,物理,提前本科批,武警工程大学03,015403,15,作战环境工程(机动分队指挥警官)(只招男生)(体检标准:通用标准合格),军事类,军事学,远缘低接受度方向,red,blue,3,601,33070
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,16,"安全工程(校本部)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",安全科学与工程类,工学,远缘低接受度方向,red,green,2,561,77094
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,21,"导航工程(导航应用与规划、空管保障设施)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",测绘类,工学,远缘低接受度方向,red,green,2,571,64678
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,24,"新能源科学与工程(航空新能源开发及其利用)(校本部)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",能源动力类,工学,能源动力类,orange,yellow,1,,
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,27,"信息与计算科学(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",数学类,理学,理学/基础类,orange,yellow,4,565,72123
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,30,"应用气象学(机场气象预报、航空公司气象分析)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",大气科学类,理学,理学/基础类,orange,green,2,570,65872
中国民用航空飞行学院,物理,本科批,中国民用航空飞行学院04,030604,34,"飞行器动力工程(飞机发动机维修)(报考该专业组有色觉要求,具体请查阅院校招生章程。以下专业除注明外在成都天府校区学习)",航空航天类,工学,能源动力类,orange,green,4,569,67134
南京大学,物理,提前本科批,南京大学06,110106,12,"数学与应用数学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",数学类,理学,理学/基础类,orange,yellow,6,,
南京大学,物理,提前本科批,南京大学06,110106,13,"物理学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",物理学类,理学,理学/基础类,orange,yellow,12,,
南京大学,物理,提前本科批,南京大学06,110106,15,"建筑类(智慧人居实验班)(建筑学、城乡规划)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",建筑类,工学,远缘低接受度方向,red,green,30,,
南京大学,物理,提前本科批,南京大学06,110106,17,"大气科学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",大气科学类,理学,理学/基础类,orange,green,20,,
南京大学,物理,提前本科批,南京大学06,110106,18,"地理科学类(地理信息科学、自然地理与资源环境、人文地理与城乡规划、海洋科学、地理科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",地理科学类,理学,理学/基础类,orange,green,30,,
南京大学,物理,提前本科批,南京大学06,110106,19,"地质学类(地质学、地质工程、水文与水资源工程、地球物理学、行星科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",地质学类,理学,理学/基础类,orange,green,30,,
南京大学,物理,提前本科批,南京大学06,110106,20,"环境科学与工程类(环境与健康实验班)(环境工程、环境科学)(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",环境科学与工程类,工学,远缘低接受度方向,red,green,30,,
南京大学,物理,提前本科批,南京大学06,110106,21,"化学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",化学类,理学,理学/基础类,orange,green,12,,
南京大学,物理,提前本科批,南京大学06,110106,22,"生物科学(以下专业(类)只招收该校测试合格的考生,在鼓楼校区和仙林校区学习)",生物科学类,理学,理学/基础类,orange,yellow,10,,
南京大学,物理,提前本科批,南京大学07,110107,24,理科试验班类(化学与生命科学类)(生物科学、生物技术、生态学、化学、应用化学)(鼓楼校区和仙林校区)(以下专业考生投档成绩需达到特殊类型招生控制线上100分(含))(高校专项计划),理科试验班类,试验班,理学/基础类,orange,blue,9,,
南京大学,物理,提前本科批,南京大学07,110107,25,理科试验班类(地球科学与资源环境类)(大气科学、应用气象学、环境科学与工程类、地理科学类、地质学类)(鼓楼校区和仙林校区)(以下专业考生投档成绩需达到特殊类型招生控制线上100分(含))(高校专项计划),理科试验班类,试验班,理学/基础类,orange,blue,7,,
南京大学,物理,本科批,南京大学11,110111,45,理科试验班类(数理科学类)(数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学)(以下专业除注明外在鼓楼校区和仙林校区学习),理科试验班类,试验班,理学/基础类,orange,blue,98,662,1522
南京大学,物理,本科批,南京大学11,110111,48,理科试验班类(化学与生命科学类)(生物科学、生物技术、生态学、化学、应用化学)(以下专业除注明外在鼓楼校区和仙林校区学习),理科试验班类,试验班,理学/基础类,orange,blue,29,661,1664
东南大学,物理,本科批,东南大学12,110212,42,能源与动力工程(能源与动力工程+经济学双学士学位复合型人才培养项目),能源动力类,工学,能源动力类,orange,yellow,5,658,2210
东南大学,物理,本科批,东南大学15,110215,53,"新能源科学与工程(以下专业第一、二学年由东南大学一蒙纳士大学国际学院(苏州)管理,第三、四学年赴澳大利亚蒙纳士大学学习,期间学费按照澳方标准收取)(中外合作办学)",能源动力类,工学,能源动力类,orange,green,50,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,14,"能源与动力工程(大飞机)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",能源动力类,工学,能源动力类,orange,green,2,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,16,"储能科学与工程(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",能源动力类,工学,能源动力类,orange,green,2,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,27,"材料科学与工程(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",材料类,工学,材料类,orange,green,2,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,28,"核工程类(核工程与核技术、辐射防护与核安全)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",核工程类,工学,能源动力类,orange,green,3,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,32,"信息与计算科学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",数学类,理学,理学/基础类,orange,green,2,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,34,"应用统计学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",统计学类,理学,理学/基础类,orange,green,2,,
南京航空航天大学,物理,提前本科批,南京航空航天大学04,110304,46,"应用物理学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习。以下专业考生投档成绩需达到特殊类型招生控制线上50分(含))(高校专项计划)",物理学类,理学,理学/基础类,orange,green,1,,
南京航空航天大学,物理,本科批,南京航空航天大学06,110306,51,"工程力学(钱伟长拔尖创新班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",力学类,工学,理学/基础类,orange,green,8,649,4364
南京航空航天大学,物理,本科批,南京航空航天大学06,110306,55,"能源与动力工程(拔尖创新班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",能源动力类,工学,能源动力类,orange,green,6,,
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,59,"航空航天类(AI复合创新班)(飞行器设计与工程、飞行器环境与生命保障工程、飞行器动力工程、飞行器制造工程、航空航天工程)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",航空航天类,工学,能源动力类,orange,green,42,645,5634
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,60,"工程力学(钱伟长班)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",力学类,工学,理学/基础类,orange,green,8,645,5634
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,63,"能源与动力工程(大飞机)(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",能源动力类,工学,能源动力类,orange,green,1,,
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,64,"储能科学与工程(南京市将军路校区)(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",能源动力类,工学,能源动力类,orange,green,1,,
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,72,"材料科学与工程(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",材料类,工学,材料类,orange,green,2,645,5634
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,73,"新能源材料与器件(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",材料类,工学,材料类,orange,green,1,646,5311
南京航空航天大学,物理,本科批,南京航空航天大学07,110307,80,"应用统计学(以下专业除注明外第一、二学年在常州市天目湖校区学习,第三、四学年在南京市将军路校区学习)",统计学类,理学,理学/基础类,orange,green,1,,
南京理工大学,物理,本科批,南京理工大学04,110404,22,"材料化学(智慧储能器件实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",材料类,工学,材料类,orange,green,6,,
南京理工大学,物理,本科批,南京理工大学04,110404,25,"能源与动力工程(芯片热控实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",能源动力类,工学,能源动力类,orange,green,5,,
南京理工大学,物理,本科批,南京理工大学04,110404,26,"应用物理学(半导体黄昆实验班)(与中国科学院半导体研究所联合培养)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",物理学类,理学,理学/基础类,orange,green,2,,
南京理工大学,物理,本科批,南京理工大学04,110404,27,"工程力学(航空宇航实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",力学类,工学,理学/基础类,orange,green,2,,
南京理工大学,物理,本科批,南京理工大学04,110404,28,"材料科学与工程(空天材料工程实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",材料类,工学,材料类,orange,green,8,643,6363
南京理工大学,物理,本科批,南京理工大学04,110404,29,"材料物理(半导体AI芯片实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",材料类,工学,材料类,orange,green,8,643,6363
南京理工大学,物理,本科批,南京理工大学04,110404,30,"辐射防护与核安全(沿海核电实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",核工程类,工学,能源动力类,orange,green,4,,
南京理工大学,物理,本科批,南京理工大学04,110404,32,"数学与应用数学(英才实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",数学类,理学,理学/基础类,orange,green,4,643,6363
南京理工大学,物理,本科批,南京理工大学04,110404,33,"安全工程(数智安全魁元实验班)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",安全科学与工程类,工学,远缘低接受度方向,red,yellow,2,,
南京理工大学,物理,本科批,南京理工大学04,110404,47,"兵器类(含能材料方向)(制药工程、高分子材料与工程)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",兵器类,工学,材料类,orange,green,6,,
南京理工大学,物理,本科批,南京理工大学04,110404,48,"兵器类(智能发射与动力方向)(能源与动力工程、储能科学与工程、武器发射工程)(以下专业第一学年在江阴校区学习,第二、三、四学年在南京校区学习)",兵器类,工学,能源动力类,orange,green,8,642,6733
河海大学,物理,提前本科批,河海大学04,110504,13,"水务工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",水利类,工学,远缘低接受度方向,red,green,4,619,19005
河海大学,物理,提前本科批,河海大学04,110504,14,"智慧水利(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",水利类,工学,远缘低接受度方向,red,green,2,628,13360
河海大学,物理,提前本科批,河海大学04,110504,15,"安全工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",安全科学与工程类,工学,远缘低接受度方向,red,green,2,615,21736
河海大学,物理,提前本科批,河海大学04,110504,18,"土木工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",土木类,工学,远缘低接受度方向,red,green,14,590,43571
河海大学,物理,提前本科批,河海大学04,110504,20,"给排水科学与工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",土木类,工学,远缘低接受度方向,red,green,2,606,28842
河海大学,物理,提前本科批,河海大学04,110504,21,"环境工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",环境科学与工程类,工学,远缘低接受度方向,red,green,2,605,29639
河海大学,物理,提前本科批,河海大学04,110504,22,"能源与动力工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",能源动力类,工学,能源动力类,orange,yellow,4,628,13360
河海大学,物理,提前本科批,河海大学04,110504,24,"应用物理学(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",物理学类,理学,理学/基础类,orange,yellow,6,621,17707
河海大学,物理,提前本科批,河海大学04,110504,25,"测绘工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",测绘类,工学,远缘低接受度方向,red,green,4,599,34889
河海大学,物理,提前本科批,河海大学04,110504,26,"地质工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",地质类,工学,远缘低接受度方向,red,green,6,590,43571
河海大学,物理,提前本科批,河海大学04,110504,27,"农业水利工程(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",农业工程类,工学,远缘低接受度方向,red,green,4,623,16380
河海大学,物理,提前本科批,河海大学04,110504,28,"海洋科学(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",海洋科学类,理学,理学/基础类,orange,green,8,591,42526
河海大学,物理,提前本科批,河海大学04,110504,29,"自然地理与资源环境(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",地理科学类,理学,理学/基础类,orange,green,4,601,33070
河海大学,物理,提前本科批,河海大学04,110504,30,"数学类(数学与应用数学、信息与计算科学)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",数学类,理学,理学/基础类,orange,yellow,4,625,15100
河海大学,物理,提前本科批,河海大学04,110504,34,"新能源科学与工程(第一学年在南京相应校区学习,第二学年起在常州校区学习)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",能源动力类,工学,能源动力类,orange,yellow,2,624,15714
河海大学,物理,提前本科批,河海大学04,110504,35,"材料科学与工程(第一学年在南京相应校区学习,第二学年起在常州校区学习)(以下专业除注明外第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)(高校专项计划)",材料类,工学,材料类,orange,yellow,3,620,18320
河海大学,物理,本科批,河海大学06,110506,38,"水文与水资源工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",水利类,工学,远缘低接受度方向,red,orange,10,638,8363
河海大学,物理,本科批,河海大学06,110506,39,"水利水电工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",水利类,工学,远缘低接受度方向,red,orange,10,638,8363
河海大学,物理,本科批,河海大学06,110506,40,"智慧水利(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",水利类,工学,远缘低接受度方向,red,orange,2,,
河海大学,物理,本科批,河海大学06,110506,41,"港口航道与海岸工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",水利类,工学,远缘低接受度方向,red,orange,10,643,6363
河海大学,物理,本科批,河海大学06,110506,43,"能源与动力工程(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",能源动力类,工学,能源动力类,orange,green,2,,
河海大学,物理,本科批,河海大学06,110506,47,"地质工程(产教融合卓越班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",地质类,工学,远缘低接受度方向,red,orange,2,,
河海大学,物理,本科批,河海大学06,110506,54,"环境工程(大禹拔尖人才培养班)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",环境科学与工程类,工学,远缘低接受度方向,red,orange,5,,
河海大学,物理,本科批,河海大学07,110507,58,"材料科学与工程(产教融合卓越班)(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)",材料类,工学,材料类,orange,green,15,,
河海大学,物理,本科批,河海大学08,110508,69,"新能源科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)",能源动力类,工学,能源动力类,orange,green,50,628,13360
河海大学,物理,本科批,河海大学08,110508,70,"储能科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)",能源动力类,工学,能源动力类,orange,green,15,,
河海大学,物理,本科批,河海大学08,110508,71,"材料科学与工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)",材料类,工学,材料类,orange,green,15,631,11770
河海大学,物理,本科批,河海大学10,110510,78,"应急管理(应急管理+环境工程双学士学位复合型人才培养项目)(以下专业第一、三、四学年在南京相应校区学习,第二学年在常州校区学习)",管理科学与工程类,管理学,远缘低接受度方向,red,green,3,,
南京信息工程大学,物理,本科批,南京信息工程大学30,110630,79,数学与应用数学(省拔尖学生培养基地),数学类,理学,理学/基础类,orange,green,15,605,29639
南京信息工程大学,物理,本科批,南京信息工程大学30,110630,81,数学与应用数学,数学类,理学,理学/基础类,orange,green,28,593,40640
南京信息工程大学,物理,本科批,南京信息工程大学30,110630,82,信息与计算科学,数学类,理学,理学/基础类,orange,green,52,597,36725
南京信息工程大学,物理,本科批,南京信息工程大学30,110630,83,应用统计学,统计学类,理学,理学/基础类,orange,green,27,594,39621
南京信息工程大学,物理,本科批,南京信息工程大学31,110631,86,应用物理学,物理学类,理学,理学/基础类,orange,green,40,594,39621
南京信息工程大学,物理,本科批,南京信息工程大学35,110635,99,经济统计学,经济学类,经济学,理学/基础类,orange,green,20,595,38686
南京信息工程大学,物理,本科批,南京信息工程大学37,110637,B0,"数学与应用数学(以下专业可在国内学习四年,也可第四学年赴英国雷丁大学学习,学费按英国标准收取)(中外合作办学)",数学类,理学,理学/基础类,orange,green,70,580,54120
南京农业大学,物理,提前本科批,南京农业大学06,110706,22,环境科学与工程类(环境工程、环境科学、农业资源与环境、生态学)(高校专项计划),环境科学与工程类,工学,远缘低接受度方向,red,gray,10,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,23,"园艺(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)",植物生产类,农学,远缘低接受度方向,red,gray,5,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,24,设施农业科学与工程(高校专项计划),植物生产类,农学,远缘低接受度方向,red,gray,4,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,25,"茶学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)",植物生产类,农学,远缘低接受度方向,red,gray,4,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,26,"动物科学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)",动物生产类,农学,远缘低接受度方向,red,gray,3,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,27,"水产养殖学(报考该专业有色觉要求,具体请查阅院校招生章程)(高校专项计划)",水产类,农学,远缘低接受度方向,red,gray,4,,
南京农业大学,物理,提前本科批,南京农业大学06,110706,32,农业智能装备工程(高校专项计划),农业工程类,工学,远缘低接受度方向,red,gray,4,,
南京农业大学,物理,本科批,南京农业大学09,110709,40,信息与计算科学,数学类,理学,理学/基础类,orange,green,24,613,23215
南京农业大学,物理,本科批,南京农业大学09,110709,42,统计学,统计学类,理学,理学/基础类,orange,green,4,612,23948
南京农业大学,物理,本科批,南京农业大学09,110709,47,新能源科学与工程,能源动力类,工学,能源动力类,orange,green,20,614,22496
南京农业大学,物理,本科批,南京农业大学13,110713,70,"统计学(第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取)(以下专业第一二、三学年在中国学习,第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取。本项目不接收无出国意愿的考生)(中外合作办学)",统计学类,理学,理学/基础类,orange,green,40,,
南京师范大学,物理,提前本科批,南京师范大学14,110814,52,能源动力类(能源与动力工程、能源服务工程、能源与环境系统工程)(高校专项计划),能源动力类,工学,能源动力类,orange,green,1,615,21736
南京师范大学,物理,提前本科批,南京师范大学16,110816,61,统计学(地方专项计划),统计学类,理学,理学/基础类,orange,yellow,5,608,27151
南京师范大学,物理,提前本科批,南京师范大学16,110816,62,声学(地方专项计划),物理学类,理学,理学/基础类,orange,yellow,5,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,63,"化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)",化学类,理学,理学/基础类,orange,green,4,618,19675
南京师范大学,物理,提前本科批,南京师范大学16,110816,64,材料科学与工程(地方专项计划),材料类,工学,材料类,orange,green,4,609,26331
南京师范大学,物理,提前本科批,南京师范大学16,110816,65,测绘工程(地方专项计划),测绘类,工学,远缘低接受度方向,red,green,2,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,66,"生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)",生物科学类,理学,理学/基础类,orange,green,5,610,25516
南京师范大学,物理,提前本科批,南京师范大学16,110816,67,"生物科学类(生物科学(国家理科基地班)、生态学、生物技术)(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)",生物科学类,理学,理学/基础类,orange,green,15,610,25516
南京师范大学,物理,提前本科批,南京师范大学16,110816,70,环境科学与工程类(环境工程、环境科学)(地方专项计划),环境科学与工程类,工学,远缘低接受度方向,red,green,20,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,71,海洋资源与环境(地方专项计划),海洋科学类,理学,理学/基础类,orange,green,13,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,72,"食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)",食品科学与工程类,工学,远缘低接受度方向,red,green,3,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,73,"生物工程(报考该专业有色觉要求,具体请查阅院校招生章程)(地方专项计划)",生物工程类,工学,远缘低接受度方向,red,green,6,,
南京师范大学,物理,提前本科批,南京师范大学16,110816,74,合成生物学(地方专项计划),生物工程类,工学,远缘低接受度方向,red,green,5,608,27151
南京师范大学,物理,本科批,南京师范大学28,110828,97,能源动力类(能源与动力工程、能源与环境系统工程、能源服务工程),能源动力类,工学,能源动力类,orange,green,194,620,18320
