school,subject,batch,group,groupCode,code,major,majorClass,discipline,strictCategory,strictTone,sourceTone,plan26,score25,rank25
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,17,化工与制药类(智能化工)(化工安全工程、化学工程与工艺、能源化学工程)(分流时可自由选择类内专业;入学后可选拔进入智能化工类特色班、能源化工拔尖班、化学拔尖班),化工与制药类,工学,理学/基础类,orange,yellow,6,607,27966
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,18,化学工程与工艺(菁英班),化工与制药类,工学,理学/基础类,orange,yellow,2,,
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,21,安全工程(入学后可选拔进入机械类特色班),安全科学与工程类,工学,远缘低接受度方向,red,green,2,608,27151
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,22,建筑环境与能源应用工程(入学后可选拔进入能源储运类特色班、数力拔尖班),土木类,工学,能源动力类,orange,green,2,607,27966
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,23,油气储运工程(入学后可选拔进入能源储运类特色班、数力拔尖班),矿业类,工学,远缘低接受度方向,red,green,3,613,23215
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,27,新能源科学与工程(入学后可选拔进入碳中和未来班),能源动力类,工学,能源动力类,orange,green,2,611,24770
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,29,储能科学与工程(入学后可选拔进入碳中和未来班),能源动力类,工学,能源动力类,orange,green,2,,
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,34,遥感科学与技术(入学后可选拔进入海洋信息技术特色班),测绘类,工学,远缘低接受度方向,red,green,2,,
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,39,数学类(数学与应用数学、信息与计算科学)(分流时可自由选择类内专业;入学后可选拔进入数力拔尖班),数学类,理学,理学/基础类,orange,yellow,4,607,27966
中国石油大学(华东),物理,本科批,中国石油大学(华东)04,264104,40,应用物理学(入学后可选拔进入数力拔尖班),物理学类,理学,理学/基础类,orange,yellow,2,607,27966
临沂大学,物理,本科批,临沂大学04,264504,06,物理学(师范),物理学类,理学,理学/基础类,orange,yellow,4,533,115116
临沂大学,物理,本科批,临沂大学04,264504,07,生物技术,生物科学类,理学,理学/基础类,orange,green,4,532,116555
临沂大学,物理,本科批,临沂大学04,264504,08,应用化学,化学类,理学,理学/基础类,orange,green,4,531,117993
临沂大学,物理,本科批,临沂大学04,264504,11,土木工程,土木类,工学,远缘低接受度方向,red,yellow,4,,
临沂大学,物理,本科批,临沂大学04,264504,12,园艺,植物生产类,农学,远缘低接受度方向,red,green,4,532,116555
临沂大学,物理,本科批,临沂大学04,264504,14,储能科学与工程,能源动力类,工学,能源动力类,orange,yellow,3,543,101162
临沂大学,物理,本科批,临沂大学04,264504,15,氢能科学与工程,能源动力类,工学,能源动力类,orange,yellow,3,534,113740
临沂大学,物理,本科批,临沂大学04,264504,16,精细化工,化工与制药类,工学,远缘低接受度方向,red,green,3,534,113740
临沂大学,物理,本科批,临沂大学05,264505,17,动物科学(英语授课)(中外合作办学),动物生产类,农学,远缘低接受度方向,red,green,5,475,192449
临沂大学,物理,本科批,临沂大学05,264505,18,生物技术(英语授课)(中外合作办学),生物科学类,理学,理学/基础类,orange,green,5,481,185583
临沂大学,物理,本科批,临沂大学05,264505,19,食品科学与工程(英语授课)(中外合作办学),食品科学与工程类,工学,远缘低接受度方向,red,green,4,484,182031
烟台大学,物理,本科批,烟台大学05,265105,10,水产养殖学(科教园区),水产类,农学,远缘低接受度方向,red,green,3,526,125022
烟台大学,物理,本科批,烟台大学05,265105,11,核工程与核技术,核工程类,工学,能源动力类,orange,yellow,2,556,83618
烟台大学,物理,本科批,烟台大学05,265105,12,材料科学与工程,材料类,工学,材料类,orange,green,3,,
烟台大学,物理,本科批,烟台大学05,265105,13,环保设备工程,环境科学与工程类,工学,远缘低接受度方向,red,green,2,,
烟台大学,物理,本科批,烟台大学05,265105,14,给排水科学与工程,土木类,工学,远缘低接受度方向,red,green,3,539,106681
烟台大学,物理,本科批,烟台大学05,265105,15,土木工程,土木类,工学,远缘低接受度方向,red,green,3,535,112294
烟台大学,物理,本科批,烟台大学05,265105,16,应用化学(科教园区),化学类,理学,理学/基础类,orange,green,3,542,102527
烟台大学,物理,本科批,烟台大学05,265105,17,化学工程与工艺(科教园区),化工与制药类,工学,理学/基础类,orange,green,3,538,108074
烟台大学,物理,本科批,烟台大学05,265105,18,合成生物学(科教园区),生物工程类,工学,远缘低接受度方向,red,green,3,,
烟台大学,物理,本科批,烟台大学05,265105,19,生物工程(科教园区),生物工程类,工学,远缘低接受度方向,red,green,3,538,108074
烟台大学,物理,本科批,烟台大学05,265105,21,食品科学与工程(科教园区),食品科学与工程类,工学,远缘低接受度方向,red,green,3,539,106681
山东工商学院,物理,本科批,山东工商学院04,265204,25,统计学,统计学类,理学,理学/基础类,orange,green,2,,
山东工商学院,物理,本科批,山东工商学院04,265204,26,数学与应用数学,数学类,理学,理学/基础类,orange,green,2,531,117993
山东工商学院,物理,本科批,山东工商学院04,265204,27,应用统计学,统计学类,理学,理学/基础类,orange,green,3,530,119386
山东工商学院,物理,本科批,山东工商学院04,265204,31,安全工程,安全科学与工程类,工学,远缘低接受度方向,red,yellow,2,531,117993
鲁东大学,物理,本科批,鲁东大学03,265303,07,物理学(师范),物理学类,理学,理学/基础类,orange,yellow,2,532,116555
鲁东大学,物理,本科批,鲁东大学03,265303,09,"高分子材料与工程(含智能材料创新实验班,选拔模式详询院校)",材料类,工学,材料类,orange,green,2,524,127837
鲁东大学,物理,本科批,鲁东大学03,265303,10,化学工程与工艺,化工与制药类,工学,理学/基础类,orange,green,3,522,130716
鲁东大学,物理,本科批,鲁东大学03,265303,11,环境工程,环境科学与工程类,工学,远缘低接受度方向,red,green,5,524,127837
鲁东大学,物理,本科批,鲁东大学03,265303,15,园艺,植物生产类,农学,远缘低接受度方向,red,green,4,524,127837
鲁东大学,物理,本科批,鲁东大学03,265303,16,水产养殖学,水产类,农学,远缘低接受度方向,red,green,8,522,130716
鲁东大学,物理,本科批,鲁东大学03,265303,17,水文与水资源工程,水利类,工学,远缘低接受度方向,red,green,2,522,130716
鲁东大学,物理,本科批,鲁东大学03,265303,18,合成生物学,生物工程类,工学,远缘低接受度方向,red,green,4,,
鲁东大学,物理,本科批,鲁东大学03,265303,19,土木、水利与海洋工程(数智建造方向),土木类,工学,远缘低接受度方向,red,green,2,,
鲁东大学,物理,本科批,鲁东大学03,265303,20,土木、水利与海洋工程(数智岩土方向),土木类,工学,远缘低接受度方向,red,green,2,,
鲁东大学,物理,本科批,鲁东大学03,265303,21,土木、水利与海洋工程(数智海工方向),土木类,工学,远缘低接受度方向,red,green,4,,
鲁东大学,物理,本科批,鲁东大学03,265303,22,智慧水利,水利类,工学,远缘低接受度方向,red,green,3,,
鲁东大学,物理,本科批,鲁东大学03,265303,23,"菌物科学与工程(一带一路菌物产业人才创新实验班,报考该专业须详询院校)",植物生产类,农学,远缘低接受度方向,red,green,4,,
山东大学威海分校,物理,本科批,山东大学威海分校05,266105,10,海洋科学类(海洋科学、海洋资源开发技术),海洋科学类,理学,理学/基础类,orange,yellow,8,635,9766
山东大学威海分校,物理,本科批,山东大学威海分校05,266105,11,物理学类(物理学),物理学类,理学,理学/基础类,orange,green,8,635,9766
山东大学威海分校,物理,本科批,山东大学威海分校05,266105,12,数学类(数学与应用数学、信息与计算科学、统计学),数学类,理学,理学/基础类,orange,green,9,637,8838
哈尔滨工业大学(威海),物理,本科批,哈尔滨工业大学(威海)03,266203,03,工科试验班(理工交叉卓越优才计划)(数学与应用数学、信息与计算科学)(威海市)(本专业类内任选专业),工科试验班类,试验班,理学/基础类,orange,blue,6,650,4083
齐鲁师范学院,物理,本科批,齐鲁师范学院01,271001,01,数据计算及应用(以下专业在章丘校区学习)(中外合作办学),数学类,理学,理学/基础类,orange,green,5,,
齐鲁师范学院,物理,本科批,齐鲁师范学院01,271001,03,制药工程(以下专业在章丘校区学习)(中外合作办学),化工与制药类,工学,远缘低接受度方向,red,orange,5,,
山东师范大学,物理,本科批,山东师范大学06,271106,18,数学与应用数学(师范),数学类,理学,理学/基础类,orange,green,2,558,81014
山东师范大学,物理,本科批,山东师范大学06,271106,19,物理学(师范),物理学类,理学,理学/基础类,orange,green,6,557,82293
山东师范大学,物理,本科批,山东师范大学06,271106,20,化学(师范),化学类,理学,理学/基础类,orange,yellow,4,552,88856
山东师范大学,物理,本科批,山东师范大学06,271106,21,化学工程与工艺,化工与制药类,工学,理学/基础类,orange,yellow,1,555,84863
山东师范大学,物理,本科批,山东师范大学06,271106,22,食品科学与工程(卓越创新人才实验班),食品科学与工程类,工学,远缘低接受度方向,red,yellow,2,550,91584
山东师范大学,物理,本科批,山东师范大学06,271106,23,生物科学类(生物科学、生物技术),生物科学类,理学,理学/基础类,orange,yellow,4,558,81014
北京大学,物理,本科批,北京大学07,310107,34,数学类,数学类,理学,理学/基础类,orange,green,1,688,100
北京大学,物理,本科批,北京大学07,310107,35,工科试验班类(理论与应用力学、工程力学、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程),工科试验班类,试验班,材料类,orange,blue,2,,
北京大学,物理,本科批,北京大学07,310107,36,物理学类(物理学、大气科学(大气与海洋)),物理学类,理学,理学/基础类,orange,green,1,,
北京大学,物理,本科批,北京大学07,310107,37,天文学(天体物理、天文高新技术和应用),天文学类,理学,理学/基础类,orange,green,2,,
北京大学,物理,本科批,北京大学07,310107,44,环境科学(环境、健康、生态、地理与资源环境),环境科学与工程类,工学,远缘低接受度方向,red,orange,2,,
北京大学,物理,本科批,北京大学07,310107,48,理科试验班类(经济)(数学类),理科试验班类,试验班,理学/基础类,orange,blue,2,,
北京大学,物理,本科批,北京大学07,310107,49,理科试验班类(光华)(数学类),理科试验班类,试验班,理学/基础类,orange,blue,1,686,100
北京大学,物理,本科批,北京大学07,310107,50,理科试验班类(法学院)(数学类),理科试验班类,试验班,理学/基础类,orange,blue,2,693,100
中国人民大学,物理,本科批,中国人民大学06,310206,24,理科试验班(金融学与数学创新人才班)(财政金融学院与数学学院共同培养)(金融工程(金融学+数学双学士学位培养项目))(以下专业除注明外在通州校区学习),理科试验班类,试验班,理学/基础类,orange,blue,2,670,650
中国人民大学,物理,本科批,中国人民大学06,310206,28,统计学(统计与数科拔尖人才班)(以下专业除注明外在通州校区学习),统计学类,理学,理学/基础类,orange,green,1,669,729
清华大学,物理,提前本科批,清华大学05,310305,07,工科试验班(建筑、规划、景观)(交叉工程等专业)(高校专项计划),工科试验班类,试验班,远缘低接受度方向,red,blue,1,,
清华大学,物理,提前本科批,清华大学05,310305,11,理科试验班(数理类)(数学与应用数学、物理学、数理基础科学、工程物理(含能源实验班)、统计学)(高校专项计划),理科试验班类,试验班,理学/基础类,orange,blue,1,,
清华大学,物理,提前本科批,清华大学05,310305,12,理科试验班(化生类)(化学、生物科学、化学工程与工业生物工程)(高校专项计划),理科试验班类,试验班,理学/基础类,orange,blue,1,,
清华大学,物理,提前本科批,清华大学05,310305,21,理科试验班(至善书院)(统计学等专业)(高校专项计划),理科试验班类,试验班,理学/基础类,orange,blue,1,,
清华大学,物理,本科批,清华大学06,310306,22,工科试验班(建筑、规划、景观)(交叉工程等专业),工科试验班类,试验班,远缘低接受度方向,red,blue,1,,
清华大学,物理,本科批,清华大学06,310306,27,理科试验班(数理类)I数学与应用数学、物璟学、数理基础科学、工程物理(含能源实验班)、统计学),理科试验班类,试验班,理学/基础类,orange,blue,3,687,100
清华大学,物理,本科批,清华大学06,310306,28,理科试验班(化生类)(化学、生物科学、化学工程与工业生物工程),理科试验班类,试验班,理学/基础类,orange,blue,1,685,100
清华大学,物理,本科批,清华大学06,310306,29,理科试验班(法学院、至善书院、外文实验班等)(统计学等专业),理科试验班类,试验班,理学/基础类,orange,blue,2,,
北京师范大学,物理,本科批,北京师范大学04,310404,12,教育学(教育学+统计学双学士学位培养项目),教育学类,教育学,理学/基础类,orange,green,2,,
北京师范大学,物理,本科批,北京师范大学04,310404,13,哲学(哲学+心理学双学士学位培养项目),哲学类,哲学,理学/基础类,orange,green,2,,
北京师范大学,物理,本科批,北京师范大学05,310405,15,数学与应用数学,数学类,理学,理学/基础类,orange,green,2,647,4974
北京师范大学,物理,本科批,北京师范大学05,310405,16,物理学类(物理学、天文学),物理学类,理学,理学/基础类,orange,green,2,646,5311
北京师范大学,物理,本科批,北京师范大学05,310405,17,化学,化学类,理学,理学/基础类,orange,yellow,2,644,5986
北京师范大学,物理,本科批,北京师范大学05,310405,18,地理科学(励耘实验班),地理科学类,理学,理学/基础类,orange,yellow,2,644,5986
北京师范大学,物理,本科批,北京师范大学05,310405,19,生物科学类(生物科学、生物技术(智慧育种)、生态学),生物科学类,理学,理学/基础类,orange,yellow,2,646,5311
北京师范大学,物理,本科批,北京师范大学05,310405,20,地理科学类(自然地理与资源环境、人文地理与城乡规划、地理信息科学、资源环境科学),地理科学类,理学,理学/基础类,orange,yellow,2,644,5986
北京交通大学,物理,本科批,北京交通大学09,310509,14,"理科试验班(含系统科学与工程(智能交通系统拔尖班)、信息与计算科学(数学拔尖班)、信息与计算科学、统计学等7个专业)(以下按大类招生专业,所含专业详见院校招生网;第一、二学年在北京校区学习,第三学年起在雄安校区学习)",理科试验班类,试验班,理学/基础类,orange,blue,2,641,7122
北京理工大学,物理,本科批,北京理工大学04,310704,09,"工科试验班(航空航天与机电类)(含低空技术与工程、飞行器设计与工程、飞行器动力工程、航空航天工程等12个专业)(以下按大类招生专业,所含专业详见院校招生网)",工科试验班类,试验班,能源动力类,orange,blue,6,,
北京理工大学,物理,本科批,北京理工大学04,310704,13,"理科试验班(理学与材料菁英班)(含碳中和科学与工程、数学与应用数学、量子信息科学等25个专业,具体详见院校本科招生网)(以下按大类招生专业,所含专业详见院校招生网)",理科试验班类,试验班,材料类,orange,blue,5,,
北京科技大学,物理,本科批,北京科技大学07,310807,11,纳米材料与技术(前沿材料与未来技术)(以下专业在北京校区学习),材料类,工学,材料类,orange,green,2,641,7122
北京科技大学,物理,本科批,北京科技大学07,310807,12,材料智能技术(AI与新材料交叉融合)(以下专业在北京校区学习),材料类,工学,材料类,orange,green,2,,
北京科技大学,物理,本科批,北京科技大学07,310807,14,数学类(应用数学和统计)(数学与应用数学、信息与计算科学、统计学)(以下专业在北京校区学习),数学类,理学,理学/基础类,orange,green,3,637,8838
北京科技大学,物理,本科批,北京科技大学07,310807,16,应用化学(新材料、新能源与智能传感)(以下专业在北京校区学习),化学类,理学,材料类,orange,green,3,637,8838
北京科技大学,物理,本科批,北京科技大学07,310807,17,生物技术(生物智造与医药健康)(以下专业在北京校区学习),生物科学类,理学,理学/基础类,orange,green,3,,
北京科技大学,物理,本科批,北京科技大学08,310808,18,"工科试验班类(关键金属提取数智创新班)(冶金工程)(特殊班型,特殊培养政策详见学校本科招生网)(以下专业第一、二学年在北京校区学习,第三学年起在雄安校区学习)",工科试验班类,试验班,材料类,orange,blue,4,,
北京科技大学,物理,本科批,北京科技大学08,310808,19,"材料科学与工程(可遵循学生意愿分流至材料科学与工程、材料物理、材料化学、无机非金属材料工程、材料成型及控制工程、高分子材料与工程专业)(以下专业第一、二学年在北京校区学习,第三学年起在雄安校区学习)",材料类,工学,材料类,orange,green,7,636,9280
北京科技大学,物理,本科批,北京科技大学08,310808,24,"储能科学与工程(以下专业第一、二学年在北京校区学习,第三学年起在雄安校区学习)",能源动力类,工学,能源动力类,orange,green,5,634,10263
北京科技大学,物理,本科批,北京科技大学08,310808,25,"能源动力类(能源与动力工程、新能源科学与工程、环境工程、环境科学)(以下专业第一、二学年在北京校区学习,第三学年起在雄安校区学习)",能源动力类,工学,能源动力类,orange,green,3,634,10263
北京化工大学,物理,本科批,北京化工大学04,310904,10,"工科试验班(宏德书院)(化学工程与工艺(英才班)、高分子材料与工程(精英班)、生物工程(高精尖班))(报考该专业组有色觉要求,具体请查阅院校招生章程,以下专业在朝阳校区/昌平校区学习,详询院校)",工科试验班类,试验班,材料类,orange,blue,5,627,13916
北京化工大学,物理,本科批,北京化工大学04,310904,12,"理科试验班(化学基础拔尖)(化学(基地班)、化学(优培班))(报考该专业组有色觉要求,具体请查阅院校招生章程,以下专业在朝阳校区/昌平校区学习,详询院校)",理科试验班类,试验班,理学/基础类,orange,blue,4,,
北京化工大学,物理,本科批,北京化工大学06,310906,26,"理科试验班(数学统计类)(应用统计学、数学与应用数学、信息与计算科学)(以下专业在朝阳校区/昌平校区学习,详询院校)",理科试验班类,试验班,理学/基础类,orange,blue,6,,
中国农业大学,物理,本科批,中国农业大学06,311006,18,数学与应用数学,数学类,理学,理学/基础类,orange,green,4,639,7929
中国农业大学,物理,本科批,中国农业大学06,311006,19,工程力学,力学类,工学,理学/基础类,orange,green,2,640,7530
中国地质大学(北京),物理,本科批,中国地质大学(北京)08,311108,26,"地理信息科学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",地理科学类,理学,理学/基础类,orange,green,2,600,33986
中国地质大学(北京),物理,本科批,中国地质大学(北京)08,311108,29,"环境生态工程(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",环境科学与工程类,工学,远缘低接受度方向,red,green,2,599,34889
中国地质大学(北京),物理,本科批,中国地质大学(北京)08,311108,30,"海洋科学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",海洋科学类,理学,理学/基础类,orange,green,2,603,31363
中国地质大学(北京),物理,本科批,中国地质大学(北京)08,311108,31,"海洋资源与环境(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",海洋科学类,理学,理学/基础类,orange,green,2,599,34889
中国地质大学(北京),物理,本科批,中国地质大学(北京)08,311108,33,"数学与应用数学(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",数学类,理学,理学/基础类,orange,yellow,3,601,33070
中国地质大学(北京),物理,本科批,中国地质大学(北京)09,311109,34,"安全工程(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",安全科学与工程类,工学,远缘低接受度方向,red,green,2,603,31363
中国地质大学(北京),物理,本科批,中国地质大学(北京)09,311109,35,"材料类(含材料科学与工程、材料化学等5个专业)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",材料类,工学,材料类,orange,yellow,6,600,33986
中国地质大学(北京),物理,本科批,中国地质大学(北京)09,311109,38,"宝石及材料工艺学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",材料类,工学,材料类,orange,yellow,2,599,34889
中国地质大学(北京),物理,本科批,中国地质大学(北京)09,311109,40,"测绘工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",测绘类,工学,远缘低接受度方向,red,green,2,600,33986
中国地质大学(北京),物理,本科批,中国地质大学(北京)09,311109,41,"土地整治工程(以下专业第一学年在北京校区学习,第二学年起在雄安校区学习)",农业工程类,工学,远缘低接受度方向,red,green,2,599,34889
北京邮电大学,物理,本科批,北京邮电大学06,311306,14,"信息与计算科学(以下专业部分课程采用英语授课,在海南省陵水黎族自治县黎安国际教育创新试验区学习)(中外合作办学)",数学类,理学,理学/基础类,orange,green,2,630,12321
北京林业大学,物理,本科批,北京林业大学09,311409,34,"数学与应用数学(以下专业第一、二学年在北京校区学习,第三学年起在雄安校区学习)",数学类,理学,理学/基础类,orange,green,3,610,25516
北京语言大学,物理,本科批,北京语言大学06,311706,27,心理学(脑科学与智能工程),心理学类,理学,理学/基础类,orange,green,2,598,35804
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,06,资源勘查工程,地质类,工学,远缘低接受度方向,red,green,3,613,23215
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,07,石油工程,矿业类,工学,远缘低接受度方向,red,green,2,623,16380
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,08,石油工程(阿语复合人才实验班),矿业类,工学,远缘低接受度方向,red,green,2,623,16380
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,09,化学工程与工艺,化工与制药类,工学,理学/基础类,orange,green,3,609,26331
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,10,能源化学工程,化工与制药类,工学,理学/基础类,orange,green,2,609,26331
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,11,环境工程,环境科学与工程类,工学,远缘低接受度方向,red,green,2,608,27151
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,13,油气储运工程,矿业类,工学,远缘低接受度方向,red,green,2,619,19005
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,14,能源与动力工程,能源动力类,工学,能源动力类,orange,yellow,2,619,19005
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,16,勘查技术与工程,地质类,工学,远缘低接受度方向,red,green,3,607,27966
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,17,安全工程,安全科学与工程类,工学,远缘低接受度方向,red,green,2,614,22496
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,18,海洋油气工程,矿业类,工学,远缘低接受度方向,red,green,3,611,24770
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,19,材料科学与工程,材料类,工学,材料类,orange,green,2,610,25516
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,20,储能科学与工程,能源动力类,工学,能源动力类,orange,yellow,2,614,22496
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,21,新能源科学与工程,能源动力类,工学,能源动力类,orange,yellow,2,614,22496
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,26,应用化学,化学类,理学,理学/基础类,orange,green,2,608,27151
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,27,数学与应用数学,数学类,理学,理学/基础类,orange,yellow,2,610,25516
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,28,碳储科学与工程,矿业类,工学,远缘低接受度方向,red,green,2,610,25516
中国石油大学(北京),物理,本科批,中国石油大学(北京)04,311804,29,石油工程(未来能源创新班),矿业类,工学,远缘低接受度方向,red,green,2,627,13916
中国石油大学(北京),物理,本科批,中国石油大学(北京)05,311805,30,石油工程(中外合作办学),矿业类,工学,远缘低接受度方向,red,green,3,,
中国石油大学(北京),物理,本科批,中国石油大学(北京)05,311805,31,化学工程与工艺(中外合作办学),化工与制药类,工学,理学/基础类,orange,yellow,5,,
对外经济贸易大学,物理,本科批,对外经济贸易大学09,311909,30,统计学,统计学类,理学,理学/基础类,orange,green,2,639,7929
中央财经大学,物理,本科批,中央财经大学06,312006,22,"工商管理类(商学院)(工商管理(含法学+工商管理双学士学位培养项目)、市场营销、人力资源管理、供应链管理(含供应链管理+经济统计学双学士学位培养项目)等6个专业)(以下专业学习地点待定,详询院校)",工商管理类,管理学,理学/基础类,orange,green,2,634,10263
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,07,新能源科学与工程,能源动力类,工学,能源动力类,orange,yellow,2,,
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,08,智能采矿工程,矿业类,工学,远缘低接受度方向,red,green,4,606,28842
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,09,安全科学与工程类(安全工程、消防工程、应急技术与管理),安全科学与工程类,工学,远缘低接受度方向,red,green,7,606,28842
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,10,地质类(地质工程、资源勘查工程),地质类,工学,远缘低接受度方向,red,green,3,605,29639
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,11,遥感科学与技术,测绘类,工学,远缘低接受度方向,red,green,2,607,27966
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,12,地球物理学,地球物理学类,理学,理学/基础类,orange,green,3,605,29639
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,13,"矿物加工工程(报考该专业有色觉要求,具体请查阅院校招生章程)",矿业类,工学,远缘低接受度方向,red,green,3,606,28842
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,14,"环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)",环境科学与工程类,工学,远缘低接受度方向,red,green,3,607,27966
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,15,"化学工程与工艺(报考该专业有色觉要求,具体请查阅院校招生章程)",化工与制药类,工学,理学/基础类,orange,green,2,610,25516
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,16,碳储科学与工程,矿业类,工学,远缘低接受度方向,red,green,3,611,24770
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,17,新能源材料与器件,材料类,工学,材料类,orange,yellow,2,,
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,23,工程力学,力学类,工学,理学/基础类,orange,yellow,3,607,27966
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,24,智能建造,土木类,工学,远缘低接受度方向,red,green,3,606,28842
中国矿业大学(北京),物理,本科批,中国矿业大学(北京)03,312203,25,数学类(数学与应用数学、信息与计算科学),数学类,理学,理学/基础类,orange,yellow,7,608,27151
华北电力大学(北京),物理,提前本科批,华北电力大学(北京)02,312802,08,能源动力类(新能源科学与工程、新能源材料与器件)(新能源)(高校专项计划),能源动力类,工学,材料类,orange,green,1,,
华北电力大学(北京),物理,提前本科批,华北电力大学(北京)02,312802,09,核工程与核技术(高校专项计划),核工程类,工学,能源动力类,orange,green,1,,
华北电力大学(北京),物理,提前本科批,华北电力大学(北京)02,312802,10,水利水电工程(高校专项计划),水利类,工学,远缘低接受度方向,red,orange,1,,
华北电力大学(北京),物理,本科批,华北电力大学(北京)05,312805,25,应用物理学,物理学类,理学,理学/基础类,orange,green,2,627,13916
中央民族大学,物理,本科批,中央民族大学05,312905,20,信息与计算科学(以下专业除注明外在丰台校区学习),数学类,理学,理学/基础类,orange,green,4,624,15714
中央民族大学,物理,本科批,中央民族大学05,312905,21,统计学类(统计学、应用统计学)(以下专业除注明外在丰台校区学习),统计学类,理学,理学/基础类,orange,green,4,623,16380
中央民族大学,物理,本科批,中央民族大学05,312905,22,纳米材料与技术(以下专业除注明外在丰台校区学习),材料类,工学,材料类,orange,green,4,624,15714
北京工业大学,物理,本科批,北京工业大学01,313401,02,"数学类(数学与应用数学、信息与计算科学)(第一学年在平乐园校区学习,第二学年起根据学校规划安排在平乐园校区或房山校区学习)(以下专业除注明外第一学年在通州校区学习,第二学年起根据学校规划安排在平乐园校区或房山校区学习)",数学类,理学,理学/基础类,orange,green,3,633,10751
北京信息科技大学,物理,本科批,北京信息科技大学02,313702,07,信息与计算科学(以下专业在沙河校区学习),数学类,理学,理学/基础类,orange,green,2,598,35804
北京石油化工学院,物理,本科批,北京石油化工学院04,314104,04,"化学工程与工艺(卓越工程师班)(以下专业第一、二学年在房山校区学习,第三学年起在大兴校区学习)",化工与制药类,工学,理学/基础类,orange,green,2,,
北京石油化工学院,物理,本科批,北京石油化工学院04,314104,05,"化学工程与工艺(以下专业第一、二学年在房山校区学习,第三学年起在大兴校区学习)",化工与制药类,工学,理学/基础类,orange,green,2,549,92972
北京石油化工学院,物理,本科批,北京石油化工学院04,314104,06,"材料科学与工程(以下专业第一、二学年在房山校区学习,第三学年起在大兴校区学习)",材料类,工学,材料类,orange,green,1,542,102527
北京石油化工学院,物理,本科批,北京石油化工学院04,314104,08,"环境工程(以下专业第一、二学年在房山校区学习,第三学年起在大兴校区学习)",环境科学与工程类,工学,远缘低接受度方向,red,green,2,540,105342
