科类,批次,院校,院校专业组代码,专业组,专业代码,专业名称,26计划,25计划,25最低分,25最低位次,24最低分,24最低位次,23最低分,23最低位次,身份键,Excel行号
物理,普通批,河海大学,110509,河海大学09,73,"土木工程(以下专业第一学年在南京相应校区学习,第二学年起在常州校区学习)(中外合作办学)",33,33,594,39621,589,39110,594,36407,110509+73,1005
