院校,科类,批次,专业组,专业代码,专业名称,专业类,26计划,25分,25位次,风险类型
"西北农林科技大学","历史","本科批","西北农林科技大学01","03","英语(只招英语考生)","外国语言文学类","3","602","5102","刺客专业"
"西北农林科技大学","历史","本科批","西北农林科技大学01","04","俄语","外国语言文学类","2","601","5301","刺客专业"
"西北农林科技大学","物理","本科批","西北农林科技大学04","08","农林经济管理","农业经济管理类","2","","","刺客专业"
"西北农林科技大学","物理","本科批","西北农林科技大学08","25","设施农业科学与工程","植物生产类","2","611","24770","刺客专业"
"西北农林科技大学","物理","本科批","西北农林科技大学08","26","资源环境科学(报考该专业有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","2","611","24770","刺客专业"
"延安大学","物理","本科批","延安大学04","13","生物科学(师范)(杨家岭校区)(以下专业除注明外在新城校区学习)","生物科学类","2","525","126403","刺客专业"
"兰州理工大学","物理","本科批","兰州理工大学02","06","建筑学(兰工坪校区)","建筑类","2","532","116555","刺客专业"
"兰州理工大学","物理","本科批","兰州理工大学03","14","测绘工程(以下专业除注明外在彭家坪校区学习)","测绘类","2","520","133471","刺客专业"
"兰州理工大学","物理","本科批","兰州理工大学03","19","安全工程(以下专业除注明外在彭家坪校区学习)","安全科学与工程类","3","","","刺客专业"
"兰州理工大学","物理","本科批","兰州理工大学03","23","食品科学与工程(以下专业除注明外在彭家坪校区学习)","食品科学与工程类","2","531","117993","刺客专业"
"兰州财经大学","历史","本科批","兰州财经大学01","04","人力资源管理(以下专业除注明外在和平校区学习)","工商管理类","2","538","28889","刺客专业"
"兰州财经大学","历史","本科批","兰州财经大学01","07","公共事业管理(东岗校区)(以下专业除注明外在和平校区学习)","公共管理类","2","538","28889","刺客专业"
"兰州交通大学","物理","本科批","兰州交通大学04","18","交通运输(与北京交通大学按“2+1+1”模式联合培养)(第一、二、四年在兰州交通大学就读,第三年在北京交通大学就读,学费、住宿费按照就读学校当年收费标准执行)(入学后教学语种为英语)(报考该专业有色觉要求,具体请查阅院校招生章程)","交通运输类","1","","","刺客专业"
"兰州交通大学","物理","本科批","兰州交通大学05","20","交通运输(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在校本部学习)","交通运输类","3","585","48741","刺客专业"
"兰州交通大学","物理","本科批","兰州交通大学05","21","交通工程(以下专业在校本部学习)","交通运输类","2","579","55262","刺客专业"
"兰州交通大学","物理","本科批","兰州交通大学05","37","遥感科学与技术(以下专业在校本部学习)","测绘类","2","558","81014","刺客专业"
"兰州交通大学","物理","本科批","兰州交通大学05","44","交通运输(茅以升班)(报考该专业有色觉要求,具本请查阅院校招生章程)(以下专业在校本部学习)","交通运输类","1","606","28842","刺客专业"
"甘肃政法大学","历史","本科批","甘肃政法大学01","01","行政管理(以下专业在新区校区学习)","公共管理类","1","","","刺客专业"
"甘肃政法大学","物理","本科批","甘肃政法大学02","19","英语(涉外法律服务方向)(只招英语考生)(该校要求报考该专业英语成绩不低于101分)(以下专业在新区校区学习)","外国语言文学类","1","","","刺客专业"
"陇东学院","物理","本科批","陇东学院02","04","化学(师范)","化学类","1","","","刺客专业"
"陇东学院","物理","本科批","陇东学院02","08","食品科学与工程","食品科学与工程类","2","498","163927","刺客专业"
"陇东学院","物理","本科批","陇东学院02","09","农业资源与环境","自然保护与环境生态类","1","","","刺客专业"
"西北师范大学","历史","本科批","西北师范大学01","01","哲学","哲学类","2","552","22328","刺客专业"
"西北师范大学","历史","本科批","西北师范大学01","06","历史学(师范)","历史学类","1","557","20076","刺客专业"
"西北师范大学","历史","本科批","西北师范大学01","07","英语(只招英语考生)(师范)","外国语言文学类","2","549","23720","刺客专业"
"西北师范大学","历史","本科批","西北师范大学01","08","广播电视编导","戏剧与影视学类","2","549","23720","刺客专业"
"西北师范大学","物理","本科批","西北师范大学04","17","生物技术(报考该专业有色觉要求,具体请查阅院校招生章程)","生物科学类","3","532","116555","刺客专业"
"西北师范大学","物理","本科批","西北师范大学04","19","生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)","生物科学类","1","533","115116","刺客专业"
"西北师范大学","物理","本科批","西北师范大学04","20","化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","2","545","98332","刺客专业"
"兰州城市学院","物理","本科批","兰州城市学院06","14","油气储运工程(以下专业在培黎校区学习)","矿业类","1","","","刺客专业"
"青海大学","物理","本科批","青海大学01","07","动物医学(卓越兽医师)","动物医学类","1","593","40640","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","06","道路与桥梁工程(以下专业在城北校区学习)","道路运输类","4","505","154520","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","07","工程造价(以下专业在城北校区学习)","建设工程管理类","4","504","155896","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","08","测绘工程技术(以下专业在城北校区学习)","测绘地理信息类","4","504","155896","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","09","道路工程智能检测(以下专业在城北校区学习)","道路运输类","4","504","155896","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","10","高速铁路动车组技术(以下专业在城北校区学习)","铁道运输类","2","","","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","11","汽车服务工程技术(以下专业在城北校区学习)","道路运输类","4","505","154520","刺客专业"
"青海职业技术大学","物理","本科批","青海职业技术大学02","13","铁道机车智能运用技术(以下专业在城北校区学习)","铁道运输类","3","508","150365","刺客专业"
"青海理工学院","物理","本科批","青海理工学院02","12","遥感科学与技术","测绘类","2","498","163927","刺客专业"
"青海理工学院","物理","本科批","青海理工学院02","13","地理空间信息工程","测绘类","2","","","刺客专业"
"青海理工学院","物理","本科批","青海理工学院02","14","环境科学","环境科学与工程类","2","500","161262","刺客专业"
"北方民族大学","历史","本科批","北方民族大学01","02","英语(只招英语考生)","外国语言文学类","1","546","25116","刺客专业"
"新疆大学","历史","本科批","新疆大学01","03","英语(只招英语考生)(该校要求报考该专业英语成绩不低于110分)(以下专业在乌鲁木齐校区学习)","外国语言文学类","3","577","12245","刺客专业"
"新疆大学","物理","本科批","新疆大学04","16","环境科学(以下专业在乌鲁木齐校区学习)","环境科学与工程类","2","566","70815","刺客专业"
"新疆大学","物理","本科批","新疆大学04","25","资源勘查工程(以下专业在乌鲁木齐校区学习)","地质类","2","564","73285","刺客专业"
"新疆师范大学","历史","本科批","新疆师范大学03","03","公共事业管理(以下专业在温泉校区学习)","公共管理类","1","538","28889","刺客专业"
