code,name,discipline,categoryCode,category,contentStatus,summaryExact,majorTextExact,classTextExact,courseSheet,careerSheet,universitySource,sources
080806T,智能装备与系统,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080807T,工业智能,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080808T,智能工程与创意设计,工学,0808,自动化类,major,True,True,True,控制类,自,自动化,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080901,计算机科学与技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080902,软件工程,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080903,网络工程,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080904K,信息安全,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080905,物联网工程,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080906,数字媒体技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080907T,智能科学与技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080908T,空间信息与数字技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080909T,电子与计算机工程,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080910T,数据科学与大数据技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080911TK,网络空间安全,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080912T,新媒体技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080913T,电影制作,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080914TK,保密技术,工学,0809,计算机类,major,False,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080915T,服务科学与工程,工学,0809,计算机类,major,False,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080916T,虚拟现实技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080917T,区块链工程,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080918TK,密码科学与技术,工学,0809,计算机类,major,True,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
080919T,工业软件,工学,0809,计算机类,major,False,True,True,计算机,计,计算机,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
081001,土木工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081002,建筑环境与能源应用工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081003,给排水科学与工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081004,建筑电气与智能化,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081005T,城市地下空间工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081006T,道路桥梁与渡河工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081007T,铁道工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081008T,智能建造,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081009T,土木、水利与海洋工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081010T,土木、水利与交通工程,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081011T,城市水系统工程,工学,0810,土木类,major,False,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
081012T,智能建造与智慧交通,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081013T,工程软件,工学,0810,土木类,major,True,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081014T,城市更新,工学,0810,土木类,major,False,True,True,,土,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
081101,水利水电工程,工学,0811,水利类,major,True,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081102,水文与水资源工程,工学,0811,水利类,major,True,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081103,港口航道与海岸工程,工学,0811,水利类,major,True,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081104T,水务工程,工学,0811,水利类,major,True,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081105T,水利科学与工程,工学,0811,水利类,major,False,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
081106T,智慧水利,工学,0811,水利类,major,True,True,True,,水,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081201,测绘工程,工学,0812,测绘类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081202,遥感科学与技术,工学,0812,测绘类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081203T,导航工程,工学,0812,测绘类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081204T,地理国情监测,工学,0812,测绘类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081205T,地理空间信息工程,工学,0812,测绘类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081206TK,时空信息工程,工学,0812,测绘类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081301,化学工程与工艺,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081302,制药工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081303T,资源循环科学与工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081304T,能源化学工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081305T,化学工程与工业生物工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081306T,化工安全工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081307T,涂料工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081308T,精细化工,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081309T,智能分子工程,工学,0813,化工与制药类,major,True,True,True,,化工,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081401,地质工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081402,勘查技术与工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081403K,资源勘查工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081404T,地下水科学与工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081405T,旅游地学与规划工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081406T,智能地球探测,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081407T,资源环境大数据工程,工学,0814,地质类,major,True,True,True,,地,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
081501,采矿工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081502,石油工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081503,矿物加工工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081504,油气储运工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081505T,矿物资源工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081506T,海洋油气工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081507T,智能采矿工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081508TK,碳储科学与工程,工学,0815,矿业类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081509TK,稀土科学与工程,工学,0815,矿业类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081601,纺织工程,工学,0816,纺织类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081602,服装设计与工程,工学,0816,纺织类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081603T,非织造材料与工程,工学,0816,纺织类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081604T,服装设计与工艺教育,工学,0816,纺织类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081605T,丝绸设计与工程,工学,0816,纺织类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081606T,纤维科学与智能制造,工学,0816,纺织类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081701,轻化工程,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081702,包装工程,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081703,印刷工程,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081704T,香料香精技术与工程,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081705T,化妆品技术与工程,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081706TK,生物质能源与材料,工学,0817,轻工类,major,True,True,True,,,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解
081707T,生物质技术与工程,工学,0817,轻工类,major,False,True,True,,,,普通高等学校本科专业目录（2026年） | 专业大类详解
081801,交通运输,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081802,交通工程,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081803K,航海技术,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081804K,轮机工程,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081805K,飞行技术,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081806T,交通设备与控制工程,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081807T,救助与打捞工程,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081808TK,船舶电子电气工程,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081809T,轨道交通电气与控制,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081810T,邮轮工程与管理,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081811T,智慧交通,工学,0818,交通运输类,major,True,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081812T,智能运输工程,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081813T,交通能源融合工程,工学,0818,交通运输类,major,False,True,True,,交,交通运输,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx | 专业院校宝典.xlsx
081901,船舶与海洋工程,工学,0819,海洋工程类,major,True,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081902T,海洋工程与技术,工学,0819,海洋工程类,major,True,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081903T,海洋资源开发技术,工学,0819,海洋工程类,major,True,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081904T,海洋机器人,工学,0819,海洋工程类,major,True,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081905T,智慧海洋技术,工学,0819,海洋工程类,major,True,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081906T,智能海洋装备,工学,0819,海洋工程类,major,False,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
081907T,海洋智能与无人技术,工学,0819,海洋工程类,major,False,True,True,船舶类,船,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx
082001,航空航天工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082002,飞行器设计与工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082003,飞行器制造工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082004,飞行器动力工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082005,飞行器环境与生命保障工程,工学,0820,航空航天类,major,False,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082006T,飞行器质量与可靠性,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082007T,飞行器适航技术,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082008T,飞行器控制与信息工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082009T,无人驾驶航空器系统工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082010T,智能飞行器技术,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082011T,空天智能电推进技术,工学,0820,航空航天类,major,False,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082012T,飞行器运维工程,工学,0820,航空航天类,major,True,True,True,航空航天类,航,航空航天类,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 大学专业课程.xlsx | 专业就业去向.xlsx | 专业院校宝典.xlsx
082101,武器系统与工程,工学,0821,兵器类,major,True,True,True,,兵,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
082102,武器发射工程,工学,0821,兵器类,major,False,True,True,,兵,,普通高等学校本科专业目录（2026年） | 专业大类详解 | 专业就业去向.xlsx
082103,探测制导与控制技术,工学,0821,兵器类,major,True,True,True,,兵,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
082104,弹药工程与爆炸技术,工学,0821,兵器类,major,True,True,True,,兵,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
082105,特种能源技术与工程,工学,0821,兵器类,major,True,True,True,,兵,,普通高等学校本科专业目录（2026年） | 专业详解.xlsx | 专业大类详解 | 专业就业去向.xlsx
